marathon,marathon_name,state_id,city,finishers,mean_time,lat,lng,elevation_m,date,month,day,year
Space Coast Marathon,Space Coast Marathon,FL,Cocoa,886,286.36,28.382,-80.7674,10.63,2011-11-29,11,29,2011
Space Coast Marathon,Space Coast Marathon,FL,Cocoa,886,274.09,28.382,-80.7674,10.63,2012-11-29,11,29,2012
Space Coast Marathon,Space Coast Marathon,FL,Cocoa,1682,305.61,28.382,-80.7674,10.63,2013-11-29,11,29,2013
Spinx Run Fest,Spinx Run Fest,DE,Greenville,190,256.98,39.7783,-75.6049,73.3,2005-10-25,10,25,2005
Spinx Run Fest,Spinx Run Fest,DE,Greenville,153,254.16,39.7783,-75.6049,73.3,2006-10-25,10,25,2006
Spinx Run Fest,Spinx Run Fest,DE,Greenville,161,249,39.7783,-75.6049,73.3,2007-10-25,10,25,2007
Spinx Run Fest,Spinx Run Fest,DE,Greenville,231,261.2,39.7783,-75.6049,73.3,2008-10-25,10,25,2008
Spinx Run Fest,Spinx Run Fest,DE,Greenville,604,259.74,39.7783,-75.6049,73.3,2010-10-25,10,25,2010
Spinx Run Fest,Spinx Run Fest,DE,Greenville,436,259.41,39.7783,-75.6049,73.3,2011-10-25,10,25,2011
Spinx Run Fest,Spinx Run Fest,DE,Greenville,507,262.5,39.7783,-75.6049,73.3,2012-10-25,10,25,2012
Spinx Run Fest,Spinx Run Fest,DE,Greenville,342,253.58,39.7783,-75.6049,73.3,2013-10-25,10,25,2013
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,96,240.57,47.6671,-117.433,712.54,2000-10-11,10,11,2000
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,82,246.17,47.6671,-117.433,712.54,2001-10-11,10,11,2001
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,70,244.61,47.6671,-117.433,712.54,2002-10-11,10,11,2002
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,73,246.29,47.6671,-117.433,712.54,2003-10-11,10,11,2003
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,99,251.58,47.6671,-117.433,712.54,2005-10-11,10,11,2005
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,107,242.39,47.6671,-117.433,712.54,2006-10-11,10,11,2006
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,113,247.48,47.6671,-117.433,712.54,2007-10-11,10,11,2007
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,112,238.38,47.6671,-117.433,712.54,2008-10-11,10,11,2008
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,145,240.73,47.6671,-117.433,712.54,2009-10-11,10,11,2009
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,132,249.86,47.6671,-117.433,712.54,2010-10-11,10,11,2010
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,172,248.66,47.6671,-117.433,712.54,2011-10-11,10,11,2011
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,168,255.97,47.6671,-117.433,712.54,2012-10-11,10,11,2012
"Spokane Series
  Marathon",Spokane Series Marathon,WA,Spokane,164,253.84,47.6671,-117.433,712.54,2013-10-11,10,11,2013
St. George Marathon,St. George Marathon,WV,St. George,4153,253.07,39.1662,-79.6987,646.14,2000-10-03,10,3,2000
St. George Marathon,St. George Marathon,WV,St. George,4044,252.49,39.1662,-79.6987,646.14,2001-10-03,10,3,2001
St. George Marathon,St. George Marathon,WV,St. George,4226,252.28,39.1662,-79.6987,646.14,2002-10-03,10,3,2002
St. George Marathon,St. George Marathon,WV,St. George,4437,254.32,39.1662,-79.6987,646.14,2003-10-03,10,3,2003
St. George Marathon,St. George Marathon,WV,St. George,4584,256.83,39.1662,-79.6987,646.14,2004-10-03,10,3,2004
St. George Marathon,St. George Marathon,WV,St. George,4613,259.27,39.1662,-79.6987,646.14,2005-10-03,10,3,2005
St. George Marathon,St. George Marathon,WV,St. George,4762,255.84,39.1662,-79.6987,646.14,2006-10-03,10,3,2006
St. George Marathon,St. George Marathon,WV,St. George,5153,251.71,39.1662,-79.6987,646.14,2007-10-03,10,3,2007
St. George Marathon,St. George Marathon,WV,St. George,5033,257.57,39.1662,-79.6987,646.14,2008-10-03,10,3,2008
St. George Marathon,St. George Marathon,WV,St. George,5639,255.2,39.1662,-79.6987,646.14,2009-10-03,10,3,2009
St. George Marathon,St. George Marathon,WV,St. George,5702,264.43,39.1662,-79.6987,646.14,2010-10-03,10,3,2010
St. George Marathon,St. George Marathon,WV,St. George,5722,265.25,39.1662,-79.6987,646.14,2011-10-03,10,3,2011
St. George Marathon,St. George Marathon,WV,St. George,5706,259.48,39.1662,-79.6987,646.14,2012-10-03,10,3,2012
St. George Marathon,St. George Marathon,WV,St. George,5819,256.45,39.1662,-79.6987,646.14,2013-10-03,10,3,2013
"Stars and Stripes
  Marathon",Stars and Stripes Marathon,AL,Beaverton,15,234.56,33.9354,-88.0218,139.94,2010-07-05,7,5,2010
"Stars and Stripes
  Marathon",Stars and Stripes Marathon,AL,Beaverton,53,309.41,33.9354,-88.0218,139.94,2011-07-05,7,5,2011
"Stars and Stripes
  Marathon",Stars and Stripes Marathon,AL,Beaverton,45,307.28,33.9354,-88.0218,139.94,2012-07-05,7,5,2012
"Stars and Stripes
  Marathon",Stars and Stripes Marathon,AL,Beaverton,43,296.76,33.9354,-88.0218,139.94,2013-07-05,7,5,2013
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,466,265.72,40.4774,-106.8233,2483.4,2000-06-07,6,7,2000
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,475,272.59,40.4774,-106.8233,2483.4,2001-06-07,6,7,2001
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,444,272.13,40.4774,-106.8233,2483.4,2002-06-07,6,7,2002
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,431,263.64,40.4774,-106.8233,2483.4,2003-06-07,6,7,2003
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,414,277.54,40.4774,-106.8233,2483.4,2004-06-07,6,7,2004
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,421,267.91,40.4774,-106.8233,2483.4,2005-06-07,6,7,2005
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,358,264.14,40.4774,-106.8233,2483.4,2007-06-07,6,7,2007
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,315,266.49,40.4774,-106.8233,2483.4,2008-06-07,6,7,2008
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,313,255.04,40.4774,-106.8233,2483.4,2009-06-07,6,7,2009
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,344,272.62,40.4774,-106.8233,2483.4,2010-06-07,6,7,2010
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,329,266,40.4774,-106.8233,2483.4,2011-06-07,6,7,2011
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,274,266.97,40.4774,-106.8233,2483.4,2012-06-07,6,7,2012
Steamboat Marathon,Steamboat Marathon,CO,Steamboat Springs,143,265.55,40.4774,-106.8233,2483.4,2013-06-07,6,7,2013
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1318,237.35,46.1495,-103.143,853.24,2000-10-11,10,11,2000
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1347,236.03,46.1495,-103.143,853.24,2001-10-11,10,11,2001
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1354,240.64,46.1495,-103.143,853.24,2002-10-11,10,11,2002
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1396,241.92,46.1495,-103.143,853.24,2003-10-11,10,11,2003
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1486,238.91,46.1495,-103.143,853.24,2004-10-11,10,11,2004
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1418,240.06,46.1495,-103.143,853.24,2005-10-11,10,11,2005
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1668,239.92,46.1495,-103.143,853.24,2006-10-11,10,11,2006
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1570,247.85,46.1495,-103.143,853.24,2007-10-11,10,11,2007
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1565,242.52,46.1495,-103.143,853.24,2008-10-11,10,11,2008
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1565,242.52,46.1495,-103.143,853.24,2009-10-11,10,11,2009
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1940,241.72,46.1495,-103.143,853.24,2010-10-11,10,11,2010
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1857,251.5,46.1495,-103.143,853.24,2011-10-11,10,11,2011
Steamtown Marathon,Steamtown Marathon,ND,Scranton,1924,246.72,46.1495,-103.143,853.24,2012-10-11,10,11,2012
Steamtown Marathon,Steamtown Marathon,ND,Scranton,2157,251.06,46.1495,-103.143,853.24,2013-10-11,10,11,2013
"Stone Cat Marathon
  and 50 Mile Trail Races",Stone Cat Marathon and 50 Mile Trail Races,SD,Ipswich,109,313.44,45.4434,-99.03,437.04,2003-11-01,11,1,2003
"Stone Cat Marathon
  and 50 Mile Trail Races",Stone Cat Marathon and 50 Mile Trail Races,SD,Ipswich,103,339.43,45.4434,-99.03,437.04,2004-11-01,11,1,2004
"Stone Cat Marathon
  and 50 Mile Trail Races",Stone Cat Marathon and 50 Mile Trail Races,SD,Ipswich,134,323.48,45.4434,-99.03,437.04,2006-11-01,11,1,2006
"Stone Cat Marathon
  and 50 Mile Trail Races",Stone Cat Marathon and 50 Mile Trail Races,SD,Ipswich,160,311.04,45.4434,-99.03,437.04,2010-11-01,11,1,2010
"Stone Cat Marathon
  and 50 Mile Trail Races",Stone Cat Marathon and 50 Mile Trail Races,SD,Ipswich,194,307.22,45.4434,-99.03,437.04,2011-11-01,11,1,2011
"Stone Cat Marathon
  and 50 Mile Trail Races",Stone Cat Marathon and 50 Mile Trail Races,SD,Ipswich,210,302.38,45.4434,-99.03,437.04,2012-11-01,11,1,2012
"Stone Cat Marathon
  and 50 Mile Trail Races",Stone Cat Marathon and 50 Mile Trail Races,SD,Ipswich,215,300.63,45.4434,-99.03,437.04,2013-11-01,11,1,2013
Sunburst Marathon,Sunburst Marathon,WA,South Bend,445,263.46,46.668,-123.8008,118.95,2000-06-06,6,6,2000
Sunburst Marathon,Sunburst Marathon,WA,South Bend,550,244.56,46.668,-123.8008,118.95,2001-06-06,6,6,2001
Sunburst Marathon,Sunburst Marathon,WA,South Bend,547,254.58,46.668,-123.8008,118.95,2002-06-06,6,6,2002
Sunburst Marathon,Sunburst Marathon,WA,South Bend,666,254.94,46.668,-123.8008,118.95,2003-06-06,6,6,2003
Sunburst Marathon,Sunburst Marathon,WA,South Bend,416,246.66,46.668,-123.8008,118.95,2004-06-06,6,6,2004
Sunburst Marathon,Sunburst Marathon,WA,South Bend,584,264.02,46.668,-123.8008,118.95,2005-06-06,6,6,2005
Sunburst Marathon,Sunburst Marathon,WA,South Bend,567,245.79,46.668,-123.8008,118.95,2006-06-06,6,6,2006
Sunburst Marathon,Sunburst Marathon,WA,South Bend,525,265.42,46.668,-123.8008,118.95,2007-06-06,6,6,2007
Sunburst Marathon,Sunburst Marathon,WA,South Bend,465,256.72,46.668,-123.8008,118.95,2008-06-06,6,6,2008
Sunburst Marathon,Sunburst Marathon,WA,South Bend,595,254.2,46.668,-123.8008,118.95,2009-06-06,6,6,2009
Sunburst Marathon,Sunburst Marathon,WA,South Bend,744,264.36,46.668,-123.8008,118.95,2010-06-06,6,6,2010
Sunburst Marathon,Sunburst Marathon,WA,South Bend,419,254.8,46.668,-123.8008,118.95,2011-06-06,6,6,2011
Sunburst Marathon,Sunburst Marathon,WA,South Bend,446,248.1,46.668,-123.8008,118.95,2012-06-06,6,6,2012
Sunburst Marathon,Sunburst Marathon,WA,South Bend,490,261.95,46.668,-123.8008,118.95,2013-06-06,6,6,2013
Surfers Path Marathon,Surfers Path Marathon,NM,Santa Cruz,286,271.48,35.9939,-106.0358,2146.43,2013-05-17,5,17,2013
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,19,270.55,43.1715,-97.0798,429.22,2005-06-07,6,7,2005
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,25,290.18,43.1715,-97.0798,429.22,2006-06-07,6,7,2006
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,85,268.52,43.1715,-97.0798,429.22,2007-06-07,6,7,2007
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,53,285.08,43.1715,-97.0798,429.22,2008-06-07,6,7,2008
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,73,280.28,43.1715,-97.0798,429.22,2009-06-07,6,7,2009
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,87,281.43,43.1715,-97.0798,429.22,2010-06-07,6,7,2010
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,99,292.07,43.1715,-97.0798,429.22,2011-06-07,6,7,2011
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,86,315.79,43.1715,-97.0798,429.22,2012-06-07,6,7,2012
Swan Lake Marathon,Swan Lake Marathon,SD,Viborg,76,287.15,43.1715,-97.0798,429.22,2013-06-07,6,7,2013
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,222,296.45,42.8933,-90.9265,309.44,2003-10-24,10,24,2003
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,303,296.36,42.8933,-90.9265,309.44,2004-10-24,10,24,2004
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,349,288.45,42.8933,-90.9265,309.44,2005-10-24,10,24,2005
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,426,312.12,42.8933,-90.9265,309.44,2006-10-24,10,24,2006
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,451,299.86,42.8933,-90.9265,309.44,2007-10-24,10,24,2007
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,486,324.23,42.8933,-90.9265,309.44,2008-10-24,10,24,2008
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,593,315.82,42.8933,-90.9265,309.44,2009-10-24,10,24,2009
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,567,315.99,42.8933,-90.9265,309.44,2010-10-24,10,24,2010
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,636,313.6,42.8933,-90.9265,309.44,2011-10-24,10,24,2011
"Tecumseh Trail
  Marathon",Tecumseh Trail Marathon,WI,Bloomington,562,314.77,42.8933,-90.9265,309.44,2012-10-24,10,24,2012
"The North Face
  Endurace Callenge - Madison",The North Face Endurace Challenge - Madison,WI,Madison,96,309.21,43.0827,-89.3923,292.34,2010-09-14,9,14,2010
"The North Face
  Endurace Callenge - Madison",The North Face Endurace Challenge - Madison,WI,Madison,139,292.89,43.0827,-89.3923,292.34,2011-09-14,9,14,2011
"The North Face
  Endurace Challenge - Madison",The North Face Endurace Challenge - Madison,WI,Madison,177,306.44,43.0827,-89.3923,292.34,2012-09-14,9,14,2012
"The North Face
  Endurace Challenge - Madison",The North Face Endurace Challenge - Madison,WI,Madison,139,306.77,43.0827,-89.3923,292.34,2013-09-14,9,14,2013
"The North Face
  Endurance Challenge - San Francisco",The North Face Endurance Challenge - San Francisco,CA,Sausalito,174,317.29,37.858,-122.4932,168.21,2010-11-15,11,15,2010
"The North Face
  Endurance Challenge - San Francisco",The North Face Endurance Challenge - San Francisco,CA,Sausalito,166,332.4,37.858,-122.4932,168.21,2011-11-15,11,15,2011
"The North Face
  Endurance Challenge - San Francisco",The North Face Endurance Challenge - San Francisco,CA,Sausalito,181,349.38,37.858,-122.4932,168.21,2012-11-15,11,15,2012
"The North Face
  Endurance Challenge - San Francisco",The North Face Endurance Challenge - San Francisco,CA,Sausalito,198,322.68,37.858,-122.4932,168.21,2013-11-15,11,15,2013
"The Santa Rosa
  Marathon",The Santa Rosa Marathon,NM,Santa Rosa,87,259.8,34.936,-104.6769,1594.04,2009-08-30,8,30,2009
"The Santa Rosa
  Marathon",The Santa Rosa Marathon,NM,Santa Rosa,184,269.04,34.936,-104.6769,1594.04,2010-08-30,8,30,2010
"The Santa Rosa
  Marathon",The Santa Rosa Marathon,NM,Santa Rosa,416,244.75,34.936,-104.6769,1594.04,2011-08-30,8,30,2011
"The Santa Rosa
  Marathon",The Santa Rosa Marathon,NM,Santa Rosa,537,238.5,34.936,-104.6769,1594.04,2012-08-30,8,30,2012
"The Santa Rosa
  Marathon",The Santa Rosa Marathon,NM,Santa Rosa,1136,248.04,34.936,-104.6769,1594.04,2013-08-30,8,30,2013
"The Tunnel Lite
  Marathon",The Tunnel Lite Marathon,WA,North Bend,195,248.99,47.4898,-121.7738,567.93,2013-09-20,9,20,2013
The Wattle Waddle,The Wattle Waddle,WA,Seattle,63,292.03,47.6211,-122.3244,20.48,2011-11-26,11,26,2011
The Wattle Waddle,The Wattle Waddle,WA,Seattle,80,292.69,47.6211,-122.3244,20.48,2012-11-26,11,26,2012
The Wattle Waddle,The Wattle Waddle,WA,Seattle,74,293.62,47.6211,-122.3244,20.48,2013-11-26,11,26,2013
"The Woodlands
  Marathon",The Woodlands Marathon,TX,The Woodlands,1009,268.72,30.1738,-95.5134,55.75,2012-03-07,3,7,2012
"The Woodlands
  Marathon",The Woodlands Marathon,TX,The Woodlands,910,261.18,30.1738,-95.5134,55.75,2013-03-07,3,7,2013
Timberline Marathon,Timberline Marathon,OR,Government Camp,264,305.68,45.3023,-121.7526,1015.26,2008-06-06,6,6,2008
Timberline Marathon,Timberline Marathon,OR,Government Camp,119,271.02,45.3023,-121.7526,1015.26,2009-06-06,6,6,2009
Timberline Marathon,Timberline Marathon,OR,Government Camp,81,275.57,45.3023,-121.7526,1015.26,2010-06-06,6,6,2010
Timberline Marathon,Timberline Marathon,OR,Government Camp,72,281.5,45.3023,-121.7526,1015.26,2011-06-06,6,6,2011
Timberline Marathon,Timberline Marathon,OR,Government Camp,110,283.1,45.3023,-121.7526,1015.26,2012-06-06,6,6,2012
Timberline Marathon,Timberline Marathon,OR,Government Camp,104,278.18,45.3023,-121.7526,1015.26,2013-06-06,6,6,2013
Trail Marathon,Trail Marathon,MI,Pinckney,354,278.27,42.4543,-83.9457,279.72,2000-10-25,10,25,2000
Trail Marathon,Trail Marathon,MI,Pinckney,137,279.34,42.4543,-83.9457,279.72,2001-10-25,10,25,2001
Trail Marathon,Trail Marathon,MI,Pinckney,153,289.68,42.4543,-83.9457,279.72,2002-10-25,10,25,2002
Trail Marathon,Trail Marathon,MI,Pinckney,141,290.93,42.4543,-83.9457,279.72,2003-10-25,10,25,2003
Trail Marathon,Trail Marathon,MI,Pinckney,149,286.63,42.4543,-83.9457,279.72,2004-10-25,10,25,2004
Trail Marathon,Trail Marathon,MI,Pinckney,118,287.27,42.4543,-83.9457,279.72,2005-10-25,10,25,2005
Trail Marathon,Trail Marathon,MI,Pinckney,172,288.55,42.4543,-83.9457,279.72,2006-10-25,10,25,2006
Trail Marathon,Trail Marathon,MI,Pinckney,203,289.66,42.4543,-83.9457,279.72,2007-10-25,10,25,2007
Trail Marathon,Trail Marathon,MI,Pinckney,196,294.18,42.4543,-83.9457,279.72,2008-10-25,10,25,2008
Trail Marathon,Trail Marathon,MI,Pinckney,182,310.25,42.4543,-83.9457,279.72,2009-10-25,10,25,2009
Trail Marathon,Trail Marathon,MI,Pinckney,165,292.65,42.4543,-83.9457,279.72,2010-10-25,10,25,2010
Trail Marathon,Trail Marathon,MI,Pinckney,181,303.32,42.4543,-83.9457,279.72,2011-10-25,10,25,2011
Trail Marathon,Trail Marathon,MI,Pinckney,176,314.94,42.4543,-83.9457,279.72,2012-10-25,10,25,2012
Trail Marathon,Trail Marathon,MI,Pinckney,106,320.34,42.4543,-83.9457,279.72,2013-10-25,10,25,2013
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,100,256.9,43.0087,-88.2464,278.66,2000-04-04,4,4,2000
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,111,257.95,43.0087,-88.2464,278.66,2001-04-04,4,4,2001
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,131,261.28,43.0087,-88.2464,278.66,2002-04-04,4,4,2002
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,153,254.71,43.0087,-88.2464,278.66,2003-04-04,4,4,2003
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,163,255.1,43.0087,-88.2464,278.66,2004-04-04,4,4,2004
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,129,258.42,43.0087,-88.2464,278.66,2005-04-04,4,4,2005
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,166,262.35,43.0087,-88.2464,278.66,2006-04-04,4,4,2006
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,167,259.89,43.0087,-88.2464,278.66,2007-04-04,4,4,2007
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,85,249.21,43.0087,-88.2464,278.66,2009-04-04,4,4,2009
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,113,249.56,43.0087,-88.2464,278.66,2010-04-04,4,4,2010
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,120,260.84,43.0087,-88.2464,278.66,2011-04-04,4,4,2011
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,146,259.67,43.0087,-88.2464,278.66,2012-04-04,4,4,2012
Trailbreaker Marathon,Trailbreaker Marathon,WI,Waukesha,184,257.88,43.0087,-88.2464,278.66,2013-04-04,4,4,2013
"Triple Lakes Trail
  Race",Triple Lakes Trail Race,FL,Greensboro,87,316.09,30.5705,-84.7324,65.8,2006-10-25,10,25,2006
"Triple Lakes Trail
  Race",Triple Lakes Trail Race,FL,Greensboro,96,315.28,30.5705,-84.7324,65.8,2007-10-25,10,25,2007
"Triple Lakes Trail
  Race",Triple Lakes Trail Race,FL,Greensboro,55,281.96,30.5705,-84.7324,65.8,2008-10-25,10,25,2008
"Triple Lakes Trail
  Race",Triple Lakes Trail Race,FL,Greensboro,110,288.27,30.5705,-84.7324,65.8,2009-10-25,10,25,2009
"Triple Lakes Trail
  Race",Triple Lakes Trail Race,FL,Greensboro,92,276.43,30.5705,-84.7324,65.8,2010-10-25,10,25,2010
"Triple Lakes Trail
  Race",Triple Lakes Trail Race,FL,Greensboro,86,281.62,30.5705,-84.7324,65.8,2011-10-25,10,25,2011
"Triple Lakes Trail
  Race",Triple Lakes Trail Race,FL,Greensboro,88,281.04,30.5705,-84.7324,65.8,2012-10-25,10,25,2012
"Triple Lakes Trail
  Race",Triple Lakes Trail Race,FL,Greensboro,116,305.98,30.5705,-84.7324,65.8,2013-10-25,10,25,2013
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,135,269.25,35.3909,-91.2298,62.03,2000-08-30,8,30,2000
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,103,269.15,35.3909,-91.2298,62.03,2001-08-30,8,30,2001
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,173,268.53,35.3909,-91.2298,62.03,2002-08-30,8,30,2002
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,214,267.85,35.3909,-91.2298,62.03,2003-08-30,8,30,2003
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,212,268.17,35.3909,-91.2298,62.03,2004-08-30,8,30,2004
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,138,261.57,35.3909,-91.2298,62.03,2005-08-30,8,30,2005
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,178,268.1,35.3909,-91.2298,62.03,2006-08-30,8,30,2006
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,227,277.04,35.3909,-91.2298,62.03,2007-08-30,8,30,2007
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,242,275.18,35.3909,-91.2298,62.03,2008-08-30,8,30,2008
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,258,266.05,35.3909,-91.2298,62.03,2009-08-30,8,30,2009
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,247,262.29,35.3909,-91.2298,62.03,2010-08-30,8,30,2010
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,225,263.38,35.3909,-91.2298,62.03,2011-08-30,8,30,2011
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,246,274.26,35.3909,-91.2298,62.03,2012-08-30,8,30,2012
Tupelo Marathon,Tupelo Marathon,AR,Tupelo,256,280.54,35.3909,-91.2298,62.03,2013-08-30,8,30,2013
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,5886,251.84,29.5357,-95.4693,16.6,2000-11-01,11,1,2000
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,6361,255.73,29.5357,-95.4693,16.6,2001-11-01,11,1,2001
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,4148,253.09,29.5357,-95.4693,16.6,2002-11-01,11,1,2002
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,7089,256.4,29.5357,-95.4693,16.6,2003-11-01,11,1,2003
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,7303,258.89,29.5357,-95.4693,16.6,2004-11-01,11,1,2004
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,7753,264.36,29.5357,-95.4693,16.6,2005-11-01,11,1,2005
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,8183,263.95,29.5357,-95.4693,16.6,2006-11-01,11,1,2006
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,7154,283.24,29.5357,-95.4693,16.6,2007-11-01,11,1,2007
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,7979,257.43,29.5357,-95.4693,16.6,2008-11-01,11,1,2008
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,8475,255.88,29.5357,-95.4693,16.6,2009-11-01,11,1,2009
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,8197,255.56,29.5357,-95.4693,16.6,2010-11-01,11,1,2010
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,8534,260.24,29.5357,-95.4693,16.6,2011-11-01,11,1,2011
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,8781,256.68,29.5357,-95.4693,16.6,2012-11-01,11,1,2012
Twin Cities Marathon,Two Cities Marathon,TX,Fresno,8849,257.6,29.5357,-95.4693,16.6,2013-11-01,11,1,2013
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,101,268.9,48.4333,-114.3593,1143.31,2005-05-16,5,16,2005
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,86,272.31,48.4333,-114.3593,1143.31,2006-05-16,5,16,2006
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,115,274.22,48.4333,-114.3593,1143.31,2007-05-16,5,16,2007
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,100,277.38,48.4333,-114.3593,1143.31,2008-05-16,5,16,2008
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,100,272.36,48.4333,-114.3593,1143.31,2009-05-16,5,16,2009
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,88,260.64,48.4333,-114.3593,1143.31,2010-05-16,5,16,2010
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,89,278.83,48.4333,-114.3593,1143.31,2011-05-16,5,16,2011
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,103,286.67,48.4333,-114.3593,1143.31,2012-05-16,5,16,2012
Two Bear Marathon,Two Bear Marathon,MT,Whitefish,82,289.47,48.4333,-114.3593,1143.31,2013-05-16,5,16,2013
Two Cities Marathon,Two Cities Marathon,TX,Fresno,683,267.37,29.5357,-95.4693,16.6,2009-11-01,11,1,2009
