marathon,marathon_name,state_id,city,finishers,mean_time,lat,lng,elevation_m,date,month,day,year
"Cincinnati Flying Pig
  Marathon",Cincinnati Flying Pig Marathon,IA,Cincinnati,4735,274.06,40.6309,-92.9222,299.18,2008-10-11,10,11,2008
"Cincinnati Flying Pig
  Marathon",Cincinnati Flying Pig Marathon,IA,Cincinnati,4071,269.85,40.6309,-92.9222,299.18,2009-10-11,10,11,2009
"Cincinnati Flying Pig
  Marathon",Cincinnati Flying Pig Marathon,IA,Cincinnati,4113,275.59,40.6309,-92.9222,299.18,2010-10-11,10,11,2010
"Cincinnati Flying Pig
  Marathon",Cincinnati Flying Pig Marathon,IA,Cincinnati,4299,278.52,40.6309,-92.9222,299.18,2011-10-11,10,11,2011
"Cincinnati Flying Pig
  Marathon",Cincinnati Flying Pig Marathon,IA,Cincinnati,4094,280.75,40.6309,-92.9222,299.18,2012-10-11,10,11,2012
"Cincinnati Flying Pig
  Marathon",Cincinnati Flying Pig Marathon,IA,Cincinnati,4135,271.87,40.6309,-92.9222,299.18,2013-10-11,10,11,2013
"Cinderella Summer
  Trail Run Marathon",Cinderella Summer Trail Run Marathon,NC,Walnut Creek,28,400.75,35.305,-77.8714,20.86,2013-08-09,8,9,2013
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,329,258.86,43.6007,-116.2312,1255.5,2002-10-11,10,11,2002
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,271,274.83,43.6007,-116.2312,1255.5,2003-10-11,10,11,2003
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,325,271.47,43.6007,-116.2312,1255.5,2004-10-11,10,11,2004
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,283,263.4,43.6007,-116.2312,1255.5,2005-10-11,10,11,2005
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,277,261.07,43.6007,-116.2312,1255.5,2006-10-11,10,11,2006
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,160,266.54,43.6007,-116.2312,1255.5,2007-10-11,10,11,2007
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,157,260.95,43.6007,-116.2312,1255.5,2008-10-11,10,11,2008
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,135,261.12,43.6007,-116.2312,1255.5,2009-10-11,10,11,2009
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,211,264.04,43.6007,-116.2312,1255.5,2010-10-11,10,11,2010
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,191,271.72,43.6007,-116.2312,1255.5,2011-10-11,10,11,2011
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,183,268.96,43.6007,-116.2312,1255.5,2012-10-11,10,11,2012
"City of Trees
  Marathon",City of Trees Marathon,ID,Boise,196,266.22,43.6007,-116.2312,1255.5,2013-10-11,10,11,2013
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,277,236.18,42.9494,-72.2997,245,2000-09-27,9,27,2000
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,254,233.92,42.9494,-72.2997,245,2001-09-27,9,27,2001
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,319,230.55,42.9494,-72.2997,245,2002-09-27,9,27,2002
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,364,243.64,42.9494,-72.2997,245,2003-09-27,9,27,2003
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,292,240.74,42.9494,-72.2997,245,2004-09-27,9,27,2004
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,270,236.68,42.9494,-72.2997,245,2005-09-27,9,27,2005
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,312,254.6,42.9494,-72.2997,245,2006-09-27,9,27,2006
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,212,244.77,42.9494,-72.2997,245,2007-09-27,9,27,2007
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,242,250.11,42.9494,-72.2997,245,2008-09-27,9,27,2008
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,240,237.8,42.9494,-72.2997,245,2009-09-27,9,27,2009
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,305,247.5,42.9494,-72.2997,245,2010-09-27,9,27,2010
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,178,257.13,42.9494,-72.2997,245,2011-09-27,9,27,2011
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,178,246.71,42.9494,-72.2997,245,2012-09-27,9,27,2012
"Clarence Demar
  Marathon",Clarence Demar Marathon,NH,Keene,410,260.07,42.9494,-72.2997,245,2013-09-27,9,27,2013
"Cloverdale Harvest
  Marathon",Cloverdale Harvest Marathon,VA,Cloverdale,12,264.62,37.3566,-79.9054,327.19,2011-10-18,10,18,2011
"Cloverdale Harvest
  Marathon",Cloverdale Harvest Marathon,VA,Cloverdale,44,283.29,37.3566,-79.9054,327.19,2012-10-18,10,18,2012
"Cloverdale Harvest
  Marathon",Cloverdale Harvest Marathon,VA,Cloverdale,41,261.42,37.3566,-79.9054,327.19,2013-10-18,10,18,2013
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,343,248.85,47.704,-116.7933,841.39,2000-05-24,5,24,2000
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,319,251.91,47.704,-116.7933,841.39,2001-05-24,5,24,2001
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,272,266.45,47.704,-116.7933,841.39,2003-05-24,5,24,2003
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,280,257.69,47.704,-116.7933,841.39,2004-05-24,5,24,2004
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,247,269.69,47.704,-116.7933,841.39,2005-05-24,5,24,2005
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,311,249.95,47.704,-116.7933,841.39,2006-05-24,5,24,2006
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,304,269.69,47.704,-116.7933,841.39,2007-05-24,5,24,2007
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,278,253.12,47.704,-116.7933,841.39,2008-05-24,5,24,2008
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,316,267.95,47.704,-116.7933,841.39,2009-05-24,5,24,2009
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,403,259.58,47.704,-116.7933,841.39,2010-05-24,5,24,2010
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,498,272.81,47.704,-116.7933,841.39,2011-05-24,5,24,2011
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,460,269.48,47.704,-116.7933,841.39,2012-05-24,5,24,2012
"Coeur d' Alene
  Marathon",Coeur d' Alene Marathon,ID,Coeur d'Alene,275,267.71,47.704,-116.7933,841.39,2013-05-24,5,24,2013
Colfax Marathon,Colfax Marathon,NC,Denver,784,275.03,35.5344,-81.034,255.05,2006-05-17,5,17,2006
Colfax Marathon,Colfax Marathon,NC,Denver,446,278.68,35.5344,-81.034,255.05,2007-05-17,5,17,2007
Colfax Marathon,Colfax Marathon,NC,Denver,415,260.51,35.5344,-81.034,255.05,2008-05-17,5,17,2008
Colfax Marathon,Colfax Marathon,NC,Denver,415,260.51,35.5344,-81.034,255.05,2009-05-17,5,17,2009
Colfax Marathon,Colfax Marathon,NC,Denver,604,262.66,35.5344,-81.034,255.05,2010-05-17,5,17,2010
Colfax Marathon,Colfax Marathon,NC,Denver,758,262.26,35.5344,-81.034,255.05,2011-05-17,5,17,2011
Colfax Marathon,Colfax Marathon,NC,Denver,1171,263.35,35.5344,-81.034,255.05,2012-05-17,5,17,2012
Colfax Marathon,Colfax Marathon,NC,Denver,1208,265.64,35.5344,-81.034,255.05,2013-05-17,5,17,2013
"Columbia Gorge
  Marathon",Columbia Gorge Marathon,OR,Hood River,74,255.76,45.7092,-121.5258,457.13,2009-10-18,10,18,2009
"Columbia Gorge
  Marathon",Columbia Gorge Marathon,OR,Hood River,257,267.85,45.7092,-121.5258,457.13,2010-10-18,10,18,2010
"Columbia Gorge
  Marathon",Columbia Gorge Marathon,OR,Hood River,223,265.37,45.7092,-121.5258,457.13,2011-10-18,10,18,2011
"Columbia Gorge
  Marathon",Columbia Gorge Marathon,OR,Hood River,183,267.34,45.7092,-121.5258,457.13,2012-10-18,10,18,2012
"Columbia Gorge
  Marathon",Columbia Gorge Marathon,OR,Hood River,226,269.47,45.7092,-121.5258,457.13,2013-10-18,10,18,2013
"Conquer the Cove
  Marathon",Conquer the Cove Marathon,TX,Roanoke,87,288.59,33.0148,-97.2268,201.65,2011-05-31,5,31,2011
"Conquer the Cove
  Marathon",Conquer the Cove Marathon,TX,Roanoke,106,277.94,33.0148,-97.2268,201.65,2012-05-31,5,31,2012
"Conquer the Cove
  Marathon",Conquer the Cove Marathon,TX,Roanoke,95,297.71,33.0148,-97.2268,201.65,2013-05-31,5,31,2013
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,888,269.08,32.7812,-97.3472,237.08,2000-03-01,3,1,2000
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,614,278.11,32.7812,-97.3472,237.08,2001-03-01,3,1,2001
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,670,274.01,32.7812,-97.3472,237.08,2002-03-01,3,1,2002
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,662,276.1,32.7812,-97.3472,237.08,2003-03-01,3,1,2003
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,780,271.01,32.7812,-97.3472,237.08,2004-03-01,3,1,2004
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,637,266.02,32.7812,-97.3472,237.08,2005-03-01,3,1,2005
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,599,270.64,32.7812,-97.3472,237.08,2007-03-01,3,1,2007
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,696,272.03,32.7812,-97.3472,237.08,2008-03-01,3,1,2008
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,910,267.45,32.7812,-97.3472,237.08,2009-03-01,3,1,2009
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,1193,275.85,32.7812,-97.3472,237.08,2010-03-01,3,1,2010
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,1244,286.05,32.7812,-97.3472,237.08,2011-03-01,3,1,2011
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,1424,275.79,32.7812,-97.3472,237.08,2012-03-01,3,1,2012
Cowtown Marathon,Cowtown Marathon,TX,Fort Worth,1479,281.85,32.7812,-97.3472,237.08,2013-03-01,3,1,2013
"Cox Sports Providence
  Marathon",Cox Sports Providence Marathon,RI,Providence,596,249.39,41.823,-71.4187,79.33,2008-05-03,5,3,2008
"Cox Sports Providence
  Marathon",Cox Sports Providence Marathon,RI,Providence,728,251.66,41.823,-71.4187,79.33,2009-05-03,5,3,2009
"Cox Sports Providence
  Marathon",Cox Sports Providence Marathon,RI,Providence,964,261.03,41.823,-71.4187,79.33,2010-05-03,5,3,2010
"Cox Sports Providence
  Marathon",Cox Sports Providence Marathon,RI,Providence,1206,259.71,41.823,-71.4187,79.33,2011-05-03,5,3,2011
"Cox Sports Providence
  Marathon",Cox Sports Providence Marathon,RI,Providence,1354,246.92,41.823,-71.4187,79.33,2012-05-03,5,3,2012
"Cox Sports Providence
  Marathon",Cox Sports Providence Marathon,RI,Providence,1254,255.93,41.823,-71.4187,79.33,2013-05-03,5,3,2013
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,102,272.79,42.2191,-121.7754,1377.27,2000-08-08,8,8,2000
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,65,262.15,42.2191,-121.7754,1377.27,2001-08-08,8,8,2001
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,78,268.38,42.2191,-121.7754,1377.27,2003-08-08,8,8,2003
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,95,298.57,42.2191,-121.7754,1377.27,2004-08-08,8,8,2004
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,133,288.77,42.2191,-121.7754,1377.27,2005-08-08,8,8,2005
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,115,280.88,42.2191,-121.7754,1377.27,2006-08-08,8,8,2006
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,90,282.11,42.2191,-121.7754,1377.27,2007-08-08,8,8,2007
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,72,280.35,42.2191,-121.7754,1377.27,2008-08-08,8,8,2008
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,86,276.54,42.2191,-121.7754,1377.27,2009-08-08,8,8,2009
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,89,290.02,42.2191,-121.7754,1377.27,2010-08-08,8,8,2010
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,105,287.54,42.2191,-121.7754,1377.27,2011-08-08,8,8,2011
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,102,288.2,42.2191,-121.7754,1377.27,2012-08-08,8,8,2012
Crater Lake Marathon,Crater Lake Marathon,OR,Klamath Falls,69,275.8,42.2191,-121.7754,1377.27,2013-08-08,8,8,2013
Crossroads of Indiana,Crossroads of Indiana,WI,Lowell,109,267.19,43.3363,-88.8183,279.31,2011-05-24,5,24,2011
Crossroads of Indiana,Crossroads of Indiana,WI,Lowell,95,281.05,43.3363,-88.8183,279.31,2012-05-24,5,24,2012
Crossroads of Indiana,Crossroads of Indiana,WI,Lowell,67,272.54,43.3363,-88.8183,279.31,2013-05-24,5,24,2013
"Dances With Dirt
  Devil's Lake",Dances With Dirt Devil's Lake,WI,Baraboo,81,346.78,43.4697,-89.7378,288.99,2011-07-11,7,11,2011
"Dances With Dirt
  Devil's Lake",Dances With Dirt Devil's Lake,WI,Baraboo,121,350.54,43.4697,-89.7378,288.99,2012-07-11,7,11,2012
"Dances With Dirt
  Devil's Lake",Dances With Dirt Devil's Lake,WI,Baraboo,127,344.33,43.4697,-89.7378,288.99,2013-07-11,7,11,2013
"Dances With Dirt Gnaw
  Bone",Dances With Dirt Gnaw Bone,NC,Nashville,25,353.88,35.9693,-77.9552,72.52,2011-05-16,5,16,2011
"Dances With Dirt Gnaw
  Bone",Dances With Dirt Gnaw Bone,NC,Nashville,43,363.91,35.9693,-77.9552,72.52,2012-05-16,5,16,2012
"Dances With Dirt Gnaw
  Bone",Dances With Dirt Gnaw Bone,NC,Nashville,20,370.5,35.9693,-77.9552,72.52,2013-05-16,5,16,2013
"Davy Crockett Bear
  Chase",Davy Crockett Bear Chase,NH,Groveton,51,268.32,44.6048,-71.5201,484.94,2008-03-29,3,29,2008
"Davy Crockett Bear
  Chase",Davy Crockett Bear Chase,NH,Groveton,87,269.2,44.6048,-71.5201,484.94,2009-03-29,3,29,2009
"Davy Crockett Bear
  Chase",Davy Crockett Bear Chase,NH,Groveton,91,274.04,44.6048,-71.5201,484.94,2010-03-29,3,29,2010
"Davy Crockett Bear
  Chase",Davy Crockett Bear Chase,NH,Groveton,123,303.48,44.6048,-71.5201,484.94,2011-03-29,3,29,2011
"Davy Crockett Bear
  Chase",Davy Crockett Bear Chase,NH,Groveton,101,297.59,44.6048,-71.5201,484.94,2012-03-29,3,29,2012
"Davy Crockett Bear
  Chase",Davy Crockett Bear Chase,NH,Groveton,70,290.55,44.6048,-71.5201,484.94,2013-03-29,3,29,2013
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,75,280.25,44.3871,-103.7207,1427.91,2002-06-07,6,7,2002
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,124,321.68,44.3871,-103.7207,1427.91,2003-06-07,6,7,2003
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,467,301.55,44.3871,-103.7207,1427.91,2004-06-07,6,7,2004
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,429,281.27,44.3871,-103.7207,1427.91,2005-06-07,6,7,2005
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,375,283.29,44.3871,-103.7207,1427.91,2006-06-07,6,7,2006
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,301,290.08,44.3871,-103.7207,1427.91,2007-06-07,6,7,2007
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,334,278.35,44.3871,-103.7207,1427.91,2008-06-07,6,7,2008
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,371,281.75,44.3871,-103.7207,1427.91,2009-06-07,6,7,2009
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,327,280.97,44.3871,-103.7207,1427.91,2010-06-07,6,7,2010
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,396,306.86,44.3871,-103.7207,1427.91,2011-06-07,6,7,2011
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,347,298.76,44.3871,-103.7207,1427.91,2012-06-07,6,7,2012
"Deadwood-Mickelson
  Trail Marathon",Deadwood-Mickelson Trail Marathon,SD,Deadwood,325,290.56,44.3871,-103.7207,1427.91,2013-06-07,6,7,2013
"Deseret News Classic
  Marathon",Deseret News Classic Marathon,UT,Salt Lake City,427,257.84,40.7774,-111.93,1471.49,2013-07-24,7,24,2013
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,278,260.45,43.2316,-76.2961,135.38,2000-01-25,1,25,2000
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,266,261.53,43.2316,-76.2961,135.38,2001-01-25,1,25,2001
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,247,264.19,43.2316,-76.2961,135.38,2002-01-25,1,25,2002
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,185,266.96,43.2316,-76.2961,135.38,2003-01-25,1,25,2003
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,135,261.24,43.2316,-76.2961,135.38,2004-01-25,1,25,2004
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,103,254.13,43.2316,-76.2961,135.38,2005-01-25,1,25,2005
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,46,291.73,43.2316,-76.2961,135.38,2006-01-25,1,25,2006
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,41,266.91,43.2316,-76.2961,135.38,2007-01-25,1,25,2007
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,60,266.93,43.2316,-76.2961,135.38,2008-01-25,1,25,2008
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,77,274.8,43.2316,-76.2961,135.38,2009-01-25,1,25,2009
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,106,273.7,43.2316,-76.2961,135.38,2010-01-25,1,25,2010
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,248,274.79,43.2316,-76.2961,135.38,2011-01-25,1,25,2011
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,115,263.88,43.2316,-76.2961,135.38,2012-01-25,1,25,2012
"Desert Classic
  Marathon",Desert Classic Marathon,NY,Phoenix,81,271.09,43.2316,-76.2961,135.38,2013-01-25,1,25,2013
Drake Well Marathon,Drake Well Marathon,FL,Titusville,20,255.71,28.5727,-80.8193,10.63,2006-08-02,8,2,2006
Drake Well Marathon,Drake Well Marathon,FL,Titusville,116,271.92,28.5727,-80.8193,10.63,2009-08-02,8,2,2009
Drake Well Marathon,Drake Well Marathon,FL,Titusville,37,273.85,28.5727,-80.8193,10.63,2010-08-02,8,2,2010
Drake Well Marathon,Drake Well Marathon,FL,Titusville,113,261.55,28.5727,-80.8193,10.63,2011-08-02,8,2,2011
Drake Well Marathon,Drake Well Marathon,FL,Titusville,129,247.48,28.5727,-80.8193,10.63,2012-08-02,8,2,2012
Drake Well Marathon,Drake Well Marathon,FL,Titusville,98,249.91,28.5727,-80.8193,10.63,2013-08-02,8,2,2013
"Dust Bowl Series
  Marathon - Colorado",Dust Bowl Series Marathon - Colorado,TX,Lamar,68,349.16,28.1439,-96.9888,7.62,2013-03-29,3,29,2013
"Dust Bowl Series
  Marathon - Kansas",Dust Bowl Series Marathon - Kansas,NE,Ulysses,64,335.28,41.0722,-97.2029,450.23,2013-03-28,3,28,2013
"Dust Bowl Series
  Marathon - New Mexico",Dust Bowl Series Marathon - New Mexico,WA,Clayton,66,352.34,48.0013,-117.5612,706.88,2013-03-26,3,26,2013
"Dust Bowl Series
  Marathon - Oklahoma",Dust Bowl Series Marathon - Oklahoma,OK,Guymon,52,338.19,36.69,-101.4776,911.85,2013-03-27,3,27,2013
"Dust Bowl Series
  Marathon - Texas",Dust Bowl Series Marathon - Texas,TX,Dalhart,57,334.12,36.0579,-102.5123,1177.95,2013-03-25,3,25,2013
"Eagle Creek Trail
  Marathon",Eagle Creek Trail Marathon,IN,Indianapolis,38,291.78,39.7771,-86.1458,247.69,2010-08-02,8,2,2010
"Eagle Creek Trail
  Marathon",Eagle Creek Trail Marathon,IN,Indianapolis,109,382.62,39.7771,-86.1458,247.69,2011-08-02,8,2,2011
"Eagle Creek Trail
  Marathon",Eagle Creek Trail Marathon,IN,Indianapolis,122,364.16,39.7771,-86.1458,247.69,2012-08-02,8,2,2012
"Eagle Creek Trail
  Marathon",Eagle Creek Trail Marathon,IN,Indianapolis,130,319.98,39.7771,-86.1458,247.69,2013-08-02,8,2,2013
Eau Claire Marathon,Eau Claire Marathon,WI,Eau Claire,208,257.6,44.82,-91.4951,301.37,2009-09-27,9,27,2009
Eau Claire Marathon,Eau Claire Marathon,WI,Eau Claire,230,259.7,44.82,-91.4951,301.37,2010-09-27,9,27,2010
Eau Claire Marathon,Eau Claire Marathon,WI,Eau Claire,308,260.18,44.82,-91.4951,301.37,2011-09-27,9,27,2011
Eau Claire Marathon,Eau Claire Marathon,WI,Eau Claire,308,257.82,44.82,-91.4951,301.37,2012-09-27,9,27,2012
Eau Claire Marathon,Eau Claire Marathon,WI,Eau Claire,340,255.14,44.82,-91.4951,301.37,2013-09-27,9,27,2013
Eisenbahn Marathon,Eisenbahn Marathon,WI,West Bend,136,265.74,43.4184,-88.1823,287.18,2010-07-18,7,18,2010
Eisenbahn Marathon,Eisenbahn Marathon,WI,West Bend,172,267.04,43.4184,-88.1823,287.18,2011-07-18,7,18,2011
Eisenbahn Marathon,Eisenbahn Marathon,WI,West Bend,98,268.03,43.4184,-88.1823,287.18,2012-07-18,7,18,2012
Eisenbahn Marathon,Eisenbahn Marathon,WI,West Bend,84,249.06,43.4184,-88.1823,287.18,2013-07-18,7,18,2013
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,174,259.33,32.4543,-99.7384,524.26,2003-04-04,4,4,2003
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,108,260.27,32.4543,-99.7384,524.26,2004-04-04,4,4,2004
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,90,293.48,32.4543,-99.7384,524.26,2005-04-04,4,4,2005
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,177,259.66,32.4543,-99.7384,524.26,2006-04-04,4,4,2006
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,155,261.39,32.4543,-99.7384,524.26,2007-04-04,4,4,2007
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,153,253.62,32.4543,-99.7384,524.26,2008-04-04,4,4,2008
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,175,256.14,32.4543,-99.7384,524.26,2009-04-04,4,4,2009
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,176,261.64,32.4543,-99.7384,524.26,2010-04-04,4,4,2010
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,193,271.35,32.4543,-99.7384,524.26,2011-04-04,4,4,2011
Eisenhower Marathon,Eisenhower Marathon,TX,Abilene,181,260.35,32.4543,-99.7384,524.26,2012-04-04,4,4,2012
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,70,269.8,35.0718,-79.7595,153.68,2000-02-28,2,28,2000
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,115,274.76,35.0718,-79.7595,153.68,2001-02-28,2,28,2001
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,91,262.9,35.0718,-79.7595,153.68,2002-02-28,2,28,2002
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,141,286.43,35.0718,-79.7595,153.68,2003-02-28,2,28,2003
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,119,272.44,35.0718,-79.7595,153.68,2004-02-28,2,28,2004
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,113,264.89,35.0718,-79.7595,153.68,2005-02-28,2,28,2005
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,152,268.14,35.0718,-79.7595,153.68,2006-02-28,2,28,2006
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,143,283.12,35.0718,-79.7595,153.68,2007-02-28,2,28,2007
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,128,269.64,35.0718,-79.7595,153.68,2008-02-28,2,28,2008
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,133,274.45,35.0718,-79.7595,153.68,2009-02-28,2,28,2009
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,136,268.2,35.0718,-79.7595,153.68,2010-02-28,2,28,2010
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,101,276.12,35.0718,-79.7595,153.68,2011-02-28,2,28,2011
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,86,279.65,35.0718,-79.7595,153.68,2012-02-28,2,28,2012
"Ellerbe Springs
  Marathon",Ellerbe Springs Marathon,NC,Ellerbe,73,281.31,35.0718,-79.7595,153.68,2013-02-28,2,28,2013
Empire State Marathon,Empire State Marathon,NE,Syracuse,707,259.71,40.6635,-96.1827,316.96,2011-10-11,10,11,2011
Empire State Marathon,Empire State Marathon,NE,Syracuse,542,261.42,40.6635,-96.1827,316.96,2012-10-11,10,11,2012
Empire State Marathon,Empire State Marathon,NE,Syracuse,522,262.07,40.6635,-96.1827,316.96,2013-10-11,10,11,2013
Equinox Marathon,Equinox Marathon,AK,Fairbanks,334,370.5,64.8353,-147.6534,139.13,2000-09-19,9,19,2000
Equinox Marathon,Equinox Marathon,AK,Fairbanks,435,335.96,64.8353,-147.6534,139.13,2001-09-19,9,19,2001
Equinox Marathon,Equinox Marathon,AK,Fairbanks,382,305.35,64.8353,-147.6534,139.13,2002-09-19,9,19,2002
Equinox Marathon,Equinox Marathon,AK,Fairbanks,412,338.51,64.8353,-147.6534,139.13,2003-09-19,9,19,2003
Equinox Marathon,Equinox Marathon,AK,Fairbanks,334,331.02,64.8353,-147.6534,139.13,2004-09-19,9,19,2004
