age,gender,chiptime,year,marathon,country,finishers
47,NA,259.1667,2011,Jerusalem Marathon,Israel,841
47,NA,259.8167,2011,Jerusalem Marathon,Israel,841
25,NA,260.0833,2011,Jerusalem Marathon,Israel,841
42,NA,260.35,2011,Jerusalem Marathon,Israel,841
35,NA,260.3833,2011,Jerusalem Marathon,Israel,841
52,NA,260.45,2011,Jerusalem Marathon,Israel,841
18,NA,260.5167,2011,Jerusalem Marathon,Israel,841
52,NA,260.5667,2011,Jerusalem Marathon,Israel,841
53,NA,260.75,2011,Jerusalem Marathon,Israel,841
45,NA,261.1333,2011,Jerusalem Marathon,Israel,841
48,NA,261.1667,2011,Jerusalem Marathon,Israel,841
37,NA,261.2,2011,Jerusalem Marathon,Israel,841
49,NA,261.3667,2011,Jerusalem Marathon,Israel,841
36,NA,261.4833,2011,Jerusalem Marathon,Israel,841
55,NA,261.7,2011,Jerusalem Marathon,Israel,841
29,NA,261.75,2011,Jerusalem Marathon,Israel,841
52,NA,261.8,2011,Jerusalem Marathon,Israel,841
39,NA,262.0167,2011,Jerusalem Marathon,Israel,841
18,NA,262.0667,2011,Jerusalem Marathon,Israel,841
43,NA,262.1167,2011,Jerusalem Marathon,Israel,841
70,NA,262.3667,2011,Jerusalem Marathon,Israel,841
32,NA,262.4,2011,Jerusalem Marathon,Israel,841
49,NA,262.4,2011,Jerusalem Marathon,Israel,841
44,NA,262.45,2011,Jerusalem Marathon,Israel,841
53,NA,262.5,2011,Jerusalem Marathon,Israel,841
25,NA,262.6833,2011,Jerusalem Marathon,Israel,841
20,NA,262.7333,2011,Jerusalem Marathon,Israel,841
45,NA,262.95,2011,Jerusalem Marathon,Israel,841
44,NA,262.95,2011,Jerusalem Marathon,Israel,841
54,NA,263.1667,2011,Jerusalem Marathon,Israel,841
43,NA,263.3333,2011,Jerusalem Marathon,Israel,841
54,NA,263.4167,2011,Jerusalem Marathon,Israel,841
31,NA,263.5333,2011,Jerusalem Marathon,Israel,841
56,NA,263.65,2011,Jerusalem Marathon,Israel,841
59,NA,263.65,2011,Jerusalem Marathon,Israel,841
40,NA,263.6667,2011,Jerusalem Marathon,Israel,841
42,NA,263.8333,2011,Jerusalem Marathon,Israel,841
66,NA,263.9,2011,Jerusalem Marathon,Israel,841
24,NA,263.95,2011,Jerusalem Marathon,Israel,841
60,NA,264.1333,2011,Jerusalem Marathon,Israel,841
49,NA,264.1667,2011,Jerusalem Marathon,Israel,841
44,NA,264.1667,2011,Jerusalem Marathon,Israel,841
19,NA,264.2333,2011,Jerusalem Marathon,Israel,841
45,NA,264.2667,2011,Jerusalem Marathon,Israel,841
53,NA,264.35,2011,Jerusalem Marathon,Israel,841
67,NA,264.4833,2011,Jerusalem Marathon,Israel,841
37,NA,264.5,2011,Jerusalem Marathon,Israel,841
42,NA,264.6167,2011,Jerusalem Marathon,Israel,841
62,NA,264.6667,2011,Jerusalem Marathon,Israel,841
36,NA,264.7333,2011,Jerusalem Marathon,Israel,841
59,NA,264.7833,2011,Jerusalem Marathon,Israel,841
43,NA,265.0167,2011,Jerusalem Marathon,Israel,841
50,NA,265.2833,2011,Jerusalem Marathon,Israel,841
28,NA,265.2833,2011,Jerusalem Marathon,Israel,841
51,NA,265.3333,2011,Jerusalem Marathon,Israel,841
48,NA,265.5,2011,Jerusalem Marathon,Israel,841
40,NA,265.5333,2011,Jerusalem Marathon,Israel,841
39,NA,265.75,2011,Jerusalem Marathon,Israel,841
45,NA,265.8,2011,Jerusalem Marathon,Israel,841
55,NA,265.8333,2011,Jerusalem Marathon,Israel,841
56,NA,265.95,2011,Jerusalem Marathon,Israel,841
39,NA,266.0167,2011,Jerusalem Marathon,Israel,841
40,NA,266.1333,2011,Jerusalem Marathon,Israel,841
37,NA,266.3,2011,Jerusalem Marathon,Israel,841
29,NA,266.5167,2011,Jerusalem Marathon,Israel,841
61,NA,266.7833,2011,Jerusalem Marathon,Israel,841
53,NA,266.8167,2011,Jerusalem Marathon,Israel,841
26,NA,266.9,2011,Jerusalem Marathon,Israel,841
26,NA,266.9,2011,Jerusalem Marathon,Israel,841
42,NA,267.0333,2011,Jerusalem Marathon,Israel,841
53,NA,267.0833,2011,Jerusalem Marathon,Israel,841
49,NA,267.15,2011,Jerusalem Marathon,Israel,841
45,NA,267.2333,2011,Jerusalem Marathon,Israel,841
55,NA,267.3167,2011,Jerusalem Marathon,Israel,841
38,NA,267.3167,2011,Jerusalem Marathon,Israel,841
44,NA,267.5,2011,Jerusalem Marathon,Israel,841
38,NA,267.5167,2011,Jerusalem Marathon,Israel,841
43,NA,267.5333,2011,Jerusalem Marathon,Israel,841
41,NA,267.5667,2011,Jerusalem Marathon,Israel,841
49,NA,267.5667,2011,Jerusalem Marathon,Israel,841
48,NA,267.7,2011,Jerusalem Marathon,Israel,841
53,NA,267.9333,2011,Jerusalem Marathon,Israel,841
46,NA,267.9667,2011,Jerusalem Marathon,Israel,841
58,NA,268.1,2011,Jerusalem Marathon,Israel,841
44,NA,268.3667,2011,Jerusalem Marathon,Israel,841
46,NA,268.85,2011,Jerusalem Marathon,Israel,841
24,NA,269.1333,2011,Jerusalem Marathon,Israel,841
52,NA,269.5,2011,Jerusalem Marathon,Israel,841
50,NA,269.6167,2011,Jerusalem Marathon,Israel,841
52,NA,269.7833,2011,Jerusalem Marathon,Israel,841
54,NA,270.2167,2011,Jerusalem Marathon,Israel,841
61,NA,270.5833,2011,Jerusalem Marathon,Israel,841
29,NA,270.8,2011,Jerusalem Marathon,Israel,841
21,NA,270.85,2011,Jerusalem Marathon,Israel,841
63,NA,270.85,2011,Jerusalem Marathon,Israel,841
41,NA,271.0167,2011,Jerusalem Marathon,Israel,841
41,NA,271.1167,2011,Jerusalem Marathon,Israel,841
23,NA,271.1667,2011,Jerusalem Marathon,Israel,841
37,NA,271.2,2011,Jerusalem Marathon,Israel,841
23,NA,271.3333,2011,Jerusalem Marathon,Israel,841
65,NA,271.45,2011,Jerusalem Marathon,Israel,841
49,NA,271.95,2011,Jerusalem Marathon,Israel,841
34,NA,272.2167,2011,Jerusalem Marathon,Israel,841
37,NA,272.35,2011,Jerusalem Marathon,Israel,841
42,NA,272.5333,2011,Jerusalem Marathon,Israel,841
37,NA,272.55,2011,Jerusalem Marathon,Israel,841
23,NA,272.9,2011,Jerusalem Marathon,Israel,841
42,NA,273.0833,2011,Jerusalem Marathon,Israel,841
59,NA,273.2667,2011,Jerusalem Marathon,Israel,841
46,NA,273.3333,2011,Jerusalem Marathon,Israel,841
31,NA,273.4667,2011,Jerusalem Marathon,Israel,841
43,NA,273.6,2011,Jerusalem Marathon,Israel,841
43,NA,273.6333,2011,Jerusalem Marathon,Israel,841
25,NA,273.85,2011,Jerusalem Marathon,Israel,841
39,NA,273.9167,2011,Jerusalem Marathon,Israel,841
41,NA,274.5333,2011,Jerusalem Marathon,Israel,841
41,NA,274.5333,2011,Jerusalem Marathon,Israel,841
50,NA,274.8333,2011,Jerusalem Marathon,Israel,841
53,NA,275.0833,2011,Jerusalem Marathon,Israel,841
54,NA,275.2,2011,Jerusalem Marathon,Israel,841
39,NA,275.3,2011,Jerusalem Marathon,Israel,841
36,NA,275.35,2011,Jerusalem Marathon,Israel,841
37,NA,275.3833,2011,Jerusalem Marathon,Israel,841
57,NA,275.5,2011,Jerusalem Marathon,Israel,841
54,NA,275.6,2011,Jerusalem Marathon,Israel,841
30,NA,275.7167,2011,Jerusalem Marathon,Israel,841
39,NA,276.15,2011,Jerusalem Marathon,Israel,841
68,NA,276.1833,2011,Jerusalem Marathon,Israel,841
51,NA,276.25,2011,Jerusalem Marathon,Israel,841
44,NA,276.3167,2011,Jerusalem Marathon,Israel,841
34,NA,276.3333,2011,Jerusalem Marathon,Israel,841
59,NA,276.4833,2011,Jerusalem Marathon,Israel,841
54,NA,276.4833,2011,Jerusalem Marathon,Israel,841
56,NA,276.6167,2011,Jerusalem Marathon,Israel,841
41,NA,276.65,2011,Jerusalem Marathon,Israel,841
47,NA,276.8333,2011,Jerusalem Marathon,Israel,841
45,NA,276.95,2011,Jerusalem Marathon,Israel,841
51,NA,276.9667,2011,Jerusalem Marathon,Israel,841
50,NA,277.4,2011,Jerusalem Marathon,Israel,841
49,NA,277.5667,2011,Jerusalem Marathon,Israel,841
60,NA,277.7167,2011,Jerusalem Marathon,Israel,841
44,NA,277.8667,2011,Jerusalem Marathon,Israel,841
62,NA,278,2011,Jerusalem Marathon,Israel,841
55,NA,278.0667,2011,Jerusalem Marathon,Israel,841
49,NA,278.0833,2011,Jerusalem Marathon,Israel,841
71,NA,278.6167,2011,Jerusalem Marathon,Israel,841
55,NA,278.8167,2011,Jerusalem Marathon,Israel,841
35,NA,279.0833,2011,Jerusalem Marathon,Israel,841
41,NA,279.1,2011,Jerusalem Marathon,Israel,841
28,NA,279.3667,2011,Jerusalem Marathon,Israel,841
24,NA,279.3833,2011,Jerusalem Marathon,Israel,841
47,NA,279.5667,2011,Jerusalem Marathon,Israel,841
29,NA,279.6667,2011,Jerusalem Marathon,Israel,841
36,NA,279.7,2011,Jerusalem Marathon,Israel,841
46,NA,279.8,2011,Jerusalem Marathon,Israel,841
50,NA,279.8167,2011,Jerusalem Marathon,Israel,841
49,NA,280.05,2011,Jerusalem Marathon,Israel,841
52,NA,280.1833,2011,Jerusalem Marathon,Israel,841
41,NA,280.2167,2011,Jerusalem Marathon,Israel,841
32,NA,280.45,2011,Jerusalem Marathon,Israel,841
34,NA,280.6167,2011,Jerusalem Marathon,Israel,841
37,NA,280.8167,2011,Jerusalem Marathon,Israel,841
37,NA,281.1667,2011,Jerusalem Marathon,Israel,841
40,NA,281.1667,2011,Jerusalem Marathon,Israel,841
51,NA,281.1833,2011,Jerusalem Marathon,Israel,841
51,NA,281.3833,2011,Jerusalem Marathon,Israel,841
50,NA,281.7333,2011,Jerusalem Marathon,Israel,841
53,NA,281.8,2011,Jerusalem Marathon,Israel,841
49,NA,281.95,2011,Jerusalem Marathon,Israel,841
48,NA,281.9833,2011,Jerusalem Marathon,Israel,841
62,NA,282.1833,2011,Jerusalem Marathon,Israel,841
51,NA,282.3,2011,Jerusalem Marathon,Israel,841
41,NA,282.3833,2011,Jerusalem Marathon,Israel,841
60,NA,282.4333,2011,Jerusalem Marathon,Israel,841
34,NA,282.6167,2011,Jerusalem Marathon,Israel,841
56,NA,282.9167,2011,Jerusalem Marathon,Israel,841
46,NA,283.1333,2011,Jerusalem Marathon,Israel,841
57,NA,283.35,2011,Jerusalem Marathon,Israel,841
44,NA,283.45,2011,Jerusalem Marathon,Israel,841
20,NA,283.9167,2011,Jerusalem Marathon,Israel,841
28,NA,284.0667,2011,Jerusalem Marathon,Israel,841
19,NA,284.2833,2011,Jerusalem Marathon,Israel,841
45,NA,284.6333,2011,Jerusalem Marathon,Israel,841
56,NA,284.8667,2011,Jerusalem Marathon,Israel,841
31,NA,285.1833,2011,Jerusalem Marathon,Israel,841
51,NA,285.8333,2011,Jerusalem Marathon,Israel,841
63,NA,286.1167,2011,Jerusalem Marathon,Israel,841
65,NA,286.15,2011,Jerusalem Marathon,Israel,841
20,NA,286.2667,2011,Jerusalem Marathon,Israel,841
55,NA,286.3167,2011,Jerusalem Marathon,Israel,841
63,NA,286.3167,2011,Jerusalem Marathon,Israel,841
21,NA,286.4333,2011,Jerusalem Marathon,Israel,841
36,NA,286.4667,2011,Jerusalem Marathon,Israel,841
45,NA,286.5167,2011,Jerusalem Marathon,Israel,841
36,NA,286.8167,2011,Jerusalem Marathon,Israel,841
31,NA,287.15,2011,Jerusalem Marathon,Israel,841
38,NA,287.15,2011,Jerusalem Marathon,Israel,841
30,NA,287.3167,2011,Jerusalem Marathon,Israel,841
32,NA,287.3333,2011,Jerusalem Marathon,Israel,841
26,NA,287.3333,2011,Jerusalem Marathon,Israel,841
40,NA,287.5333,2011,Jerusalem Marathon,Israel,841
53,NA,287.7167,2011,Jerusalem Marathon,Israel,841
49,NA,288.2333,2011,Jerusalem Marathon,Israel,841
40,NA,288.3333,2011,Jerusalem Marathon,Israel,841
40,NA,288.3333,2011,Jerusalem Marathon,Israel,841
50,NA,288.35,2011,Jerusalem Marathon,Israel,841
54,NA,288.6167,2011,Jerusalem Marathon,Israel,841
42,NA,288.7333,2011,Jerusalem Marathon,Israel,841
39,NA,288.7333,2011,Jerusalem Marathon,Israel,841
66,NA,288.75,2011,Jerusalem Marathon,Israel,841
47,NA,289.0167,2011,Jerusalem Marathon,Israel,841
19,NA,289.15,2011,Jerusalem Marathon,Israel,841
66,NA,289.15,2011,Jerusalem Marathon,Israel,841
51,NA,289.15,2011,Jerusalem Marathon,Israel,841
56,NA,289.6667,2011,Jerusalem Marathon,Israel,841
60,NA,289.7167,2011,Jerusalem Marathon,Israel,841
60,NA,289.7833,2011,Jerusalem Marathon,Israel,841
47,NA,290.3833,2011,Jerusalem Marathon,Israel,841
44,NA,290.4833,2011,Jerusalem Marathon,Israel,841
42,NA,290.85,2011,Jerusalem Marathon,Israel,841
54,NA,291.3667,2011,Jerusalem Marathon,Israel,841
50,NA,291.4833,2011,Jerusalem Marathon,Israel,841
54,NA,292.0833,2011,Jerusalem Marathon,Israel,841
43,NA,292.15,2011,Jerusalem Marathon,Israel,841
56,NA,292.3167,2011,Jerusalem Marathon,Israel,841
52,NA,292.9667,2011,Jerusalem Marathon,Israel,841
46,NA,293.0667,2011,Jerusalem Marathon,Israel,841
20,NA,293.1333,2011,Jerusalem Marathon,Israel,841
27,NA,293.15,2011,Jerusalem Marathon,Israel,841
31,NA,293.3667,2011,Jerusalem Marathon,Israel,841
50,NA,293.3667,2011,Jerusalem Marathon,Israel,841
58,NA,293.6667,2011,Jerusalem Marathon,Israel,841
45,NA,293.7333,2011,Jerusalem Marathon,Israel,841
66,NA,294.0833,2011,Jerusalem Marathon,Israel,841
31,NA,294.1833,2011,Jerusalem Marathon,Israel,841
50,NA,294.2333,2011,Jerusalem Marathon,Israel,841
56,NA,294.35,2011,Jerusalem Marathon,Israel,841
50,NA,294.4167,2011,Jerusalem Marathon,Israel,841
51,NA,294.55,2011,Jerusalem Marathon,Israel,841
38,NA,294.8167,2011,Jerusalem Marathon,Israel,841
26,NA,294.8667,2011,Jerusalem Marathon,Israel,841
33,NA,295,2011,Jerusalem Marathon,Israel,841
70,NA,295.0167,2011,Jerusalem Marathon,Israel,841
60,NA,295.1667,2011,Jerusalem Marathon,Israel,841
57,NA,295.1667,2011,Jerusalem Marathon,Israel,841
26,NA,295.2167,2011,Jerusalem Marathon,Israel,841
33,NA,295.4,2011,Jerusalem Marathon,Israel,841
46,NA,295.65,2011,Jerusalem Marathon,Israel,841
57,NA,295.65,2011,Jerusalem Marathon,Israel,841
63,NA,296.3167,2011,Jerusalem Marathon,Israel,841
20,NA,296.4167,2011,Jerusalem Marathon,Israel,841
25,NA,296.5167,2011,Jerusalem Marathon,Israel,841
63,NA,296.9333,2011,Jerusalem Marathon,Israel,841
51,NA,298.5333,2011,Jerusalem Marathon,Israel,841
58,NA,298.65,2011,Jerusalem Marathon,Israel,841
41,NA,298.6833,2011,Jerusalem Marathon,Israel,841
25,NA,298.75,2011,Jerusalem Marathon,Israel,841
65,NA,298.85,2011,Jerusalem Marathon,Israel,841
47,NA,299.0333,2011,Jerusalem Marathon,Israel,841
59,NA,299.4,2011,Jerusalem Marathon,Israel,841
47,NA,299.85,2011,Jerusalem Marathon,Israel,841
41,NA,299.9333,2011,Jerusalem Marathon,Israel,841
46,NA,299.9833,2011,Jerusalem Marathon,Israel,841
40,NA,300.2,2011,Jerusalem Marathon,Israel,841
46,NA,300.2167,2011,Jerusalem Marathon,Israel,841
32,NA,300.3333,2011,Jerusalem Marathon,Israel,841
50,NA,300.4833,2011,Jerusalem Marathon,Israel,841
51,NA,301.1833,2011,Jerusalem Marathon,Israel,841
51,NA,301.2333,2011,Jerusalem Marathon,Israel,841
54,NA,301.2667,2011,Jerusalem Marathon,Israel,841
65,NA,301.2667,2011,Jerusalem Marathon,Israel,841
34,NA,302.0333,2011,Jerusalem Marathon,Israel,841
26,NA,302.3833,2011,Jerusalem Marathon,Israel,841
42,NA,302.4,2011,Jerusalem Marathon,Israel,841
47,NA,302.4667,2011,Jerusalem Marathon,Israel,841
61,NA,302.5,2011,Jerusalem Marathon,Israel,841
35,NA,302.5,2011,Jerusalem Marathon,Israel,841
60,NA,302.5,2011,Jerusalem Marathon,Israel,841
32,NA,302.75,2011,Jerusalem Marathon,Israel,841
44,NA,302.8,2011,Jerusalem Marathon,Israel,841
54,NA,302.9667,2011,Jerusalem Marathon,Israel,841
56,NA,303.2333,2011,Jerusalem Marathon,Israel,841
30,NA,303.4833,2011,Jerusalem Marathon,Israel,841
18,NA,304.5,2011,Jerusalem Marathon,Israel,841
52,NA,304.5833,2011,Jerusalem Marathon,Israel,841
32,NA,305.1833,2011,Jerusalem Marathon,Israel,841
26,NA,305.3833,2011,Jerusalem Marathon,Israel,841
32,NA,305.4167,2011,Jerusalem Marathon,Israel,841
56,NA,305.5333,2011,Jerusalem Marathon,Israel,841
39,NA,305.8667,2011,Jerusalem Marathon,Israel,841
30,NA,307.1667,2011,Jerusalem Marathon,Israel,841
19,NA,307.2833,2011,Jerusalem Marathon,Israel,841
43,NA,309.0167,2011,Jerusalem Marathon,Israel,841
51,NA,309.0167,2011,Jerusalem Marathon,Israel,841
58,NA,309.1,2011,Jerusalem Marathon,Israel,841
33,NA,309.5167,2011,Jerusalem Marathon,Israel,841
47,NA,310.05,2011,Jerusalem Marathon,Israel,841
53,NA,310.05,2011,Jerusalem Marathon,Israel,841
37,NA,310.0833,2011,Jerusalem Marathon,Israel,841
48,NA,310.7,2011,Jerusalem Marathon,Israel,841
56,NA,310.8333,2011,Jerusalem Marathon,Israel,841
60,NA,310.85,2011,Jerusalem Marathon,Israel,841
63,NA,311.3167,2011,Jerusalem Marathon,Israel,841
23,NA,313.0667,2011,Jerusalem Marathon,Israel,841
43,NA,314.65,2011,Jerusalem Marathon,Israel,841
49,NA,314.9833,2011,Jerusalem Marathon,Israel,841
40,NA,314.9833,2011,Jerusalem Marathon,Israel,841
52,NA,315.1,2011,Jerusalem Marathon,Israel,841
58,NA,315.4333,2011,Jerusalem Marathon,Israel,841
41,NA,315.4833,2011,Jerusalem Marathon,Israel,841
49,NA,315.9833,2011,Jerusalem Marathon,Israel,841
42,NA,316.4167,2011,Jerusalem Marathon,Israel,841
72,NA,316.85,2011,Jerusalem Marathon,Israel,841
44,NA,317,2011,Jerusalem Marathon,Israel,841
73,NA,317.15,2011,Jerusalem Marathon,Israel,841
65,NA,317.4,2011,Jerusalem Marathon,Israel,841
64,NA,318.0833,2011,Jerusalem Marathon,Israel,841
41,NA,318.2333,2011,Jerusalem Marathon,Israel,841
57,NA,318.55,2011,Jerusalem Marathon,Israel,841
30,NA,319,2011,Jerusalem Marathon,Israel,841
35,NA,319.0167,2011,Jerusalem Marathon,Israel,841
54,NA,319.0667,2011,Jerusalem Marathon,Israel,841
42,NA,319.1667,2011,Jerusalem Marathon,Israel,841
49,NA,319.1667,2011,Jerusalem Marathon,Israel,841
46,NA,319.7,2011,Jerusalem Marathon,Israel,841
55,NA,319.7167,2011,Jerusalem Marathon,Israel,841
60,NA,319.7167,2011,Jerusalem Marathon,Israel,841
57,NA,319.7333,2011,Jerusalem Marathon,Israel,841
27,NA,320.2333,2011,Jerusalem Marathon,Israel,841
60,NA,321.4333,2011,Jerusalem Marathon,Israel,841
45,NA,322.8167,2011,Jerusalem Marathon,Israel,841
64,NA,323,2011,Jerusalem Marathon,Israel,841
40,NA,323.6333,2011,Jerusalem Marathon,Israel,841
52,NA,323.9667,2011,Jerusalem Marathon,Israel,841
40,NA,324,2011,Jerusalem Marathon,Israel,841
41,NA,324.0167,2011,Jerusalem Marathon,Israel,841
58,NA,324.1,2011,Jerusalem Marathon,Israel,841
52,NA,324.8833,2011,Jerusalem Marathon,Israel,841
62,NA,325.0833,2011,Jerusalem Marathon,Israel,841
42,NA,325.8333,2011,Jerusalem Marathon,Israel,841
65,NA,326.4833,2011,Jerusalem Marathon,Israel,841
26,NA,326.5667,2011,Jerusalem Marathon,Israel,841
51,NA,326.9,2011,Jerusalem Marathon,Israel,841
59,NA,328.8333,2011,Jerusalem Marathon,Israel,841
49,NA,330.45,2011,Jerusalem Marathon,Israel,841
66,NA,330.9667,2011,Jerusalem Marathon,Israel,841
51,NA,331.2333,2011,Jerusalem Marathon,Israel,841
49,NA,331.5333,2011,Jerusalem Marathon,Israel,841
35,NA,332.7,2011,Jerusalem Marathon,Israel,841
46,NA,338.4667,2011,Jerusalem Marathon,Israel,841
47,NA,338.65,2011,Jerusalem Marathon,Israel,841
44,NA,338.7,2011,Jerusalem Marathon,Israel,841
56,NA,338.85,2011,Jerusalem Marathon,Israel,841
56,NA,340.4333,2011,Jerusalem Marathon,Israel,841
49,NA,341.2667,2011,Jerusalem Marathon,Israel,841
32,NA,342.0333,2011,Jerusalem Marathon,Israel,841
40,NA,342.9333,2011,Jerusalem Marathon,Israel,841
62,NA,343.0833,2011,Jerusalem Marathon,Israel,841
23,NA,343.6333,2011,Jerusalem Marathon,Israel,841
47,NA,344.5333,2011,Jerusalem Marathon,Israel,841
33,NA,345.2833,2011,Jerusalem Marathon,Israel,841
58,NA,345.45,2011,Jerusalem Marathon,Israel,841
46,NA,347.8833,2011,Jerusalem Marathon,Israel,841
31,NA,351.15,2011,Jerusalem Marathon,Israel,841
44,NA,351.7167,2011,Jerusalem Marathon,Israel,841
63,NA,390.9,2011,Jerusalem Marathon,Israel,841
48,NA,392.7167,2011,Jerusalem Marathon,Israel,841
59,NA,393.9167,2011,Jerusalem Marathon,Israel,841
28,NA,139.8667,2012,Jerusalem Marathon,Israel,814
29,NA,142.7,2012,Jerusalem Marathon,Israel,814
25,NA,143.5167,2012,Jerusalem Marathon,Israel,814
30,NA,144.6333,2012,Jerusalem Marathon,Israel,814
29,NA,145.45,2012,Jerusalem Marathon,Israel,814
37,NA,146.6,2012,Jerusalem Marathon,Israel,814
30,NA,147.2333,2012,Jerusalem Marathon,Israel,814
28,NA,149.3,2012,Jerusalem Marathon,Israel,814
34,NA,152.4833,2012,Jerusalem Marathon,Israel,814
34,NA,152.65,2012,Jerusalem Marathon,Israel,814
28,NA,153.2,2012,Jerusalem Marathon,Israel,814
27,NA,156.7,2012,Jerusalem Marathon,Israel,814
28,NA,161.9333,2012,Jerusalem Marathon,Israel,814
27,NA,168.0333,2012,Jerusalem Marathon,Israel,814
26,NA,168.6333,2012,Jerusalem Marathon,Israel,814
29,NA,169.3333,2012,Jerusalem Marathon,Israel,814
39,NA,170.55,2012,Jerusalem Marathon,Israel,814
39,NA,173.6167,2012,Jerusalem Marathon,Israel,814
29,NA,175.3167,2012,Jerusalem Marathon,Israel,814
41,NA,177.9333,2012,Jerusalem Marathon,Israel,814
39,NA,182.3667,2012,Jerusalem Marathon,Israel,814
41,NA,182.8,2012,Jerusalem Marathon,Israel,814
33,NA,182.9167,2012,Jerusalem Marathon,Israel,814
62,NA,183.35,2012,Jerusalem Marathon,Israel,814
47,NA,185.45,2012,Jerusalem Marathon,Israel,814
52,NA,187.15,2012,Jerusalem Marathon,Israel,814
25,NA,187.2167,2012,Jerusalem Marathon,Israel,814
30,NA,188.3833,2012,Jerusalem Marathon,Israel,814
46,NA,189.0167,2012,Jerusalem Marathon,Israel,814
49,NA,189.6333,2012,Jerusalem Marathon,Israel,814
34,NA,190.7667,2012,Jerusalem Marathon,Israel,814
36,NA,191.6,2012,Jerusalem Marathon,Israel,814
25,NA,192.5167,2012,Jerusalem Marathon,Israel,814
47,NA,196.4833,2012,Jerusalem Marathon,Israel,814
32,NA,196.9,2012,Jerusalem Marathon,Israel,814
33,NA,197.35,2012,Jerusalem Marathon,Israel,814
47,NA,198.85,2012,Jerusalem Marathon,Israel,814
55,NA,198.9833,2012,Jerusalem Marathon,Israel,814
53,NA,199.9,2012,Jerusalem Marathon,Israel,814
49,NA,201.1,2012,Jerusalem Marathon,Israel,814
29,NA,201.3333,2012,Jerusalem Marathon,Israel,814
35,NA,201.9167,2012,Jerusalem Marathon,Israel,814
52,NA,202.0167,2012,Jerusalem Marathon,Israel,814
48,NA,202.2667,2012,Jerusalem Marathon,Israel,814
51,NA,202.4167,2012,Jerusalem Marathon,Israel,814
29,NA,202.4833,2012,Jerusalem Marathon,Israel,814
53,NA,202.6333,2012,Jerusalem Marathon,Israel,814
40,NA,202.9333,2012,Jerusalem Marathon,Israel,814
45,NA,203.8,2012,Jerusalem Marathon,Israel,814
54,NA,204.1833,2012,Jerusalem Marathon,Israel,814
29,NA,204.4,2012,Jerusalem Marathon,Israel,814
36,NA,204.4167,2012,Jerusalem Marathon,Israel,814
50,NA,204.5167,2012,Jerusalem Marathon,Israel,814
39,NA,205.5,2012,Jerusalem Marathon,Israel,814
32,NA,206.65,2012,Jerusalem Marathon,Israel,814
40,NA,206.6833,2012,Jerusalem Marathon,Israel,814
47,NA,207.0333,2012,Jerusalem Marathon,Israel,814
42,NA,207.0333,2012,Jerusalem Marathon,Israel,814
57,NA,207.1,2012,Jerusalem Marathon,Israel,814
51,NA,207.5333,2012,Jerusalem Marathon,Israel,814
41,NA,208.8167,2012,Jerusalem Marathon,Israel,814
41,NA,209.2,2012,Jerusalem Marathon,Israel,814
29,NA,209.45,2012,Jerusalem Marathon,Israel,814
41,NA,210.1167,2012,Jerusalem Marathon,Israel,814
22,NA,210.1833,2012,Jerusalem Marathon,Israel,814
49,NA,210.5,2012,Jerusalem Marathon,Israel,814
27,NA,210.5833,2012,Jerusalem Marathon,Israel,814
27,NA,210.7333,2012,Jerusalem Marathon,Israel,814
40,NA,210.7833,2012,Jerusalem Marathon,Israel,814
33,NA,211.6833,2012,Jerusalem Marathon,Israel,814
45,NA,211.6833,2012,Jerusalem Marathon,Israel,814
48,NA,211.9333,2012,Jerusalem Marathon,Israel,814
57,NA,212.15,2012,Jerusalem Marathon,Israel,814
29,NA,212.3167,2012,Jerusalem Marathon,Israel,814
38,NA,212.7167,2012,Jerusalem Marathon,Israel,814
46,NA,212.85,2012,Jerusalem Marathon,Israel,814
26,NA,213,2012,Jerusalem Marathon,Israel,814
52,NA,213.15,2012,Jerusalem Marathon,Israel,814
29,NA,213.3333,2012,Jerusalem Marathon,Israel,814
42,NA,213.5333,2012,Jerusalem Marathon,Israel,814
35,NA,213.7167,2012,Jerusalem Marathon,Israel,814
59,NA,213.8667,2012,Jerusalem Marathon,Israel,814
38,NA,213.8833,2012,Jerusalem Marathon,Israel,814
45,NA,213.9833,2012,Jerusalem Marathon,Israel,814
48,NA,214.0833,2012,Jerusalem Marathon,Israel,814
32,NA,214.3333,2012,Jerusalem Marathon,Israel,814
40,NA,214.55,2012,Jerusalem Marathon,Israel,814
43,NA,214.7,2012,Jerusalem Marathon,Israel,814
46,NA,215,2012,Jerusalem Marathon,Israel,814
56,NA,215.55,2012,Jerusalem Marathon,Israel,814
27,NA,215.7833,2012,Jerusalem Marathon,Israel,814
44,NA,215.85,2012,Jerusalem Marathon,Israel,814
46,NA,215.85,2012,Jerusalem Marathon,Israel,814
20,NA,216.2667,2012,Jerusalem Marathon,Israel,814
38,NA,216.3333,2012,Jerusalem Marathon,Israel,814
44,NA,216.3667,2012,Jerusalem Marathon,Israel,814
48,NA,216.95,2012,Jerusalem Marathon,Israel,814
53,NA,216.9667,2012,Jerusalem Marathon,Israel,814
37,NA,217.1333,2012,Jerusalem Marathon,Israel,814
51,NA,217.2667,2012,Jerusalem Marathon,Israel,814
57,NA,217.65,2012,Jerusalem Marathon,Israel,814
41,NA,217.7833,2012,Jerusalem Marathon,Israel,814
33,NA,218.3833,2012,Jerusalem Marathon,Israel,814
