number,first,last
973,9,3
9984,9,4
11500,1,0
6600,6,0
1.30095,1,5
49262,4,2
5436,5,6
7032,7,2
34025,3,5
18815,1,5
7092,7,2
26900,2,0
680,6,0
72228,7,8
362,3,2
27421,2,1
7094,7,4
9515,9,5
11799,1,9
37300,3,0
14980,1,0
362,3,2
8300,8,0
2040,2,0
42300,4,0
362,3,2
374,3,4
437,4,7
367,3,7
6672,6,2
904,9,4
1098,1,8
21852,2,2
1980,1,0
88894,8,4
12903,1,3
4343,4,3
3657,3,7
3600,3,0
7990,7,0
10795,1,5
1.832,1,2
20770,2,0
1671,1,1
3875,3,5
8575,8,5
8200,8,0
1.0268599999999999,1,6
36900,3,0
55395,5,5
2538,2,8
3627,3,7
25319,2,9
4400,4,0
1217,1,7
1998,1,8
7920,7,0
21938,2,8
5793,5,3
1.7199599999999997,1,6
6995,6,5
1.3567500000000001,1,5
7500,7,0
7500,7,0
1.3373,1,3
43801,4,1
2.4425,2,5
19900,1,0
2.4899999999999998,2,9
10615,1,5
1.324,1,4
35760,3,0
362,3,2
2195,2,5
14397,1,7
17940,1,0
680,6,0
41792,4,2
8400,8,0
1.074,1,4
1.505,1,5
35000,3,0
35000,3,0
35000,3,0
20400,2,0
2.4,2,4
2.42,2,2
8798,8,8
29340,2,0
10767,1,7
27960,2,0
35719,3,9
1694,1,4
6549,6,9
41145,4,5
42074,4,4
17761,1,1
2359,2,9
760,7,0
59000,5,0
20000,2,0
15995,1,5
35000,3,0
362,3,2
2325,2,5
13185,1,5
16685,1,5
4999,4,9
2.46993,2,3
1025,1,5
5425,5,5
6100,6,0
6100,6,0
1682,1,2
3807,3,7
711,7,1
3388,3,8
662,6,2
1105,1,5
6359,6,9
15000,1,0
17600,1,0
2.1,2,1
6156,6,6
1.1720000000000002,1,2
48000,4,0
68400,6,0
4149,4,9
437,4,7
4002,4,2
29909,2,9
5399,5,9
3656,3,6
662,6,2
662,6,2
35000,3,0
2.189,2,9
1968,1,8
53189,5,9
1.12728,1,8
3040,3,0
9799,9,9
12958,1,8
25000,2,0
362,3,2
362,3,2
28350,2,0
10140,1,0
21630,2,0
28975,2,5
27900,2,0
2.4899999999999998,2,9
5364,5,4
12333,1,3
508,5,8
1560,1,0
17500,1,0
13900,1,0
6108,6,8
362,3,2
380,3,0
385,3,5
47980,4,0
31549,3,9
39280,3,0
25622,2,2
8590,8,0
1.8,1,8
25622,2,2
8560,8,0
30000,3,0
2.6,2,6
4500,4,0
22125,2,5
11567,1,7
12264,1,4
9700,9,0
62227,6,7
14748,1,8
19720,1,0
3248,3,8
3720,3,0
1194,1,4
6490,6,0
3.2463,3,3
5,5,5
2.1359999999999997,2,6
1174,1,4
1174,1,4
32512,3,2
8360,8,0
2507,2,7
8712,8,2
42800,4,0
13729,1,9
76514,7,4
98192,9,2
18230,1,0
21575,2,5
8187,8,7
550,5,0
1.1900000000000002,1,9
25369,2,9
5770,5,0
22428,2,8
47098,4,8
46830,4,0
2388,2,8
1.81678,1,8
17320,1,0
52425,5,5
60000,6,0
1.1882700000000002,1,7
28750,2,0
1.06459,1,9
12184,1,4
91165,9,5
21915,2,5
120,1,0
18000,1,0
22447,2,7
2299,2,9
6195,6,5
1.4377999999999997,1,8
26072,2,2
18893,1,3
2.4419999999999997,2,2
1700,1,0
357,3,7
38673,3,3
11945,1,5
5998,5,8
2.3959999999999995,2,6
2.3959999999999995,2,6
50000,5,0
28800,2,0
2400,2,0
87178,8,8
30550,3,0
5658,5,8
27528,2,8
79900,7,0
1.085,1,5
2.126,2,6
9356,9,6
91525,9,5
20400,2,0
1.1300000000000001,1,3
46681,4,1
17259,1,9
21478,2,8
19880,1,0
58260,5,0
1.2605199999999999,1,2
2643,2,3
5673,5,3
1.4641,1,1
12991,1,1
45800,4,0
5255,5,5
1.8900000000000001,1,9
1.387,1,7
19082,1,2
1.9429299999999998,1,3
2800,2,0
1.984,1,4
27600,2,0
52126,5,6
12600,1,0
52000,5,0
4194,4,4
22512,2,2
15966,1,6
3179,3,9
12872,1,2
21697,2,7
2.1,2,1
6085,6,5
18000,1,0
25409,2,9
5579,5,9
91025,9,5
5486,5,6
4783,4,3
3572,3,2
2976,2,6
13393,1,3
7532,7,2
50484,5,4
13378,1,8
20298,2,8
5198,5,8
5198,5,8
9120,9,0
9120,9,0
9120,9,0
5696,5,6
73100,7,0
792,7,2
10965,1,5
20990,2,0
4500,4,0
10814,1,4
2182,2,2
64700,6,0
65800,6,0
18298,1,8
17584,1,4
9592,9,2
48800,4,0
57410,5,0
3394,3,4
282,2,2
33400,3,0
72489,7,9
1000,1,0
42125,4,5
42125,4,5
9006,9,6
7220,7,0
82500,8,0
4694,4,4
10600,1,0
27790,2,0
1398,1,8
20300,2,0
32500,3,0
38826,3,6
51400,5,0
51400,5,0
2450,2,0
56350,5,0
36535,3,5
43208,4,8
6559,6,9
23687,2,7
6500,6,0
2999,2,9
6548,6,8
54374,5,4
8835,8,5
72200,7,0
75728,7,8
1.2244,1,4
2093,2,3
37446,3,6
17900,1,0
1999,1,9
1374,1,4
1737,1,7
15500,1,0
1.275,1,5
3098,3,8
1.2,1,2
1.2,1,2
29500,2,0
3636,3,6
1936,1,6
71747,7,7
26394,2,4
5553,5,3
28495,2,5
22975,2,5
334,3,4
4474,4,4
44900,4,0
84305,8,5
8299,8,9
7117,7,7
9600,9,0
13900,1,0
9500,9,0
10400,1,0
1997,1,7
33400,3,0
2928,2,8
805,8,5
5999,5,9
80150,8,0
34000,3,0
5000,5,0
5000,5,0
5000,5,0
5000,5,0
4200,4,0
32775,3,5
2084,2,4
20547,2,7
1.7985,1,5
2.266,2,6
5698,5,8
21860,2,0
53441,5,1
38300,3,0
38300,3,0
34000,3,0
12500,1,0
9165,9,5
2195,2,5
4195,4,5
23000,2,0
37464,3,4
2600,2,0
4999,4,9
72500,7,0
1900,1,0
549,5,9
9188,9,8
4848,4,8
5474,5,4
17962,1,2
1400,1,0
6746,6,6
2497,2,7
9700,9,0
10310,1,0
9479,9,9
11190,1,0
12207,1,7
4400,4,0
5650,5,0
62500,6,0
4500,4,0
80915,8,5
7680,7,0
3950,3,0
5365,5,5
39978,3,8
1.4554999999999998,1,5
385,3,5
1.42,1,2
7720,7,0
68600,6,0
20445,2,5
29500,2,0
9381,9,1
1.8952,1,2
88800,8,0
4986,4,6
11276,1,6
1799,1,9
8000,8,0
25000,2,0
13650,1,0
9900,9,0
2959,2,9
12164,1,4
46791,4,1
367,3,7
11100,1,0
17555,1,5
20909,2,9
31416,3,6
9490,9,0
45600,4,0
11000,1,0
91000,9,0
8590,8,0
35000,3,0
1011,1,1
57942,5,2
27670,2,0
1950,1,0
6054,6,4
3330,3,0
6994,6,4
70600,7,0
27100,2,0
13230,1,0
10250,1,0
1.574,1,4
69500,6,0
99500,9,0
99500,9,0
24365,2,5
38322,3,2
5080,5,0
1.4198999999999997,1,9
42520,4,0
9512,9,2
362,3,2
362,3,2
362,3,2
9999,9,9
19798,1,8
362,3,2
362,3,2
362,3,2
362,3,2
362,3,2
362,3,2
362,3,2
22350,2,0
3648,3,8
20700,2,0
22900,2,0
9580,9,0
2.3519999999999994,2,2
357,3,7
1350,1,0
39962,3,2
30688,3,8
84200,8,0
2.4437100000000003,2,1
45000,4,0
2.4899999999999998,2,9
1.91205,1,5
587,5,7
118,1,8
380,3,0
37249,3,9
362,3,2
367,3,7
23981,2,1
367,3,7
40000,4,0
1.05876,1,6
5832,5,2
33629,3,9
13473,1,3
367,3,7
72877,7,7
19671,1,1
2.08714,2,4
19785,1,5
47600,4,0
31499,3,9
7900,7,0
3345,3,5
4690,4,0
30000,3,0
6000,6,0
362,3,2
4730,4,0
2276,2,6
1.64764,1,4
367,3,7
662,6,2
1.83,1,3
24882,2,2
52200,5,0
10968,1,8
380,3,0
437,4,7
437,4,7
5980,5,0
37605,3,5
367,3,7
362,3,2
98796,9,6
12985,1,5
3345,3,5
8908,8,8
36235,3,5
28000,2,0
2400,2,0
39900,3,0
20700,2,0
874,8,4
6115,6,5
53848,5,8
362,3,2
1.25,1,5
1.17995,1,5
1.828,1,8
8600,8,0
14420,1,0
1.308,1,8
1.7495199999999997,1,2
29817,2,7
9880,9,0
12088,1,8
49250,4,0
880,8,0
9418,9,8
1695,1,5
2994,2,4
58484,5,4
29700,2,0
37632,3,2
5264,5,4
13122,1,2
9347,9,7
2236,2,6
9500,9,0
2981,2,1
4225,4,5
4677,4,7
6300,6,0
6300,6,0
2999,2,9
9377,9,7
3636,3,6
776,7,6
594,5,4
632,6,2
2232,2,2
28483,2,3
5055,5,5
1995,1,5
6850,6,0
8594,8,4
41850,4,0
7000,7,0
8200,8,0
30232,3,2
12520,1,0
88600,8,0
29700,2,0
85800,8,0
88900,8,0
3040,3,0
27950,2,0
7500,7,0
1.38874,1,4
1.342,1,2
10490,1,0
2.4,2,4
282,2,2
34583,3,3
6860,6,0
60119,6,9
4.736000000000001,4,6
24807,2,7
2.0298,2,8
69934,6,4
9157,9,7
10500,1,0
8550,8,0
4090,4,0
29720,2,0
12834,1,4
70414,7,4
5000,5,0
20000,2,0
18893,1,3
15450,1,0
21240,2,0
99000,9,0
1200,1,0
55965,5,5
3816,3,6
14000,1,0
16073,1,3
9500,9,0
7097,7,7
12994,1,4
1.8896,1,6
7764,7,4
10624,1,4
1.6800000000000002,1,8
8985,8,5
31200,3,0
94700,9,0
5143,5,3
1.6989800000000002,1,8
17394,1,4
17150,1,0
27500,2,0
50750,5,0
58700,5,0
17259,1,9
1.9309999999999998,1,1
3275,3,5
39408,3,8
1.785,1,5
35529,3,9
44640,4,0
19540,1,0
1060,1,0
1.1500000000000001,1,5
1.695,1,5
15215,1,5
79500,7,0
30500,3,0
17500,1,0
27247,2,7
19726,1,6
30700,3,0
22658,2,8
2.19,2,9
25409,2,9
31897,3,7
21800,2,0
49454,4,4
42178,4,8
8618,8,8
7238,7,8
14190,1,0
38386,3,6
1.63115,1,5
37254,3,4
4151,4,1
10800,1,0
19160,1,0
32194,3,4
17150,1,0
6913,6,3
7774,7,4
65200,6,0
32810,3,0
26340,2,0
1010,1,0
23600,2,0
1990,1,0
20390,2,0
21500,2,0
4999,4,9
6850,6,0
11777,1,7
12542,1,2
1.4771599999999998,1,6
25610,2,0
38500,3,0
3875,3,5
5300,5,0
16970,1,0
26300,2,0
26832,2,2
24056,2,6
39000,3,0
11960,1,0
34133,3,3
24828,2,8
8066,8,6
43020,4,0
1.86758,1,8
1.86758,1,8
19600,1,0
48033,4,3
30000,3,0
14925,1,5
3297,3,7
1488,1,8
1488,1,8
1488,1,8
22593,2,3
8787,8,7
6500,6,0
28500,2,0
1796,1,6
44035,4,5
10000,1,0
2186,2,6
19500,1,0
1.4943,1,3
33290,3,0
11648,1,8
11702,1,2
9346,9,6
22015,2,5
22015,2,5
8308,8,8
16195,1,5
91260,9,0
29850,2,0
58000,5,0
489,4,9
34545,3,5
2748,2,8
3446,3,6
2.389,2,9
5077,5,7
11135,1,5
55888,5,8
12700,1,0
56658,5,8
41318,4,8
54644,5,4
1.71,1,1
1.7885,1,5
2.04,2,4
81275,8,5
1.5,1,5
21900,2,0
18968,1,8
712,7,2
93980,9,0
1.774,1,4
55994,5,4
20250,2,0
12998,1,8
362,3,2
86049,8,9
1100,1,0
8800,8,0
13758,1,8
17500,1,0
33201,3,1
52825,5,5
20999,2,9
48100,4,0
298,2,8
2772,2,2
380,3,0
7401,7,1
4999,4,9
12088,1,8
3593,3,3
39900,3,0
70800,7,0
17900,1,0
25720,2,0
35360,3,0
10664,1,4
11232,1,2
49200,4,0
374,3,4
724,7,4
90750,9,0
93600,9,0
6320,6,0
2068,2,8
81060,8,0
23825,2,5
367,3,7
437,4,7
2538,2,8
98420,9,0
67000,6,0
1.52,1,2
9833,9,3
11597,1,7
6295,6,5
73169,7,9
36650,3,0
50636,5,6
8160,8,0
9900,9,0
9900,9,0
9900,9,0
50775,5,5
34075,3,5
26688,2,8
5589,5,9
5394,5,4
362,3,2
1757,1,7
15995,1,5
19995,1,5
13900,1,0
8990,8,0
862,8,2
5800,5,0
29920,2,0
11400,1,0
7593,7,3
36559,3,9
15700,1,0
3970,3,0
12185,1,5
1.596,1,6
44295,4,5
20715,2,5
2802,2,2
6400,6,0
25028,2,8
37500,3,0
49977,4,7
6546,6,6
2.4425,2,5
53890,5,0
22995,2,5
2297,2,7
42012,4,2
1400,1,0
2.48822,2,2
15995,1,5
50000,5,0
27500,2,0
27500,2,0
27500,2,0
27500,2,0
27500,2,0
26435,2,5
10210,1,0
59995,5,5
5115,5,5
1.0452,1,2
59500,5,0
49300,4,0
36500,3,0
72756,7,6
15000,1,0
50000,5,0
5555,5,5
75173,7,3
390,3,0
2030,2,0
17758,1,8
66000,6,0
1.95,1,5
30000,3,0
6809,6,9
11850,1,0
13946,1,6
16500,1,0
50000,5,0
1.2277999999999998,1,8
26000,2,0
1.0297399999999999,1,4
16800,1,0
22350,2,0
12000,1,0
1.1400000000000001,1,4
49300,4,0
2.025,2,5
2.027,2,7
53,5,3
895,8,5
1528,1,8
40297,4,7
19843,1,3
13510,1,0
55574,5,4
15840,1,0
19800,1,0
3.7470000000000003,3,7
4.75,4,5
6180,6,0
18788,1,8
2.3859999999999997,2,6
30480,3,0
1195,1,5
13983,1,3
52820,5,0
1970,1,0
15202,1,2
14789,1,9
2.41416,2,6
7800,7,0
25790,2,0
1690,1,0
1.6768100000000001,1,1
2055,2,5
1.4625,1,5
53586,5,6
7000,7,0
1281,1,1
1318,1,8
7920,7,0
9480,9,0
9495,9,5
10135,1,5
142,1,2
142,1,2
294,2,4
294,2,4
1176,1,6
1176,1,6
2906,2,6
743,7,3
1030,1,0
1519,1,9
2060,2,0
2568,2,8
3684,3,4
35735,3,5
2.43618,2,8
1.7,1,7
14970,1,0
119,1,9
132,1,2
139,1,9
201,2,1
483,4,3
535,5,5
1230,1,0
3114,3,4
3114,3,4
30000,3,0
25800,2,0
1.96,1,6
10000,1,0
78,7,8
196,1,6
319,3,9
380,3,0
556,5,6
556,5,6
730,7,0
745,7,5
1180,1,0
1304,1,4
1930,1,0
2348,2,8
1112,1,2
9017,9,7
412,4,2
504,5,4
2131,2,1
3324,3,4
3889,3,9
21924,2,4
16865,1,5
22463,2,3
2765,2,5
18900,1,0
1.99,1,9
2640,2,0
25575,2,5
36600,3,0
76860,7,0
1.62913,1,3
1.62913,1,3
2.28666,2,6
38058,3,8
24000,2,0
46500,4,0
1991,1,1
1.3141500000000002,1,5
15628,1,8
2.4588099999999997,2,1
76000,7,0
21600,2,0
37800,3,0
7760,7,0
3882,3,2
1.7577999999999998,1,8
29144,2,4
1134,1,4
2025,2,5
2110,2,0
6491,6,1
2.2319999999999998,2,2
4077,4,7
60168,6,8
75758,7,8
7010,7,0
1800,1,0
33871,3,1
375,3,5
547,5,7
1000,1,0
1372,1,2
1626,1,6
1725,1,5
2390,2,0
2960,2,0
3096,3,6
3170,3,0
3360,3,0
4284,4,4
4630,4,0
4630,4,0
4704,4,4
8352,8,2
8568,8,8
8600,8,0
13052,1,2
13284,1,4
14688,1,8
15675,1,5
23364,2,4
30400,3,0
34150,3,0
79608,7,8
23500,2,0
1050,1,0
13.736999999999998,1,7
3475,3,5
7200,7,0
9550,9,0
1.775,1,5
10257,1,7
19964,1,4
5152,5,2
75700,7,0
1415,1,5
27445,2,5
4800,4,0
927,9,7
2.4589999999999996,2,9
23050,2,0
29500,2,0
17865,1,5
21715,2,5
1950,1,0
55000,5,0
16500,1,0
21616,2,6
6984,6,4
3916,3,6
19200,1,0
51759,5,9
1.395,1,5
10906,1,6
1531,1,1
71978,7,8
89569,8,9
5569,5,9
1800,1,0
48500,4,0
14282,1,2
7800,7,0
10900,1,0
14200,1,0
14625,1,5
15650,1,0
15775,1,5
20850,2,0
27800,2,0
64300,6,0
66000,6,0
80900,8,0
45283,4,3
1.07537,1,7
8820,8,0
7466,7,6
19500,1,0
990,9,0
17489,1,9
16601,1,1
8070,8,0
12335,1,5
2.3850499999999997,2,5
11335,1,5
45300,4,0
51300,5,0
2495,2,5
650,6,0
34825,3,5
19101,1,1
28991,2,1
76236,7,6
4295,4,5
7493,7,3
49542,4,2
1.6620000000000001,1,2
2.4989999999999997,2,9
70600,7,0
77710,7,0
7075,7,5
47050,4,0
7410,7,0
43500,4,0
15760,1,0
7220,7,0
74500,7,0
1050,1,0
1050,1,0
1050,1,0
16745,1,5
462,4,2
2006,2,6
38400,3,0
5932,5,2
2670,2,0
30950,3,0
2990,2,0
799,7,9
11960,1,0
10000,1,0
5900,5,0
21900,2,0
2.226,2,6
50000,5,0
13376,1,6
87544,8,4
3815,3,5
30000,3,0
1440,1,0
43046,4,6
3196,3,6
1645,1,5
548,5,8
1089,1,9
3999,3,9
880,8,0
3624,3,4
15988,1,8
1096,1,6
3607,3,7
11475,1,5
7990,7,0
17535,1,5
10000,1,0
10340,1,0
2400,2,0
2,2,2
1.356,1,6
3823,3,3
2.4,2,4
1.6900000000000002,1,9
2.44375,2,5
10100,1,0
36546,3,6
27459,2,9
1.3453,1,3
60300,6,0
18550,1,0
5000,5,0
5000,5,0
5000,5,0
5000,5,0
25991,2,1
14191,1,1
5500,5,0
2100,2,0
21900,2,0
15000,1,0
6080,6,0
1.2054999999999998,1,5
442,4,2
5670,5,0
10100,1,0
41400,4,0
1.66767,1,7
2846,2,6
2700,2,0
58147,5,7
5000,5,0
12850,1,0
80859,8,9
2.21397,2,7
66925,6,5
17500,1,0
58136,5,6
17900,1,0
50832,5,2
89300,8,0
85000,8,0
6460,6,0
30233,3,3
1.633,1,3
46750,4,0
135,1,5
410,4,0
505,5,5
535,5,5
535,5,5
535,5,5
730,7,0
1460,1,0
1580,1,0
2040,2,0
2640,2,0
3087,3,7
3245,3,5
3387,3,7
8888,8,8
3974,3,4
5551,5,1
1794,1,4
26000,2,0
46309,4,9
34500,3,0
9600,9,0
6498,6,8
7771,7,1
34858,3,8
1.51,1,1
28399,2,9
7600,7,0
84000,8,0
86175,8,5
14995,1,5
7759,7,9
374,3,4
367,3,7
26890,2,0
362,3,2
9999,9,9
737,7,7
2825,2,5
3390,3,0
4075,4,5
7515,7,5
362,3,2
674,6,4
957,9,7
831,8,1
362,3,2
7100,7,0
48100,4,0
380,3,0
374,3,4
367,3,7
39800,3,0
29000,2,0
367,3,7
662,6,2
667,6,7
437,4,7
362,3,2
7855,7,5
380,3,0
16510,1,0
13015,1,5
850,8,0
362,3,2
4764,4,4
12598,1,8
31752,3,2
4500,4,0
1247,1,7
127,1,7
4003,4,3
33768,3,8
4008,4,8
16745,1,5
374,3,4
1540,1,0
362,3,2
5999,5,9
8844,8,4
1.2251699999999999,1,7
38600,3,0
20167,2,7
31222,3,2
10840,1,0
5187,5,7
16162,1,2
26382,2,2
1470,1,0
24999,2,9
17749,1,9
2645,2,5
28128,2,8
18000,1,0
8706,8,6
1.85765,1,5
683,6,3
50000,5,0
31297,3,7
4497,4,7
2705,2,5
34397,3,7
1995,1,5
2.5,2,5
432,4,2
3796,3,6
25995,2,5
357,3,7
411,4,1
931,9,1
1986,1,6
9900,9,0
11520,1,0
374,3,4
6565,6,5
1.042,1,2
1750,1,0
3953,3,3
48966,4,6
9035,9,5
13990,1,0
6575,6,5
17840,1,0
2390,2,0
3615,3,5
5694,5,4
1.808,1,8
1409,1,9
1409,1,9
1409,1,9
1409,1,9
1409,1,9
1409,1,9
1409,1,9
1409,1,9
1409,1,9
1493,1,3
29364,2,4
5397,5,7
10795,1,5
48472,4,2
1.8860000000000001,1,6
25724,2,4
1409,1,9
1409,1,9
1409,1,9
1409,1,9
2692,2,2
7539,7,9
1995,1,5
1995,1,5
1995,1,5
1995,1,5
99500,9,0
23608,2,8
1.24941,1,1
8411,8,1
13068,1,8
46100,4,0
507,5,7
62680,6,0
4080,4,0
5920,5,0
20000,2,0
6775,6,5
362,3,2
380,3,0
831,8,1
3120,3,0
58000,5,0
1540,1,0
2720,2,0
3901,3,1
362,3,2
2500,2,0
2.21,2,1
1020,1,0
87500,8,0
41356,4,6
2.084,2,4
2878,2,8
6463,6,3
21155,2,5
19980,1,0
367,3,7
23600,2,0
1175,1,5
2698,2,8
6958,6,8
367,3,7
367,3,7
59500,5,0
69500,6,0
362,3,2
1619,1,9
9717,9,7
81000,8,0
5306,5,6
667,6,7
894,8,4
12500,1,0
13698,1,8
2.2600000000000002,2,6
417,4,7
374,3,4
47700,4,0
3833,3,3
362,3,2
2800,2,0
380,3,0
96800,9,0
362,3,2
1.767,1,7
2600,2,0
437,4,7
362,3,2
362,3,2
3495,3,5
22500,2,0
6660,6,0
1933,1,3
84800,8,0
2219,2,9
20500,2,0
1.6,1,6
362,3,2
362,3,2
367,3,7
367,3,7
367,3,7
831,8,1
19495,1,5
99831,9,1
367,3,7
47000,4,0
2995,2,5
14514,1,4
97119,9,9
1798,1,8
11635,1,5
10400,1,0
78000,7,0
1.48854,1,4
2457,2,7
15412,1,2
38704,3,4
4640,4,0
7482,7,2
72000,7,0
1997,1,7
40700,4,0
9444,9,4
1395,1,5
15730,1,0
5000,5,0
20000,2,0
2.02275,2,5
44879,4,9
43952,4,2
2.0127999999999995,2,8
24316,2,6
1.191,1,1
15412,1,2
93594,9,4
62434,6,4
2955,2,5
20000,2,0
15318,1,8
5148,5,8
16730,1,0
10748,1,8
45016,4,6
5.0043299999999995,5,3
13352,1,2
2.2853100000000004,2,1
51500,5,0
5050,5,0
3938,3,8
600,6,0
6478,6,8
13773,1,3
2312,2,2
1.35,1,5
33212,3,2
606,6,6
11506,1,6
36040,3,0
71059,7,9
18509,1,9
8752,8,2
1.6092,1,2
1570,1,0
14724,1,4
25407,2,7
78900,7,0
2.3139999999999996,2,4
2.0805000000000002,2,5
2987,2,7
9.950000000000001,9,5
2.065,2,5
2.10567,2,7
90000,9,0
36000,3,0
5392,5,2
66168,6,8
10308,1,8
4590,4,0
9153,9,3
10170,1,0
10170,1,0
2312,2,2
21154,2,4
63860,6,0
3583,3,3
6695,6,5
2350,2,0
79295,7,5
92100,9,0
4046,4,6
1.2,1,2
58900,5,0
1800,1,0
1995,1,5
9500,9,0
51700,5,0
19900,1,0
2.4509999999999996,2,1
41900,4,0
84400,8,0
1.1245,1,5
28991,2,1
15680,1,0
27786,2,6
42997,4,7
22644,2,4
3000,3,0
31897,3,7
9480,9,0
19314,1,4
12256,1,6
3836,3,6
31420,3,0
8488,8,8
2181,2,1
1.1918,1,8
22372,2,2
1.85842,1,2
19400,1,0
4826,4,6
18585,1,5
55070,5,0
4700,4,0
19900,1,0
32000,3,0
16329,1,9
62000,6,0
37800,3,0
9331,9,1
26400,2,0
1258,1,8
5715,5,5
6400,6,0
54700,5,0
12410,1,0
2400,2,0
12692,1,2
2495,2,5
1.32451,1,1
80111,8,1
47778,4,8
681,6,1
8900,8,0
11800,1,0
3200,3,0
10877,1,7
1.238,1,8
11612,1,2
1167,1,7
11985,1,5
11985,1,5
11985,1,5
799,7,9
12720,1,0
2050,2,0
10400,1,0
44800,4,0
63000,6,0
6300,6,0
7900,7,0
1926,1,6
16000,1,0
1785,1,5
49400,4,0
12265,1,5
35213,3,3
800,8,0
13000,1,0
11728,1,8
31468,3,8
1.088,1,8
43500,4,0
14800,1,0
1.7794899999999998,1,9
15680,1,0
8196,8,6
9631,9,1
18877,1,7
2465,2,5
1999,1,9
4607,4,7
8055,8,5
1695,1,5
1855,1,5
3518,3,8
37300,3,0
18500,1,0
3000,3,0
8558,8,8
79500,7,0
10000,1,0
81900,8,0
1.99,1,9
16203,1,3
1.6637,1,7
70115,7,5
367,3,7
362,3,2
29113,2,3
362,3,2
43474,4,4
1540,1,0
4688,4,8
4688,4,8
30662,3,2
27157,2,7
33440,3,0
21356,2,6
34091,3,1
43999,4,9
65139,6,9
20495,2,5
17400,1,0
17400,1,0
10200,1,0
1382,1,2
2.3,2,3
28500,2,0
36676,3,6
1.86753,1,3
23580,2,0
16500,1,0
367,3,7
374,3,4
374,3,4
40306,4,6
1.442,1,2
1514,1,4
7998,7,8
30627,3,7
937,9,7
65,6,5
6239,6,9
51500,5,0
95538,9,8
1.13553,1,3
8200,8,0
1810,1,0
39816,3,6
8900,8,0
367,3,7
380,3,0
380,3,0
680,6,0
362,3,2
880,8,0
362,3,2
362,3,2
362,3,2
595,5,5
10500,1,0
1392,1,2
15251,1,1
21746,2,6
362,3,2
362,3,2
437,4,7
69000,6,0
1.1500000000000001,1,5
345,3,5
345,3,5
345,3,5
345,3,5
345,3,5
345,3,5
345,3,5
345,3,5
345,3,5
345,3,5
350,3,0
350,3,0
350,3,0
350,3,0
350,3,0
39732,3,2
362,3,2
3901,3,1
374,3,4
2100,2,0
362,3,2
2.23,2,3
2.3697399999999997,2,4
66099,6,9
1.9858599999999997,1,6
2995,2,5
30080,3,0
367,3,7
362,3,2
3114,3,4
1.09687,1,7
374,3,4
374,3,4
374,3,4
374,3,4
296,2,6
45627,4,7
31153,3,3
367,3,7
2.11443,2,3
2169,2,9
1.08,1,8
69700,6,0
37300,3,0
7690,7,0
93500,9,0
374,3,4
3600,3,0
374,3,4
362,3,2
12240,1,0
38704,3,4
3114,3,4
3340,3,0
674,6,4
49134,4,4
367,3,7
1680,1,0
516,5,6
367,3,7
367,3,7
362,3,2
367,3,7
90000,9,0
3000,3,0
22500,2,0
24564,2,4
367,3,7
362,3,2
362,3,2
22968,2,8
850,8,0
680,6,0
22300,2,0
42600,4,0
55500,5,0
595,5,5
16628,1,8
12235,1,5
1.1600000000000001,1,6
6840,6,0
46483,4,3
60818,6,8
20700,2,0
1.0695199999999998,1,2
1603,1,3
5350,5,0
19999,1,9
51200,5,0
5280,5,0
32000,3,0
211,2,1
6375,6,5
1598,1,8
45402,4,2
62500,6,0
2146,2,6
8496,8,6
12892,1,2
142,1,2
10122,1,2
17000,1,0
14700,1,0
889,8,9
36050,3,0
52000,5,0
12000,1,0
23700,2,0
41625,4,5
4490,4,0
83817,8,7
6650,6,0
44491,4,1
1550,1,0
10290,1,0
12998,1,8
800,8,0
24639,2,9
1.0019299999999998,1,3
60117,6,7
6760,6,0
51970,5,0
37575,3,5
5890,5,0
34280,3,0
1.27355,1,5
1.4516699999999998,1,7
2000,2,0
7409,7,9
4800,4,0
8150,8,0
17491,1,1
3.4619999999999997,3,2
33850,3,0
1.0709,1,9
28455,2,5
55470,5,0
11000,1,0
30096,3,6
362,3,2
374,3,4
438,4,8
470,4,0
470,4,0
362,3,2
362,3,2
2849,2,9
52900,5,0
18365,1,5
50900,5,0
48800,4,0
8718,8,8
14900,1,0
35998,3,8
21000,2,0
67495,6,5
42646,4,6
19900,1,0
39900,3,0
72640,7,0
33814,3,4
2.25825,2,5
19300,1,0
1.536,1,6
1.005,1,5
65125,6,5
1072,1,2
13950,1,0
85000,8,0
70176,7,6
6990,6,0
7560,7,0
16063,1,3
19085,1,5
19088,1,8
14900,1,0
84069,8,9
989,9,9
3500,3,0
26270,2,0
9504,9,4
4999,4,9
87100,8,0
9998,9,8
13108,1,8
56110,5,0
14934,1,4
23051,2,1
21793,2,3
2413,2,3
30500,3,0
13750,1,0
7200,7,0
53070,5,0
37400,3,0
2.2,2,2
33080,3,0
16700,1,0
19676,1,6
3925,3,5
14331,1,1
13041,1,1
44844,4,4
27381,2,1
4611,4,1
26176,2,6
2.3320999999999996,2,1
92775,9,5
299,2,9
12345,1,5
4556,4,6
15726,1,6
1750,1,0
4444,4,4
6041,6,1
11260,1,0
597,5,7
2896,2,6
3671,3,1
734,7,4
1386,1,6
4645,4,5
1.9071399999999998,1,4
19999,1,9
75880,7,0
5000,5,0
2.1038,2,8
1175,1,5
32999,3,9
32999,3,9
20900,2,0
5000,5,0
64800,6,0
1.357,1,7
6870,6,0
26568,2,8
23984,2,4
