country,city,location,number,first,last
US,Lambertville,"New Jersey, Hunterdon",3824,3,4
US,Roselle,"New Jersey, Union",21976,2,6
US,Closter,"New Jersey, Bergen",8766,8,6
US,Brooklawn,"New Jersey, Camden",1934,1,4
US,Brownville,"New Jersey, Middlesex",2930,2,0
US,Golden Triangle,"New Jersey, Camden",4438,4,8
US,Annandale,"New Jersey, Hunterdon",1482,1,2
US,Westville,"New Jersey, Gloucester",4194,4,4
US,Millstone,"New Jersey, Somerset",420,4,0
US,Helmetta,"New Jersey, Middlesex",2223,2,3
US,Turnersville,"New Jersey, Gloucester",3642,3,2
US,Collings Lakes,"New Jersey, Atlantic",1236,1,6
US,Bridgeton,"New Jersey, Cumberland",33856,3,6
US,Union Beach,"New Jersey, Monmouth",5562,5,2
US,Pine Ridge at Crestwood,"New Jersey, Ocean",2296,2,6
US,North Caldwell,"New Jersey, Essex",6730,6,0
US,Rosenhayn,"New Jersey, Cumberland",1324,1,4
US,Clementon,"New Jersey, Camden",4959,4,9
US,Echelon,"New Jersey, Camden",11185,1,5
US,East Newark,"New Jersey, Hudson",2735,2,5
US,Blackwood,"New Jersey, Camden",4790,4,0
US,Kenvil,"New Jersey, Morris",3121,3,1
US,Harvey Cedars,"New Jersey, Ocean",342,3,2
US,Hamilton Square,"New Jersey, Mercer",12877,1,7
US,Estell Manor,"New Jersey, Atlantic",1720,1,0
US,Plainfield,"New Jersey, Union",51327,5,7
US,Bayonne,"New Jersey, Hudson",67186,6,6
US,Erma,"New Jersey, Cape May",2161,2,1
US,Ocean Acres,"New Jersey, Ocean",16227,1,7
US,Bound Brook,"New Jersey, Somerset",10468,1,8
US,Hancocks Bridge,"New Jersey, Salem",191,1,1
US,Brookfield,"New Jersey, Warren",711,7,1
US,Morganville,"New Jersey, Monmouth",5360,5,0
US,Tavistock,"New Jersey, Camden",5,5,5
US,Kearny,"New Jersey, Hudson",42670,4,0
US,Allendale,"New Jersey, Bergen",6906,6,6
US,Paramus,"New Jersey, Bergen",27032,2,2
US,Far Hills,"New Jersey, Somerset",927,9,7
US,Folsom,"New Jersey, Atlantic",1815,1,5
US,Sea Bright,"New Jersey, Monmouth",1389,1,9
US,Blackwells Mills,"New Jersey, Somerset",713,7,3
US,Spring Lake,"New Jersey, Monmouth",2962,2,2
US,Haworth,"New Jersey, Bergen",3497,3,7
US,Ross Corner,"New Jersey, Sussex",66,6,6
US,East Millstone,"New Jersey, Somerset",550,5,0
US,Riverton,"New Jersey, Burlington",2706,2,6
US,River Edge,"New Jersey, Bergen",11724,1,4
US,North Middletown,"New Jersey, Monmouth",3069,3,9
US,Gibbstown,"New Jersey, Gloucester",3792,3,2
US,Cedarville,"New Jersey, Cumberland",953,9,3
US,Leisure Village,"New Jersey, Ocean",4400,4,0
US,South River,"New Jersey, Middlesex",16349,1,9
US,Little Silver,"New Jersey, Monmouth",5908,5,8
US,Rumson,"New Jersey, Monmouth",6864,6,4
US,Saddle River,"New Jersey, Bergen",3262,3,2
US,Oaklyn,"New Jersey, Camden",3996,3,6
US,Summit,"New Jersey, Union",22323,2,3
US,Hampton,"New Jersey, Hunterdon",1331,1,1
US,Westwood,"New Jersey, Bergen",11326,1,6
US,Brainards,"New Jersey, Warren",207,2,7
US,Six Mile Run,"New Jersey, Somerset",2669,2,9
US,Avalon,"New Jersey, Cape May",1267,1,7
US,Delaware Park,"New Jersey, Warren",622,6,2
US,Ridgefield,"New Jersey, Bergen",11435,1,5
US,Lawnside,"New Jersey, Camden",2920,2,0
US,Peapack and Gladstone,"New Jersey, Somerset",2610,2,0
US,Rutherford,"New Jersey, Bergen",18782,1,2
US,Bordentown,"New Jersey, Burlington",3835,3,5
US,Bogota,"New Jersey, Bergen",8567,8,7
US,Belleplain,"New Jersey, Cape May",524,5,4
US,Ogdensburg,"New Jersey, Sussex",2282,2,2
US,Concordia,"New Jersey, Middlesex",3272,3,2
US,Highland Lakes,"New Jersey, Sussex",4894,4,4
US,Robertsville,"New Jersey, Monmouth",12099,1,9
US,Port Republic,"New Jersey, Atlantic",1080,1,0
US,Ramsey,"New Jersey, Bergen",15242,1,2
US,Holiday Heights,"New Jersey, Ocean",1905,1,5
US,Martinsville,"New Jersey, Somerset",11707,1,7
US,Ashland,"New Jersey, Camden",8208,8,8
US,Sea Girt,"New Jersey, Monmouth",1774,1,4
US,Mercerville,"New Jersey, Mercer",13154,1,4
US,Mountain Lake,"New Jersey, Warren",553,5,3
US,Glassboro,"New Jersey, Gloucester",20011,2,1
US,Springdale,"New Jersey, Camden",13916,1,6
US,Butler,"New Jersey, Morris",7774,7,4
US,Iselin,"New Jersey, Middlesex",19422,1,2
US,Surf City,"New Jersey, Ocean",1187,1,7
US,Bridgeville,"New Jersey, Warren",102,1,2
US,Oak Valley,"New Jersey, Gloucester",3294,3,4
US,Florham Park,"New Jersey, Morris",11765,1,5
US,Califon,"New Jersey, Hunterdon",1068,1,8
US,Emerson,"New Jersey, Bergen",7739,7,9
US,Mays Landing,"New Jersey, Atlantic",2088,2,8
US,New Providence,"New Jersey, Union",13308,1,8
US,Pennington,"New Jersey, Mercer",2589,2,9
US,Griggstown,"New Jersey, Somerset",726,7,6
US,Highlands,"New Jersey, Monmouth",4821,4,1
US,Lavallette,"New Jersey, Ocean",1849,1,9
US,McGuire AFB,"New Jersey, Burlington",5397,5,7
US,Villas,"New Jersey, Cape May",8895,8,5
US,Mullica Hill,"New Jersey, Gloucester",3888,3,8
US,Point Pleasant,"New Jersey, Ocean",18651,1,1
US,Stewartsville,"New Jersey, Warren",318,3,8
US,Union City,"New Jersey, Hudson",70387,7,7
US,Somers Point,"New Jersey, Atlantic",10480,1,0
US,Washington,"New Jersey, Warren",15533,1,3
US,Kingston Estates,"New Jersey, Camden",6305,6,5
US,Pomona,"New Jersey, Atlantic",7645,7,5
US,Camden,"New Jersey, Camden",74532,7,2
US,Buena,"New Jersey, Atlantic",4429,4,9
US,Ventnor City,"New Jersey, Atlantic",10239,1,9
US,Johnsonburg,"New Jersey, Warren",68,6,8
US,Sea Isle City,"New Jersey, Cape May",2068,2,8
US,Asbury Park,"New Jersey, Monmouth",15767,1,7
US,Leisuretowne,"New Jersey, Burlington",3623,3,3
US,Chatham,"New Jersey, Morris",8928,8,8
US,Mantoloking,"New Jersey, Ocean",257,2,7
US,Princeton Junction,"New Jersey, Mercer",2427,2,7
US,East Freehold,"New Jersey, Monmouth",4943,4,3
US,Cedar Glen West,"New Jersey, Ocean",1040,1,0
US,West Wildwood,"New Jersey, Cape May",566,5,6
US,Hightstown,"New Jersey, Mercer",5384,5,4
US,Secaucus,"New Jersey, Hudson",20215,2,5
US,Red Bank,"New Jersey, Monmouth",12150,1,0
US,Rio Grande,"New Jersey, Cape May",2841,2,1
US,Eatontown,"New Jersey, Monmouth",12376,1,6
US,Belle Mead,"New Jersey, Somerset",201,2,1
US,Woodbury Heights,"New Jersey, Gloucester",2996,2,6
US,Port Norris,"New Jersey, Cumberland",1227,1,7
US,Pine Lake Park,"New Jersey, Ocean",8732,8,2
US,Interlaken,"New Jersey, Monmouth",801,8,1
US,Seaside Park,"New Jersey, Ocean",1549,1,9
US,Browns Mills,"New Jersey, Burlington",10763,1,3
US,Andover,"New Jersey, Sussex",567,5,7
US,Twin Rivers,"New Jersey, Mercer",7286,7,6
US,Richwood,"New Jersey, Gloucester",3250,3,0
US,Hopewell,"New Jersey, Mercer",1948,1,8
US,Short Hills,"New Jersey, Essex",13092,1,2
US,Bay Head,"New Jersey, Ocean",981,9,1
US,Ramblewood,"New Jersey, Burlington",5830,5,0
US,Oakland,"New Jersey, Bergen",13224,1,4
US,Elmer,"New Jersey, Salem",1312,1,2
US,Juliustown,"New Jersey, Burlington",366,3,6
US,Hamburg,"New Jersey, Sussex",3132,3,2
US,Englishtown,"New Jersey, Monmouth",1943,1,3
US,Cape May Point,"New Jersey, Cape May",279,2,9
US,Holiday City-Berkeley,"New Jersey, Ocean",12242,1,2
US,Columbia,"New Jersey, Warren",367,3,7
US,Forked River,"New Jersey, Ocean",4789,4,9
US,Linwood,"New Jersey, Atlantic",6855,6,5
US,Upper Saddle River,"New Jersey, Bergen",8415,8,5
US,Byram Center,"New Jersey, Sussex",57,5,7
US,Branchville,"New Jersey, Sussex",783,7,3
US,Pleasantville,"New Jersey, Atlantic",20732,2,2
US,Shiloh,"New Jersey, Cumberland",497,4,7
US,Oakhurst,"New Jersey, Monmouth",3532,3,2
US,Old Tappan,"New Jersey, Bergen",6042,6,2
US,Clyde,"New Jersey, Somerset",241,2,1
US,Princeton Meadows,"New Jersey, Middlesex",13692,1,2
US,Wallington,"New Jersey, Bergen",11781,1,1
US,New Milford,"New Jersey, Bergen",16868,1,8
US,Runnemede,"New Jersey, Camden",8390,8,0
US,Rossmoor,"New Jersey, Middlesex",3157,3,7
US,Beach Haven,"New Jersey, Ocean",1182,1,2
US,Moorestown-Lenola,"New Jersey, Burlington",14189,1,9
US,Paulsboro,"New Jersey, Gloucester",5920,5,0
US,Atlantic Highlands,"New Jersey, Monmouth",4311,4,1
US,Holiday City South,"New Jersey, Ocean",3825,3,5
US,Clifton,"New Jersey, Passaic",86607,8,7
US,Stratford,"New Jersey, Camden",7015,7,5
US,Franklin Lakes,"New Jersey, Bergen",11255,1,5
US,Garwood,"New Jersey, Union",4408,4,8
US,Oceanport,"New Jersey, Monmouth",5755,5,5
US,Manasquan,"New Jersey, Monmouth",5903,5,3
US,Lindenwold,"New Jersey, Camden",17471,1,1
US,Tenafly,"New Jersey, Bergen",14900,1,0
US,Kingston,"New Jersey, Somerset",1377,1,7
US,Weston,"New Jersey, Somerset",2613,2,3
US,Park Ridge,"New Jersey, Bergen",8944,8,4
US,Palmyra,"New Jersey, Burlington",7221,7,1
US,West Long Branch,"New Jersey, Monmouth",7972,7,2
US,Finderne,"New Jersey, Somerset",6297,6,7
US,Brigantine,"New Jersey, Atlantic",8963,8,3
US,Wanaque,"New Jersey, Passaic",11994,1,4
US,Keyport,"New Jersey, Monmouth",7085,7,5
US,Pine Beach,"New Jersey, Ocean",2168,2,8
US,Heathcote,"New Jersey, Middlesex",6355,6,5
US,Westfield,"New Jersey, Union",30433,3,3
US,El Cerro Mission,"New Mexico, Valencia",4684,4,4
US,Red River,"New Mexico, Taos",467,4,7
US,Roy,"New Mexico, Harding",231,2,1
US,Causey,"New Mexico, Roosevelt",99,9,9
US,Corrales,"New Mexico, Sandoval",8549,8,9
US,Sena,"New Mexico, San Miguel",140,1,0
US,Glen Acres,"New Mexico, Hidalgo",225,2,5
US,Cuyamungue Grant,"New Mexico, Santa Fe",278,2,8
US,Carnuel,"New Mexico, Bernalillo",1801,1,1
US,Cañones,"New Mexico, Rio Arriba",59,5,9
US,Conchas Dam,"New Mexico, San Miguel",0,0,0
US,Rio Communities,"New Mexico, Valencia",4555,4,5
US,North Acomita Village,"New Mexico, Cibola",240,2,0
US,Encinal,"New Mexico, Cibola",152,1,2
US,Keeler Farm,"New Mexico, Luna",1760,1,0
US,Newcomb,"New Mexico, San Juan",342,3,2
US,Los Luceros,"New Mexico, Rio Arriba",385,3,5
US,Pueblo,"New Mexico, San Miguel",0,0,0
US,Taos Ski Valley,"New Mexico, Taos",67,6,7
US,La Puebla,"New Mexico, Santa Fe",1010,1,0
US,Chamizal,"New Mexico, Socorro",49,4,9
US,Ojo Amarillo,"New Mexico, San Juan",738,7,8
US,Mesquite,"New Mexico, Doña Ana",614,6,4
US,Bloomfield,"New Mexico, San Juan",9701,9,1
US,South Acomita Village,"New Mexico, Cibola",57,5,7
US,Magdalena,"New Mexico, Socorro",882,8,2
US,Santa Clara,"New Mexico, Grant",1800,1,0
US,Los Alamos,"New Mexico, Los Alamos",12035,1,5
US,Rivers,"New Mexico, Catron",0,0,0
US,Rio Lucio,"New Mexico, Taos",412,4,2
US,San Luis,"New Mexico, Sandoval",68,6,8
US,Zuni Pueblo,"New Mexico, McKinley",7532,7,2
US,Paradise Hills,"New Mexico, Bernalillo",5576,5,6
US,Arroyo Seco,"New Mexico, Taos",1302,1,2
US,Bernalillo,"New Mexico, Sandoval",9638,9,8
US,Crownpoint,"New Mexico, McKinley",2445,2,5
US,Pueblitos,"New Mexico, Valencia",518,5,8
US,Capitan,"New Mexico, Lincoln",1413,1,3
US,Watrous,"New Mexico, Mora",48,4,8
US,Whites City,"New Mexico, Eddy",147,1,7
US,Cordova,"New Mexico, Rio Arriba",614,6,4
US,Sanostee,"New Mexico, San Juan",495,4,5
US,Raton,"New Mexico, Colfax",5772,5,2
US,Young Place,"New Mexico, San Juan",209,2,9
US,Pinos Altos,"New Mexico, Grant",289,2,9
US,Chupadero,"New Mexico, Santa Fe",284,2,4
US,Cuyamungue,"New Mexico, Santa Fe",525,5,5
US,Eunice,"New Mexico, Lea",2856,2,6
US,Albuquerque,"New Mexico, Bernalillo",758523,7,3
US,Sombrillo,"New Mexico, Santa Fe",264,2,4
US,Canova,"New Mexico, Rio Arriba",0,0,0
US,Dora,"New Mexico, Roosevelt",123,1,3
US,Agua Fria,"New Mexico, Santa Fe",2969,2,9
US,Rio Rancho,"New Mexico, Sandoval",96159,9,9
US,Tatum,"New Mexico, Lea",811,8,1
US,El Valle de Arroyo Seco,"New Mexico, Santa Fe",1665,1,5
US,San Miguel,"New Mexico, Doña Ana",1094,1,4
US,Ensenada,"New Mexico, Rio Arriba",199,1,9
US,Farmington,"New Mexico, San Juan",52555,5,5
US,Truth or Consequences,"New Mexico, Sierra",7274,7,4
US,White Sands,"New Mexico, Doña Ana",1225,1,5
US,Santa Rosa,"New Mexico, Guadalupe",2495,2,5
US,Sandia Knolls,"New Mexico, Bernalillo",1414,1,4
US,Chical,"New Mexico, Valencia",115,1,5
US,Hachita,"New Mexico, Grant",34,3,4
US,Las Nutrias,"New Mexico, Socorro",129,1,9
US,Chamita,"New Mexico, Rio Arriba",947,9,7
US,Berino,"New Mexico, Doña Ana",1590,1,0
US,Pleasanton,"New Mexico, Catron",237,2,7
US,Estancia,"New Mexico, Torrance",1590,1,0
US,Lemitar,"New Mexico, Socorro",279,2,9
US,Mora,"New Mexico, Mora",832,8,2
US,Loving,"New Mexico, Eddy",1373,1,3
US,Edgewood,"New Mexico, Santa Fe",3892,3,2
US,Winston,"New Mexico, Sierra",54,5,4
US,Santa Clara Pueblo,"New Mexico, Rio Arriba",967,9,7
US,Peak Place,"New Mexico, Santa Fe",396,3,6
US,Hot Springs Landing,"New Mexico, Sierra",114,1,4
US,Floyd,"New Mexico, Roosevelt",113,1,3
US,Casa Colorada,"New Mexico, Valencia",32,3,2
US,Coyote,"New Mexico, Rio Arriba",87,8,7
US,Tajique,"New Mexico, Torrance",239,2,9
US,Sandia Heights,"New Mexico, Bernalillo",3337,3,7
US,Glorieta,"New Mexico, Santa Fe",535,5,5
US,Anzac Village,"New Mexico, Cibola",112,1,2
US,Ponderosa Pine,"New Mexico, Bernalillo",1025,1,5
US,Buckhorn,"New Mexico, Grant",218,2,8
US,Cochiti Lake,"New Mexico, Sandoval",544,5,4
US,Ranchos de Taos,"New Mexico, Taos",2092,2,2
US,Loco Hills,"New Mexico, Eddy",21,2,1
US,Bent,"New Mexico, Otero",22,2,2
US,Pastura,"New Mexico, Guadalupe",6,6,6
US,Lower Frisco,"New Mexico, Catron",0,0,0
US,Thoreau,"New Mexico, McKinley",1356,1,6
US,Rosedale,"New Mexico, Grant",233,2,3
US,Williamsburg,"New Mexico, Sierra",419,4,9
US,Manzano Springs,"New Mexico, Torrance",253,2,3
US,Lamy,"New Mexico, Santa Fe",142,1,2
US,Hillsboro,"New Mexico, Sierra",132,1,2
US,Llano del Medio,"New Mexico, Guadalupe",136,1,6
US,Timberon,"New Mexico, Otero",336,3,6
US,Paguate,"New Mexico, Cibola",390,3,0
US,El Rito,"New Mexico, Rio Arriba",927,9,7
US,Sausal,"New Mexico, Valencia",1667,1,7
US,Youngsville,"New Mexico, Rio Arriba",79,7,9
US,Hagerman,"New Mexico, Chaves",1232,1,2
US,La Huerta,"New Mexico, Eddy",1359,1,9
US,Playas,"New Mexico, Hidalgo",36,3,6
US,Spencerville,"New Mexico, San Juan",1617,1,7
US,Monterey Park,"New Mexico, Valencia",1897,1,7
US,Brimhall Nizhoni,"New Mexico, McKinley",339,3,9
US,La Mesilla,"New Mexico, Rio Arriba",2403,2,3
US,Tohatchi,"New Mexico, McKinley",938,9,8
US,Mountainair,"New Mexico, Torrance",859,8,9
US,San Pablo,"New Mexico, Doña Ana",1230,1,0
US,Logan,"New Mexico, Quay",972,9,2
US,Luis Lopez,"New Mexico, Socorro",288,2,8
US,Radium Springs,"New Mexico, Doña Ana",1504,1,4
US,Anton Chico,"New Mexico, Guadalupe",81,8,1
US,Cochiti,"New Mexico, Sandoval",579,5,9
US,Navajo,"New Mexico, McKinley",1676,1,6
US,Santa Cruz,"New Mexico, Santa Fe",321,3,1
US,Ribera,"New Mexico, San Miguel",762,7,2
US,Kirtland,"New Mexico, San Juan",654,6,4
US,Abeytas,"New Mexico, Socorro",9,9,9
US,Tecolotito,"New Mexico, San Miguel",181,1,1
US,Pajarito Mesa,"New Mexico, Bernalillo",192,1,2
US,Talpa,"New Mexico, Taos",666,6,6
US,Homestead,"New Mexico, Catron",63,6,3
US,University Park,"New Mexico, Doña Ana",3164,3,4
US,Nogal,"New Mexico, Lincoln",96,9,6
US,Datil,"New Mexico, Catron",51,5,1
US,Angel Fire,"New Mexico, Colfax",1089,1,9
US,City of the Sun,"New Mexico, Luna",0,0,0
US,San Rafael,"New Mexico, Cibola",892,8,2
US,Cañada de los Alamos,"New Mexico, Santa Fe",287,2,7
US,Vadito,"New Mexico, Taos",317,3,7
US,Mescalero,"New Mexico, Otero",1351,1,1
US,Las Maravillas,"New Mexico, Valencia",1758,1,8
US,Naschitti,"New Mexico, San Juan",392,3,2
US,House,"New Mexico, Quay",63,6,3
US,Chama,"New Mexico, Rio Arriba",998,9,8
US,North Valley,"New Mexico, Bernalillo",11999,1,9
US,San Felipe Pueblo,"New Mexico, Sandoval",2786,2,6
US,Folsom,"New Mexico, Union",54,5,4
US,Sedillo,"New Mexico, Bernalillo",794,7,4
US,Rio en Medio,"New Mexico, Santa Fe",200,2,0
US,Vado,"New Mexico, Doña Ana",1951,1,1
US,La Plata,"New Mexico, San Juan",452,4,2
US,Mimbres,"New Mexico, Grant",409,4,9
US,Taos,"New Mexico, Taos",13571,1,1
US,Rancho Grande,"New Mexico, Catron",64,6,4
US,Puerto de Luna,"New Mexico, Guadalupe",222,2,2
US,Las Palomas,"New Mexico, Sierra",429,4,9
US,Shiprock,"New Mexico, San Juan",8956,8,6
US,Oasis,"New Mexico, Sierra",133,1,3
US,La Joya,"New Mexico, Socorro",9,9,9
US,Las Cruces,"New Mexico, Doña Ana",133988,1,8
US,Arroyo Hondo,"New Mexico, Taos",310,3,0
US,Manzano,"New Mexico, Torrance",0,0,0
US,Los Cerrillos,"New Mexico, Santa Fe",418,4,8
US,Gallina,"New Mexico, Rio Arriba",198,1,8
US,Silver City,"New Mexico, Grant",11882,1,2
US,Pecan Park,"New Mexico, Luna",0,0,0
US,Newkirk,"New Mexico, Guadalupe",0,0,0
US,Elephant Butte,"New Mexico, Sierra",1341,1,1
US,Roswell,"New Mexico, Chaves",49119,4,9
US,San Ildefonso Pueblo,"New Mexico, Santa Fe",725,7,5
US,Grady,"New Mexico, Curry",105,1,5
US,Morningside,"New Mexico, Eddy",983,9,3
US,Boles Acres,"New Mexico, Otero",2020,2,0
US,Lovington,"New Mexico, Lea",11743,1,3
US,Cannon AFB,"New Mexico, Curry",2654,2,4
US,La Villita,"New Mexico, Rio Arriba",992,9,2
US,Rowe,"New Mexico, San Miguel",271,2,1
US,Deming,"New Mexico, Luna",14228,1,8
US,Moriarty,"New Mexico, Torrance",1793,1,3
US,Highland Meadows,"New Mexico, Valencia",607,6,7
US,Ventura,"New Mexico, Luna",388,3,8
US,La Cueva,"New Mexico, Sandoval",137,1,7
US,Hurley,"New Mexico, Grant",1210,1,0
US,Pueblo of Sandia Village,"New Mexico, Sandoval",394,3,4
US,Aragon,"New Mexico, Catron",22,2,2
US,San Fidel,"New Mexico, Cibola",564,5,4
US,Holloman AFB,"New Mexico, Otero",3996,3,6
US,Madrid,"New Mexico, Santa Fe",153,1,3
US,Glenwood,"New Mexico, Catron",31,3,1
US,Garfield,"New Mexico, Doña Ana",0,0,0
US,Corona,"New Mexico, Lincoln",160,1,0
US,Beclabito,"New Mexico, San Juan",324,3,4
US,Ramah,"New Mexico, McKinley",338,3,8
US,Middle Frisco,"New Mexico, Catron",122,1,2
US,Blanco,"New Mexico, San Juan",62,6,2
US,Alamogordo,"New Mexico, Otero",32745,3,5
US,Hatch,"New Mexico, Doña Ana",1609,1,9
US,East Pecos,"New Mexico, San Miguel",593,5,3
US,Nakaibito,"New Mexico, McKinley",350,3,0
US,Placitas,"New Mexico, Sandoval",4696,4,6
US,Yah-ta-hey,"New Mexico, McKinley",469,4,9
US,Ruidoso,"New Mexico, Lincoln",9269,9,9
US,Taos Pueblo,"New Mexico, Taos",1564,1,4
US,Texico,"New Mexico, Curry",1117,1,7
US,Jarales,"New Mexico, Valencia",2054,2,4
US,Costilla,"New Mexico, Taos",104,1,4
US,Nadine,"New Mexico, Lea",380,3,0
US,Fence Lake,"New Mexico, Cibola",24,2,4
US,Villanueva,"New Mexico, San Miguel",111,1,1
US,Arenas Valley,"New Mexico, Grant",1786,1,6
US,Cobre,"New Mexico, Grant",0,0,0
US,La Cienega,"New Mexico, Santa Fe",3194,3,4
US,Arrey,"New Mexico, Sierra",83,8,3
US,Chaparral,"New Mexico, Doña Ana",14652,1,2
US,Orogrande,"New Mexico, Otero",96,9,6
US,San Antonito,"New Mexico, Bernalillo",1141,1,1
US,Santa Ana Pueblo,"New Mexico, Sandoval",675,6,5
US,Pueblito,"New Mexico, Rio Arriba",143,1,3
US,Jal,"New Mexico, Lea",2069,2,9
US,Encino,"New Mexico, Torrance",76,7,6
US,Cedar Crest,"New Mexico, Bernalillo",598,5,8
US,Peña Blanca,"New Mexico, Sandoval",642,6,2
US,Hope,"New Mexico, Eddy",105,1,5
US,North San Ysidro,"New Mexico, San Miguel",65,6,5
US,Lake Sumner,"New Mexico, De Baca",127,1,7
US,Doña Ana,"New Mexico, Doña Ana",1178,1,8
US,Cuba,"New Mexico, Sandoval",748,7,8
US,Ute Park,"New Mexico, Colfax",188,1,8
US,Cimarron,"New Mexico, Colfax",903,9,3
US,Rodey,"New Mexico, Doña Ana",311,3,1
US,Eagle Nest,"New Mexico, Colfax",254,2,4
US,Apache Creek,"New Mexico, Catron",167,1,7
US,Laguna,"New Mexico, Cibola",1410,1,0
US,Ruidoso Downs,"New Mexico, Lincoln",2583,2,3
US,Organ,"New Mexico, Doña Ana",225,2,5
US,Ohkay Owingeh,"New Mexico, Rio Arriba",1480,1,0
US,Bluewater Village,"New Mexico, Cibola",266,2,6
US,McIntosh,"New Mexico, Torrance",942,9,2
US,Lordsburg,"New Mexico, Hidalgo",2464,2,4
US,Pinon,"New Mexico, Otero",0,0,0
US,Bibo,"New Mexico, Cibola",168,1,8
US,Aztec,"New Mexico, San Juan",8210,8,0
US,Dexter,"New Mexico, Chaves",1245,1,5
US,Bosque Farms,"New Mexico, Valencia",3804,3,4
US,Zia Pueblo,"New Mexico, Sandoval",994,9,4
US,Cubero,"New Mexico, Cibola",315,3,5
US,Eldorado at Santa Fe,"New Mexico, Santa Fe",6203,6,3
US,Willard,"New Mexico, Torrance",242,2,2
US,Nara Visa,"New Mexico, Quay",42,4,2
US,Melrose,"New Mexico, Curry",639,6,9
US,Bayard,"New Mexico, Grant",4043,4,3
US,Pueblo Pintado,"New Mexico, McKinley",399,3,9
US,White Signal,"New Mexico, Grant",254,2,4
US,El Cerro,"New Mexico, Valencia",2639,2,9
US,Clayton,"New Mexico, Union",2764,2,4
US,Nenahnezad,"New Mexico, San Juan",753,7,3
US,Brazos,"New Mexico, Rio Arriba",82,8,2
US,Escondida,"New Mexico, Socorro",0,0,0
US,Dixon,"New Mexico, Rio Arriba",847,8,7
US,Abiquiu,"New Mexico, Rio Arriba",259,2,9
US,Questa,"New Mexico, Taos",1751,1,1
US,Faywood,"New Mexico, Grant",60,6,0
US,Navajo Dam,"New Mexico, San Juan",152,1,2
US,Las Vegas,"New Mexico, San Miguel",14982,1,2
US,Lee Acres,"New Mexico, San Juan",5784,5,4
US,Caballo,"New Mexico, Sierra",63,6,3
US,Quemado,"New Mexico, Catron",118,1,8
US,Cedro,"New Mexico, Bernalillo",272,2,2
US,Los Lunas,"New Mexico, Valencia",66613,6,3
US,Escudilla Bonita,"New Mexico, Catron",63,6,3
US,Happy Valley,"New Mexico, Eddy",687,6,7
US,La Union,"New Mexico, Doña Ana",1197,1,7
US,Tucumcari,"New Mexico, Quay",4841,4,1
US,Lake Valley,"New Mexico, San Juan",116,1,6
US,Tyrone,"New Mexico, Grant",573,5,3
US,Chamberino,"New Mexico, Doña Ana",627,6,7
US,La Mesa,"New Mexico, Doña Ana",566,5,6
US,Hobbs,"New Mexico, Lea",40614,4,4
US,Torreon,"New Mexico, Sandoval",265,2,5
US,Church Rock,"New Mexico, McKinley",961,9,1
US,Los Ranchos de Albuquerque,"New Mexico, Bernalillo",6087,6,7
US,Hernandez,"New Mexico, Rio Arriba",833,8,3
US,White Rock,"New Mexico, Los Alamos",5878,5,8
US,Napi Headquarters,"New Mexico, San Juan",808,8,8
US,Rincon,"New Mexico, Doña Ana",358,3,8
US,Indian Hills,"New Mexico, Torrance",1015,1,5
US,Carrizozo,"New Mexico, Lincoln",936,9,6
US,Chili,"New Mexico, Rio Arriba",613,6,3
US,Atoka,"New Mexico, Eddy",948,9,8
US,Alcalde,"New Mexico, Rio Arriba",186,1,6
US,Twin Forks,"New Mexico, Otero",244,2,4
US,Waterflow,"New Mexico, San Juan",2158,2,8
US,Salem,"New Mexico, Doña Ana",737,7,7
US,Lake Arthur,"New Mexico, Chaves",433,4,3
US,Duran,"New Mexico, Torrance",11,1,1
US,Des Moines,"New Mexico, Union",128,1,8
US,Tecolote,"New Mexico, San Miguel",235,2,5
US,Cañon,"New Mexico, Sandoval",292,2,2
US,Chilili,"New Mexico, Bernalillo",53,5,3
US,Alamillo,"New Mexico, Socorro",202,2,2
US,Meadow Lake,"New Mexico, Valencia",4257,4,7
US,Ponderosa,"New Mexico, Sandoval",339,3,9
US,Socorro,"New Mexico, Socorro",8383,8,3
US,San Mateo,"New Mexico, Cibola",412,4,2
US,Nambe,"New Mexico, Santa Fe",1876,1,6
US,Paraje,"New Mexico, Cibola",733,7,3
US,Galisteo,"New Mexico, Santa Fe",302,3,2
US,Polvadera,"New Mexico, Socorro",284,2,4
US,Adelino,"New Mexico, Valencia",818,8,8
US,South Valley,"New Mexico, Bernalillo",41391,4,1
US,Sacramento,"New Mexico, Otero",148,1,8
US,Weed,"New Mexico, Otero",14,1,4
US,Wagon Mound,"New Mexico, Mora",284,2,4
US,North Light Plant,"New Mexico, San Juan",314,3,4
US,Malaga,"New Mexico, Eddy",117,1,7
US,Jemez Pueblo,"New Mexico, Sandoval",2022,2,2
US,Tijeras,"New Mexico, Bernalillo",553,5,3
US,Midway,"New Mexico, Chaves",1212,1,2
US,Belen,"New Mexico, Valencia",7089,7,9
US,Bluewater Acres,"New Mexico, Cibola",213,2,3
US,Livingston Wheeler,"New Mexico, Eddy",499,4,9
US,West Hammond,"New Mexico, San Juan",2742,2,2
US,El Duende,"New Mexico, Rio Arriba",784,7,4
US,Sheep Springs,"New Mexico, San Juan",270,2,0
US,Los Chaves,"New Mexico, Valencia",5380,5,0
US,Pie Town,"New Mexico, Catron",66,6,6
US,Truchas,"New Mexico, Rio Arriba",239,2,9
