country,city,location,number,first,last
US,Owensburg,"Indiana, Greene",536,5,6
US,Yorktown,"Indiana, Delaware",11199,1,9
US,Mecca,"Indiana, Parke",326,3,6
US,Redkey,"Indiana, Jay",1313,1,3
US,Plymouth,"Indiana, Marshall",12406,1,6
US,Fort Branch,"Indiana, Gibson",4372,4,2
US,Hazleton,"Indiana, Gibson",257,2,7
US,Lake Dalecarlia,"Indiana, Lake",1595,1,5
US,Clayton,"Indiana, Hendricks",1011,1,1
US,Campbellsburg,"Indiana, Washington",576,5,6
US,Monroe City,"Indiana, Knox",530,5,0
US,Saratoga,"Indiana, Randolph",241,2,1
US,Cedar Grove,"Indiana, Franklin",151,1,1
US,Tell City,"Indiana, Perry",9668,9,8
US,Meridian Hills,"Indiana, Marion",1694,1,4
US,Lizton,"Indiana, Hendricks",488,4,8
US,New Washington,"Indiana, Clark",531,5,1
US,Speedway,"Indiana, Marion",12140,1,0
US,Logansport,"Indiana, Cass",20809,2,9
US,Lakeville,"Indiana, St. Joseph",795,7,5
US,Michigan City,"Indiana, LaPorte",65144,6,4
US,Russellville,"Indiana, Putnam",352,3,2
US,McCordsville,"Indiana, Hancock",6838,6,8
US,Millersburg,"Indiana, Elkhart",946,9,6
US,Lewisville,"Indiana, Henry",352,3,2
US,South Bend,"Indiana, St. Joseph",281100,2,0
US,Uniondale,"Indiana, Wells",310,3,0
US,Grissom AFB,"Indiana, Miami",2499,2,9
US,Franklin,"Indiana, Johnson",25089,2,9
US,Buck Creek,"Indiana, Tippecanoe",166,1,6
US,Stockwell,"Indiana, Tippecanoe",579,5,9
US,Lawrenceburg,"Indiana, Dearborn",12956,1,6
US,San Pierre,"Indiana, Starke",104,1,4
US,Sulphur Springs,"Indiana, Henry",376,3,6
US,Amo,"Indiana, Hendricks",422,4,2
US,Selma,"Indiana, Delaware",835,8,5
US,Kimmell,"Indiana, Noble",547,5,7
US,Lagrange,"Indiana, LaGrange",3260,3,0
US,Lebanon,"Indiana, Boone",15577,1,7
US,Shamrock Lakes,"Indiana, Blackford",219,2,9
US,Glenwood,"Indiana, Rush",240,2,0
US,Colfax,"Indiana, Clinton",675,6,5
US,Fort Wayne,"Indiana, Allen",328564,3,4
US,Newport,"Indiana, Vermillion",490,4,0
US,Porter,"Indiana, Porter",4818,4,8
US,Bass Lake,"Indiana, Starke",1409,1,9
US,Whitestown,"Indiana, Boone",8179,8,9
US,North Webster,"Indiana, Kosciusko",3700,3,0
US,Brookston,"Indiana, White",1527,1,7
US,St. Leon,"Indiana, Dearborn",672,6,2
US,Topeka,"Indiana, LaGrange",1212,1,2
US,Jasper,"Indiana, Dubois",16262,1,2
US,Gary,"Indiana, Lake",76008,7,8
US,Switz City,"Indiana, Greene",284,2,4
US,Westphalia,"Indiana, Knox",49,4,9
US,Lake Village,"Indiana, Newton",750,7,0
US,Roachdale,"Indiana, Putnam",895,8,5
US,Charlestown,"Indiana, Clark",7496,7,6
US,Tipton,"Indiana, Tipton",6522,6,2
US,Milan,"Indiana, Ripley",1856,1,6
US,New Middletown,"Indiana, Harrison",94,9,4
US,Thorntown,"Indiana, Boone",1478,1,8
US,Lake Holiday,"Indiana, Montgomery",960,9,0
US,Middlebury,"Indiana, Elkhart",4283,4,3
US,Bremen,"Indiana, Marshall",4589,4,9
US,Heritage Lake,"Indiana, Putnam",3000,3,0
US,Lapel,"Indiana, Madison",2390,2,0
US,West Point,"Indiana, Tippecanoe",708,7,8
US,Salt Creek Commons,"Indiana, Porter",2515,2,5
US,Gosport,"Indiana, Owen",795,7,5
US,Dunlap,"Indiana, Elkhart",6110,6,0
US,Dyer,"Indiana, Lake",15941,1,1
US,Vevay,"Indiana, Switzerland",1652,1,2
US,Country Squire Lakes,"Indiana, Jennings",3235,3,5
US,Monterey,"Indiana, Pulaski",204,2,4
US,Newburgh,"Indiana, Warrick",3237,3,7
US,De Motte,"Indiana, Jasper",4942,4,2
US,Hayden,"Indiana, Jennings",1112,1,2
US,Napoleon,"Indiana, Ripley",228,2,8
US,Cynthiana,"Indiana, Posey",539,5,9
US,New Chicago,"Indiana, Lake",1959,1,9
US,Dugger,"Indiana, Sullivan",892,8,2
US,Jalapa,"Indiana, Grant",248,2,8
US,West Harrison,"Indiana, Dearborn",281,2,1
US,Syracuse,"Indiana, Kosciusko",7068,7,8
US,West College Corner,"Indiana, Union",643,6,3
US,Marion,"Indiana, Grant",41165,4,5
US,Center Point,"Indiana, Clay",232,2,2
US,Hidden Valley,"Indiana, Dearborn",5344,5,4
US,Monrovia,"Indiana, Morgan",1443,1,3
US,Greenville,"Indiana, Floyd",863,8,3
US,Milltown,"Indiana, Crawford",812,8,2
US,Ligonier,"Indiana, Noble",4752,4,2
US,Andrews,"Indiana, Huntington",1133,1,3
US,Birdseye,"Indiana, Dubois",418,4,8
US,Stinesville,"Indiana, Monroe",217,2,7
US,Michigantown,"Indiana, Clinton",457,4,7
US,Haubstadt,"Indiana, Gibson",1705,1,5
US,Alexandria,"Indiana, Madison",5015,5,5
US,Florence,"Indiana, Switzerland",18,1,8
US,Clifford,"Indiana, Bartholomew",240,2,0
US,Smithville-Sanders,"Indiana, Monroe",3362,3,2
US,Petersburg,"Indiana, Pike",2307,2,7
US,Linden,"Indiana, Montgomery",764,7,4
US,Van Buren,"Indiana, Grant",820,8,0
US,Long Beach,"Indiana, LaPorte",1156,1,6
US,Valparaiso,"Indiana, Porter",33376,3,6
US,Centerville,"Indiana, Wayne",2549,2,9
US,New Castle,"Indiana, Henry",21855,2,5
US,Spurgeon,"Indiana, Pike",199,1,9
US,Vincennes,"Indiana, Knox",20501,2,1
US,Claypool,"Indiana, Kosciusko",430,4,0
US,East Enterprise,"Indiana, Switzerland",438,4,8
US,Auburn,"Indiana, DeKalb",22457,2,7
US,Manilla,"Indiana, Rush",297,2,7
US,Darlington,"Indiana, Montgomery",852,8,2
US,Vallonia,"Indiana, Jackson",277,2,7
US,Lowell,"Indiana, Lake",10253,1,3
US,Oxford,"Indiana, Benton",1130,1,0
US,Idaville,"Indiana, White",564,5,4
US,Darmstadt,"Indiana, Vanderburgh",1425,1,5
US,Portland,"Indiana, Jay",5929,5,9
US,Shorewood Forest,"Indiana, Porter",2512,2,2
US,Cordry Sweetwater Lakes,"Indiana, Brown",1108,1,8
US,Woodlawn Heights,"Indiana, Madison",78,7,8
US,Lawrence,"Indiana, Marion",48704,4,4
US,Matthews,"Indiana, Grant",561,5,1
US,Gas City,"Indiana, Grant",5805,5,5
US,Knightstown,"Indiana, Henry",2831,2,1
US,Hebron,"Indiana, Porter",3485,3,5
US,Ulen,"Indiana, Boone",125,1,5
US,Arlington,"Indiana, Rush",434,4,4
US,Leo-Cedarville,"Indiana, Allen",3789,3,9
US,Saltillo,"Indiana, Washington",91,9,1
US,Farmersburg,"Indiana, Sullivan",1081,1,1
US,Rensselaer,"Indiana, Jasper",6067,6,7
US,Dana,"Indiana, Vermillion",573,5,3
US,Lagro,"Indiana, Wabash",397,3,7
US,Rochester,"Indiana, Fulton",7041,7,1
US,Roseland,"Indiana, St. Joseph",631,6,1
US,Scotland,"Indiana, Greene",146,1,6
US,New Trenton,"Indiana, Franklin",331,3,1
US,Dayton,"Indiana, Tippecanoe",1647,1,7
US,New Pekin,"Indiana, Washington",1381,1,1
US,Macy,"Indiana, Miami",202,2,2
US,Brooklyn,"Indiana, Morgan",1579,1,9
US,Southport,"Indiana, Marion",1763,1,3
US,New Harmony,"Indiana, Posey",763,7,3
US,Jeffersonville,"Indiana, Clark",47383,4,3
US,Ambia,"Indiana, Benton",219,2,9
US,Scipio,"Indiana, Jennings",90,9,0
US,Ingalls,"Indiana, Madison",2446,2,6
US,Trafalgar,"Indiana, Johnson",1232,1,2
US,Roann,"Indiana, Wabash",458,4,8
US,Montmorenci,"Indiana, Tippecanoe",250,2,0
US,Burket,"Indiana, Kosciusko",197,1,7
US,Elnora,"Indiana, Daviess",664,6,4
US,Aberdeen,"Indiana, Porter",1602,1,2
US,Bruceville,"Indiana, Knox",476,4,6
US,St. Bernice,"Indiana, Vermillion",390,3,0
US,Bluffton,"Indiana, Wells",10085,1,5
US,Nashville,"Indiana, Brown",1072,1,2
US,Greensburg,"Indiana, Decatur",11971,1,1
US,Ridgeville,"Indiana, Randolph",755,7,5
US,Pendleton,"Indiana, Madison",4287,4,7
US,Toad Hop,"Indiana, Vigo",136,1,6
US,Kingsford Heights,"Indiana, LaPorte",1400,1,0
US,Chandler,"Indiana, Warrick",3371,3,1
US,Wheeler,"Indiana, Porter",405,4,5
US,Williamsport,"Indiana, Warren",1837,1,7
US,Freetown,"Indiana, Jackson",320,3,0
US,Martinsville,"Indiana, Morgan",13022,1,2
US,Versailles,"Indiana, Ripley",2102,2,2
US,Mitchell,"Indiana, Lawrence",4106,4,6
US,Monroe,"Indiana, Adams",875,8,5
US,Albany,"Indiana, Delaware",2169,2,9
US,Holton,"Indiana, Ripley",473,4,3
US,Cayuga,"Indiana, Vermillion",1114,1,4
US,Frankton,"Indiana, Madison",1833,1,3
US,Chesterton,"Indiana, Porter",13503,1,3
US,Lakes of the Four Seasons,"Indiana, Lake",7061,7,1
US,Indianapolis,"Indiana, Marion",1564699,1,9
US,Monticello,"Indiana, White",8468,8,8
US,North Judson,"Indiana, Starke",1715,1,5
US,Monroeville,"Indiana, Allen",1327,1,7
US,Walkerton,"Indiana, St. Joseph",3208,3,8
US,Clermont,"Indiana, Marion",1423,1,3
US,East Chicago,"Indiana, Lake",28215,2,5
US,Bedford,"Indiana, Lawrence",14845,1,5
US,Howe,"Indiana, LaGrange",493,4,3
US,Bicknell,"Indiana, Knox",3165,3,5
US,Sims,"Indiana, Grant",166,1,6
US,Rushville,"Indiana, Rush",6425,6,5
US,Elizabethtown,"Indiana, Bartholomew",525,5,5
US,Fowlerton,"Indiana, Grant",249,2,9
US,Deputy,"Indiana, Jefferson",10,1,0
US,Clarksburg,"Indiana, Decatur",184,1,4
US,Kokomo,"Indiana, Howard",79099,7,9
US,Sellersburg,"Indiana, Clark",8860,8,0
US,Coalmont,"Indiana, Clay",190,1,0
US,Fremont,"Indiana, Steuben",2162,2,2
US,Earl Park,"Indiana, Benton",336,3,6
US,Ellettsville,"Indiana, Monroe",6677,6,7
US,Jonesboro,"Indiana, Grant",1662,1,2
US,Lynnville,"Indiana, Warrick",949,9,9
US,Attica,"Indiana, Fountain",5036,5,6
US,Straughn,"Indiana, Henry",215,2,5
US,La Crosse,"Indiana, LaPorte",532,5,2
US,Etna Green,"Indiana, Kosciusko",590,5,0
US,Crown Point,"Indiana, Lake",29625,2,5
US,Odon,"Indiana, Daviess",1402,1,2
US,Mount Carmel,"Indiana, Franklin",80,8,0
US,Spiceland,"Indiana, Henry",852,8,2
US,Dillsboro,"Indiana, Dearborn",1404,1,4
US,Clinton,"Indiana, Vermillion",6202,6,2
US,Greenfield,"Indiana, Hancock",22094,2,4
US,Shipshewana,"Indiana, LaGrange",704,7,4
US,Fredericksburg,"Indiana, Washington",173,1,3
US,Montpelier,"Indiana, Blackford",1691,1,1
US,Greendale,"Indiana, Dearborn",4417,4,7
US,Homecroft,"Indiana, Marion",750,7,0
US,Spring Lake,"Indiana, Hancock",222,2,2
US,Millhousen,"Indiana, Decatur",132,1,2
US,Taylorsville,"Indiana, Bartholomew",1045,1,5
US,Mulberry,"Indiana, Clinton",1229,1,9
US,Crane,"Indiana, Martin",178,1,8
US,Windfall City,"Indiana, Tipton",671,6,1
US,Patriot,"Indiana, Switzerland",205,2,5
US,Paoli,"Indiana, Orange",3232,3,2
US,Owensville,"Indiana, Gibson",1330,1,0
US,Morocco,"Indiana, Newton",1113,1,3
US,North Salem,"Indiana, Hendricks",532,5,2
US,Winfield,"Indiana, Lake",5684,5,4
US,Mount Auburn,"Indiana, Wayne",105,1,5
US,Shelburn,"Indiana, Sullivan",1217,1,7
US,Columbia City,"Indiana, Whitley",9535,9,5
US,Dale,"Indiana, Spencer",1502,1,2
US,Kirklin,"Indiana, Clinton",767,7,7
US,Hanover,"Indiana, Jefferson",3513,3,3
US,Roselawn,"Indiana, Newton",4594,4,4
US,Hagerstown,"Indiana, Wayne",1690,1,0
US,Lafayette,"Indiana, Tippecanoe",159293,1,3
US,Buffalo,"Indiana, White",915,9,5
US,Garrett,"Indiana, DeKalb",6364,6,4
US,Albion,"Indiana, Noble",2327,2,7
US,Whiting,"Indiana, Lake",4825,4,5
US,Burns Harbor,"Indiana, Porter",1727,1,7
US,Kentland,"Indiana, Newton",1697,1,7
US,Staunton,"Indiana, Clay",513,5,3
US,Poseyville,"Indiana, Posey",1035,1,5
US,Kempton,"Indiana, Tipton",314,3,4
US,Waveland,"Indiana, Montgomery",422,4,2
US,Bryant,"Indiana, Jay",250,2,0
US,Wheatfield,"Indiana, Jasper",840,8,0
US,Alfordsville,"Indiana, Daviess",105,1,5
US,Cambridge City,"Indiana, Wayne",3615,3,5
US,Hymera,"Indiana, Sullivan",770,7,0
US,Carthage,"Indiana, Rush",890,8,0
US,Richmond,"Indiana, Wayne",42508,4,8
US,Plainville,"Indiana, Daviess",493,4,3
US,Avilla,"Indiana, Noble",2425,2,5
US,Hobart,"Indiana, Lake",28255,2,5
US,Freelandville,"Indiana, Knox",837,8,7
US,Fortville,"Indiana, Hancock",4032,4,2
US,Leavenworth,"Indiana, Crawford",233,2,3
US,Burnettsville,"Indiana, White",338,3,8
US,Hudson,"Indiana, Steuben",523,5,3
US,Covington,"Indiana, Fountain",2509,2,9
US,Butler,"Indiana, DeKalb",2661,2,1
US,Edgewood,"Indiana, Madison",1862,1,2
US,Orestes,"Indiana, Madison",409,4,9
US,Greens Fork,"Indiana, Wayne",390,3,0
US,Harrodsburg,"Indiana, Monroe",790,7,0
US,East Germantown,"Indiana, Wayne",352,3,2
US,Reynolds,"Indiana, White",526,5,6
US,Wingate,"Indiana, Montgomery",263,2,3
US,Crandall,"Indiana, Harrison",151,1,1
US,Ferdinand,"Indiana, Dubois",2205,2,5
US,Mount Vernon,"Indiana, Posey",6813,6,3
US,Shepardsville,"Indiana, Vigo",269,2,9
US,Parkers Settlement,"Indiana, Posey",663,6,3
US,Portage,"Indiana, Porter",36672,3,2
US,Goshen,"Indiana, Elkhart",33220,3,0
US,West Lafayette,"Indiana, Tippecanoe",46269,4,9
US,Bainbridge,"Indiana, Putnam",749,7,9
US,Worthington,"Indiana, Greene",1414,1,4
US,Warren,"Indiana, Huntington",1211,1,1
US,Crothersville,"Indiana, Jackson",1564,1,4
US,Brook,"Indiana, Newton",969,9,9
US,Yeoman,"Indiana, Carroll",136,1,6
US,Washington,"Indiana, Daviess",13117,1,7
US,Stilesville,"Indiana, Hendricks",331,3,1
US,Huntingburg,"Indiana, Dubois",5562,5,2
US,Remington,"Indiana, Jasper",1164,1,4
US,Laconia,"Indiana, Harrison",51,5,1
US,Ogden Dunes,"Indiana, Porter",1094,1,4
US,Terre Haute,"Indiana, Vigo",92722,9,2
US,Huntington,"Indiana, Huntington",17886,1,6
US,Medaryville,"Indiana, Pulaski",573,5,3
US,Jamestown,"Indiana, Boone",931,9,1
US,Cromwell,"Indiana, Noble",503,5,3
US,Lanesville,"Indiana, Harrison",569,5,9
US,Moores Hill,"Indiana, Dearborn",611,6,1
US,Koontz Lake,"Indiana, Starke",1521,1,1
US,Farmland,"Indiana, Randolph",1261,1,1
US,Cadiz,"Indiana, Henry",142,1,2
US,Austin,"Indiana, Scott",4120,4,0
US,Kingman,"Indiana, Fountain",484,4,4
US,Evansville,"Indiana, Vanderburgh",232285,2,5
US,Georgetown,"Indiana, Floyd",3261,3,1
US,Seymour,"Indiana, Jackson",23031,2,1
US,Argos,"Indiana, Marshall",1637,1,7
US,New Whiteland,"Indiana, Johnson",6092,6,2
US,Somerset,"Indiana, Wabash",520,5,0
US,Holland,"Indiana, Dubois",624,6,4
US,Westville,"Indiana, LaPorte",5753,5,3
US,Veedersburg,"Indiana, Fountain",2074,2,4
US,Mackey,"Indiana, Gibson",104,1,4
US,Perrysville,"Indiana, Vermillion",433,4,3
US,Borden,"Indiana, Clark",922,9,2
US,North Liberty,"Indiana, St. Joseph",1932,1,2
US,Clear Lake,"Indiana, Steuben",340,3,0
US,North Crows Nest,"Indiana, Marion",47,4,7
US,Dune Acres,"Indiana, Porter",181,1,1
US,Raglesville,"Indiana, Daviess",24,2,4
US,Colburn,"Indiana, Tippecanoe",325,3,5
US,Linton,"Indiana, Greene",5636,5,6
US,Montgomery,"Indiana, Daviess",348,3,8
US,Brazil,"Indiana, Clay",8078,8,8
US,Alton,"Indiana, Crawford",54,5,4
US,Sandborn,"Indiana, Knox",407,4,7
US,Batesville,"Indiana, Ripley",7831,7,1
US,Oolitic,"Indiana, Lawrence",1160,1,0
US,Fowler,"Indiana, Benton",2274,2,4
US,Dunreith,"Indiana, Henry",171,1,1
US,New Goshen,"Indiana, Vigo",419,4,9
US,Galveston,"Indiana, Cass",1268,1,8
US,Blountsville,"Indiana, Henry",130,1,0
US,Hamlet,"Indiana, Starke",764,7,4
US,Wolcott,"Indiana, White",977,9,7
US,Springport,"Indiana, Henry",141,1,1
US,Princeton,"Indiana, Gibson",8602,8,2
US,Shelby,"Indiana, Lake",465,4,5
US,Bourbon,"Indiana, Marshall",1767,1,7
US,Hope,"Indiana, Bartholomew",2180,2,0
US,Rossville,"Indiana, Clinton",1627,1,7
US,Cicero,"Indiana, Hamilton",4862,4,2
US,Monon,"Indiana, White",1752,1,2
US,New Palestine,"Indiana, Hancock",2370,2,0
US,Oldenburg,"Indiana, Franklin",654,6,4
US,Frankfort,"Indiana, Clinton",16079,1,9
US,Wabash,"Indiana, Wabash",9877,9,7
US,Mier,"Indiana, Grant",78,7,8
US,Cedar Lake,"Indiana, Lake",12470,1,0
US,Francesville,"Indiana, Pulaski",808,8,8
US,Salamonia,"Indiana, Jay",154,1,4
US,Otwell,"Indiana, Pike",426,4,6
US,Avon,"Indiana, Hendricks",17568,1,8
US,Burns City,"Indiana, Martin",165,1,5
US,Huntertown,"Indiana, Allen",6729,6,9
US,Mentone,"Indiana, Kosciusko",973,9,3
US,Bristol,"Indiana, Elkhart",1683,1,3
US,Highland,"Indiana, Lake",22585,2,5
US,Union City,"Indiana, Randolph",5257,5,7
US,Bargersville,"Indiana, Johnson",7457,7,7
US,Fishers,"Indiana, Hamilton",91832,9,2
US,Atlanta,"Indiana, Hamilton",748,7,8
US,Salem,"Indiana, Washington",6391,6,1
US,Eaton,"Indiana, Delaware",1741,1,1
US,Boswell,"Indiana, Benton",756,7,6
US,Van Bibber Lake,"Indiana, Putnam",643,6,3
US,Sweetser,"Indiana, Grant",1164,1,4
US,Markle,"Indiana, Huntington",1084,1,4
US,Little York,"Indiana, Washington",188,1,8
US,Utica,"Indiana, Clark",836,8,6
US,Schererville,"Indiana, Lake",28633,2,3
US,Fairview Park,"Indiana, Vermillion",1312,1,2
US,Ashley,"Indiana, DeKalb",975,9,5
US,English,"Indiana, Crawford",629,6,9
US,Hamilton,"Indiana, Steuben",1547,1,7
US,Crows Nest,"Indiana, Marion",78,7,8
US,Bloomfield,"Indiana, Greene",2413,2,3
US,Laurel,"Indiana, Franklin",499,4,9
US,Griffith,"Indiana, Lake",16152,1,2
US,Winchester,"Indiana, Randolph",4761,4,1
US,Onward,"Indiana, Cass",98,9,8
US,Edwardsport,"Indiana, Knox",295,2,5
US,Knox,"Indiana, Starke",3171,3,1
US,Tennyson,"Indiana, Warrick",302,3,2
US,Hartsville,"Indiana, Bartholomew",393,3,3
US,Williams Creek,"Indiana, Marion",423,4,3
US,Fontanet,"Indiana, Vigo",360,3,0
US,Ragsdale,"Indiana, Knox",236,2,6
US,Goodland,"Indiana, Newton",1013,1,3
US,Greensboro,"Indiana, Henry",138,1,8
US,Dubois,"Indiana, Dubois",173,1,3
US,Canaan,"Indiana, Jefferson",89,8,9
US,Camden,"Indiana, Carroll",607,6,7
US,Pine Village,"Indiana, Warren",202,2,2
US,Munster,"Indiana, Lake",22717,2,7
US,Winona Lake,"Indiana, Kosciusko",5149,5,9
US,Knightsville,"Indiana, Clay",766,7,6
US,Westport,"Indiana, Decatur",1436,1,6
US,Newtown,"Indiana, Fountain",249,2,9
US,Memphis,"Indiana, Clark",941,9,1
US,Lynn,"Indiana, Randolph",1042,1,2
US,Riley,"Indiana, Vigo",220,2,0
US,Nappanee,"Indiana, Elkhart",7135,7,5
US,Russiaville,"Indiana, Howard",1094,1,4
US,Universal,"Indiana, Vermillion",344,3,4
US,Larwill,"Indiana, Whitley",284,2,4
US,Palmyra,"Indiana, Harrison",941,9,1
US,Oakland City,"Indiana, Gibson",2490,2,0
US,Dresser,"Indiana, Vigo",13,1,3
US,Francisco,"Indiana, Gibson",468,4,8
US,New Salisbury,"Indiana, Harrison",555,5,5
US,New Carlisle,"Indiana, St. Joseph",3697,3,7
US,Mooresville,"Indiana, Morgan",9641,9,1
US,Westfield,"Indiana, Hamilton",39493,3,3
US,Lidderdale,"Iowa, Carroll",173,1,3
US,Sioux Rapids,"Iowa, Buena Vista",767,7,7
US,Marble Rock,"Iowa, Floyd",290,2,0
US,Gillett Grove,"Iowa, Clay",48,4,8
US,Crawfordsville,"Iowa, Washington",269,2,9
US,Alburnett,"Iowa, Linn",699,6,9
US,Callender,"Iowa, Webster",356,3,6
US,Stanton,"Iowa, Montgomery",637,6,7
US,Aurora,"Iowa, Buchanan",164,1,4
US,Knierim,"Iowa, Calhoun",61,6,1
US,Sexton,"Iowa, Kossuth",42,4,2
US,East Peru,"Iowa, Madison",130,1,0
US,Fairfax,"Iowa, Linn",2631,2,1
US,Jamaica,"Iowa, Guthrie",217,2,7
US,Sanborn,"Iowa, O'Brien",1384,1,4
US,Washta,"Iowa, Cherokee",229,2,9
US,Miller,"Iowa, Hancock",0,0,0
US,Rodman,"Iowa, Palo Alto",44,4,4
US,Eldon,"Iowa, Wapello",915,9,5
US,Mount Ayr,"Iowa, Ringgold",1666,1,6
US,Melvin,"Iowa, Osceola",201,2,1
US,Ireton,"Iowa, Sioux",601,6,1
US,Panama,"Iowa, Shelby",209,2,9
US,Hull,"Iowa, Sioux",2309,2,9
US,New London,"Iowa, Henry",1857,1,7
US,St. Olaf,"Iowa, Clayton",101,1,1
US,Jackson Junction,"Iowa, Winneshiek",54,5,4
US,Luther,"Iowa, Boone",135,1,5
US,Stacyville,"Iowa, Mitchell",472,4,2
US,Pilot Mound,"Iowa, Boone",170,1,0
US,Ainsworth,"Iowa, Washington",580,5,0
US,Neola,"Iowa, Pottawattamie",866,8,6
US,Pacific Junction,"Iowa, Mills",470,4,0
US,Kalona,"Iowa, Washington",2544,2,4
US,Bussey,"Iowa, Marion",414,4,4
US,Monona,"Iowa, Clayton",1488,1,8
US,Templeton,"Iowa, Carroll",338,3,8
US,Whittemore,"Iowa, Kossuth",484,4,4
US,Turin,"Iowa, Monona",64,6,4
US,Mineola,"Iowa, Mills",155,1,5
US,Griswold,"Iowa, Cass",963,9,3
US,Waterloo,"Iowa, Black Hawk",112060,1,0
US,Rockford,"Iowa, Floyd",825,8,5
US,Wahpeton,"Iowa, Dickinson",346,3,6
US,Kamrar,"Iowa, Hamilton",195,1,5
US,Sergeant Bluff,"Iowa, Woodbury",4706,4,6
US,St. Paul,"Iowa, Lee",126,1,6
US,Grimes,"Iowa, Polk",12742,1,2
US,Bennett,"Iowa, Cedar",389,3,9
US,Cushing,"Iowa, Woodbury",216,2,6
US,Bonaparte,"Iowa, Van Buren",411,4,1
US,Granville,"Iowa, Sioux",307,3,7
US,Hillsboro,"Iowa, Henry",178,1,8
US,Lambs Grove,"Iowa, Jasper",169,1,9
US,Keota,"Iowa, Keokuk",955,9,5
US,Allison,"Iowa, Butler",995,9,5
US,Menlo,"Iowa, Guthrie",348,3,8
US,Murray,"Iowa, Clarke",726,7,6
US,Mallard,"Iowa, Palo Alto",265,2,5
US,Wilton,"Iowa, Muscatine",2821,2,1
US,Redfield,"Iowa, Dallas",795,7,5
US,Denver,"Iowa, Bremer",1838,1,8
US,Ellston,"Iowa, Ringgold",42,4,2
US,Chariton,"Iowa, Lucas",3714,3,4
US,Hansell,"Iowa, Franklin",94,9,4
US,Luzerne,"Iowa, Benton",94,9,4
US,Little Sioux,"Iowa, Harrison",164,1,4
US,Redding,"Iowa, Ringgold",80,8,0
US,Luana,"Iowa, Clayton",275,2,5
US,Cedar Falls,"Iowa, Black Hawk",41570,4,0
US,Peosta,"Iowa, Dubuque",1699,1,9
US,Le Roy,"Iowa, Decatur",14,1,4
US,South English,"Iowa, Keokuk",205,2,5
US,DeWitt,"Iowa, Clinton",4547,4,7
US,Rathbun,"Iowa, Appanoose",83,8,3
US,Le Grand,"Iowa, Marshall",936,9,6
US,Donahue,"Iowa, Scott",368,3,8
US,Wapello,"Iowa, Louisa",2023,2,3
US,Inwood,"Iowa, Lyon",828,8,8
US,Coggon,"Iowa, Linn",673,6,3
US,Independence,"Iowa, Buchanan",5824,5,4
US,Clarence,"Iowa, Cedar",970,9,0
US,West Liberty,"Iowa, Muscatine",3709,3,9
US,Westside,"Iowa, Crawford",293,2,3
US,Balltown,"Iowa, Dubuque",67,6,7
US,Keomah Village,"Iowa, Mahaska",84,8,4
US,Guttenberg,"Iowa, Clayton",1828,1,8
US,Elma,"Iowa, Howard",527,5,7
US,Mingo,"Iowa, Jasper",305,3,5
US,St. Anthony,"Iowa, Marshall",101,1,1
US,Conesville,"Iowa, Muscatine",425,4,5
US,Maharishi Vedic City,"Iowa, Jefferson",1305,1,5
US,Mondamin,"Iowa, Harrison",379,3,9
US,Sutherland,"Iowa, O'Brien",602,6,2
US,Olds,"Iowa, Henry",226,2,6
US,Rossie,"Iowa, Clay",68,6,8
US,Danville,"Iowa, Des Moines",921,9,1
US,Gilbert,"Iowa, Story",1140,1,0
US,Hayfield,"Iowa, Hancock",56,5,6
US,Geneva,"Iowa, Franklin",155,1,5
US,Donnellson,"Iowa, Lee",862,8,2
US,Toronto,"Iowa, Clinton",120,1,0
US,Princeton,"Iowa, Scott",943,9,3
US,Osterdock,"Iowa, Clayton",57,5,7
US,Lehigh,"Iowa, Webster",401,4,1
US,Fort Dodge,"Iowa, Webster",24223,2,3
US,Grand Junction,"Iowa, Greene",784,7,4
US,Missouri Valley,"Iowa, Harrison",2631,2,1
US,Lockridge,"Iowa, Jefferson",295,2,5
US,Livermore,"Iowa, Humboldt",363,3,3
US,Harper,"Iowa, Keokuk",109,1,9
US,Thornton,"Iowa, Cerro Gordo",408,4,8
US,Rockwell,"Iowa, Cerro Gordo",1008,1,8
US,Brandon,"Iowa, Buchanan",309,3,9
US,Schleswig,"Iowa, Crawford",874,8,4
US,Elkhart,"Iowa, Polk",812,8,2
US,Coin,"Iowa, Page",178,1,8
US,Bradford,"Iowa, Franklin",56,5,6
US,St. Donatus,"Iowa, Jackson",128,1,8
US,Kensett,"Iowa, Worth",260,2,0
US,Lewis,"Iowa, Cass",408,4,8
US,Pleasanton,"Iowa, Decatur",44,4,4
US,Elk Run Heights,"Iowa, Black Hawk",1142,1,2
US,Zearing,"Iowa, Story",530,5,0
US,Nevada,"Iowa, Story",6707,6,7
US,Muscatine,"Iowa, Muscatine",26335,2,5
US,Orleans,"Iowa, Dickinson",597,5,7
US,Waterville,"Iowa, Allamakee",141,1,1
US,Fontanelle,"Iowa, Adair",610,6,0
US,Ladora,"Iowa, Iowa",274,2,4
US,La Motte,"Iowa, Jackson",248,2,8
US,Arispe,"Iowa, Union",96,9,6
US,Woodward,"Iowa, Dallas",1426,1,6
US,Vinton,"Iowa, Benton",4907,4,7
US,Montezuma,"Iowa, Poweshiek",1409,1,9
US,Exline,"Iowa, Appanoose",153,1,3
US,Long Grove,"Iowa, Scott",856,8,6
US,Greene,"Iowa, Butler",1079,1,9
