number,first,last
13960,1,0
13534,1,4
14018,1,8
1001,1,1
5750,5,0
13865,1,5
2758,2,8
17602,1,2
874833,8,3
30028,3,8
3481,3,1
9477,9,7
565768,5,8
372398,3,8
33829,3,9
40704,4,4
2566,2,6
3092,3,2
170987,1,7
2052877,2,7
5565,5,5
16297,1,7
5596,5,6
33333,3,3
1005,1,5
33333,3,3
54015,5,5
51285,5,5
5924,5,4
3295,3,5
13615,1,5
2340,2,0
216911,2,1
8705,8,5
9390,9,0
44255,4,5
19625,1,5
13000,1,0
77734,7,4
31465,3,5
8416,8,6
4140,4,0
66975,6,5
8058,8,8
200,2,0
2458,2,8
4986,4,6
2082,2,2
140,1,0
2478,2,8
70,7,0
3662,3,2
4987,4,7
1495,1,5
8359,8,9
3563,3,3
2645,2,5
480,4,0
140,1,0
1943,1,3
12000,1,0
6000,6,0
6000,6,0
670372,6,2
670372,6,2
670372,6,2
49533,4,3
100000,1,5
100000,1,5
100000,1,5
2784,2,4
1125,1,5
1441,1,1
137,1,7
1000,1,0
19342,1,2
20875,2,5
5488,5,8
66211,6,1
85000,8,0
85000,8,0
85000,8,0
2870,2,0
2460,2,0
4100,4,0
1450000,1,0
6500,6,0
7500,7,0
30762,3,2
12100,1,0
6050,6,0
6050,6,0
1218,1,8
5612,5,2
5500,5,0
124250,1,0
7679,7,9
58425,5,5
5000,5,0
270446,2,6
125724,1,4
2255,2,5
10257,1,7
1281346,1,6
8000,8,0
11433,1,3
1983,1,3
7369,7,9
26643,2,3
26643,2,3
26643,2,3
9984,9,4
9275,9,5
14508,1,8
6350,6,0
120320,1,0
18243,1,3
2696,2,6
2900,2,0
4389,4,9
3950,3,0
4543,4,3
4505,4,5
4403,4,3
177590,1,0
152085,1,5
584472,5,2
6000,6,0
294000,2,0
8652,8,2
2522,2,2
7490,7,0
9551,9,1
50000,5,0
50000,5,0
50000,5,0
500000,5,5
10000,1,0
10000,1,0
51450,5,0
56350,5,0
107095,1,5
87725,8,5
287000,2,0
17593,1,3
1217,1,7
9253,9,3
8249,8,9
8774,8,4
20675,2,5
20567,2,7
20511,2,1
44836,4,6
69940,6,0
3000,3,0
11368,1,8
46624,4,4
23520,2,0
72112,7,2
9769,9,9
4600,4,0
18740,1,0
794,7,4
523,5,3
75996,7,6
10531,1,1
1234,1,4
3701,3,1
1850,1,0
75187,7,7
635000,6,0
87925,8,5
12500,1,0
13000,1,0
407,4,7
580488,5,8
627432,6,2
609685,6,5
390,3,0
1706,1,6
13540,1,0
1115739,1,9
128678,1,8
8852,8,2
1252589,1,9
1333497,1,7
272775,2,5
1422552,1,2
226146,2,6
1000000,1,6
15782,1,2
7500,7,0
19817,1,7
13347,1,7
19963,1,3
17560,1,0
10205,1,5
70580,7,0
8550,8,0
18900,1,0
17550,1,0
16200,1,0
25650,2,0
2700,2,0
15340,1,0
21620,2,0
2250,2,0
39660,3,0
38310,3,0
23420,2,0
18667,1,7
18667,1,7
18667,1,7
20633,2,3
175,1,5
13795,1,5
220070,2,0
6278,6,8
6354,6,4
42388,4,8
43667,4,7
71679,7,9
6965,6,5
28904,2,4
41576,4,6
9519,9,9
6285,6,5
65806,6,6
198804,1,4
33882,3,2
193000,1,0
3193,3,3
2831,2,1
157246,1,6
41845,4,5
546911,5,1
251730,2,0
2962,2,2
37362,3,2
6076,6,6
410639,4,9
41299,4,9
4290,4,0
44288,4,8
2644,2,4
97097,9,7
3416,3,6
3584,3,4
5831,5,1
208126,2,6
3626,3,6
2990,2,0
172418,1,8
138547,1,7
60286,6,6
15057,1,7
4122,4,2
166364,1,4
49538,4,8
78954,7,4
3594,3,4
50501,5,1
147488,1,8
7029,7,9
39146,3,6
2767,2,7
65492,6,2
42764,4,4
217834,2,4
69787,6,7
89237,8,7
76308,7,8
81296,8,6
6500,6,0
8911,8,1
12786,1,6
500000,5,5
500000,5,5
17500,1,0
150000,1,0
91250,9,0
8625,8,5
45000,4,0
357133,3,3
316007,3,7
5994,5,4
256545,2,5
75938,7,8
365575,3,5
14048,1,8
1025,1,5
46910,4,0
3161,3,1
3402,3,2
3825,3,5
7250,7,0
296,2,6
5101,5,1
2308,2,8
11000,1,0
6250,6,0
9000,9,0
6000,6,0
6696,6,6
3500,3,0
7000,7,0
12500,1,0
12500,1,0
3500,3,0
3500,3,0
48728,4,8
44953,4,3
11818,1,8
2036,2,6
6076,6,6
10118,1,8
6104,6,4
10741,1,1
5277,5,7
9901,9,1
182263,1,3
50290,5,0
16837,1,7
49050,4,0
33778,3,8
12691,1,1
68418,6,8
4008,4,8
13371,1,1
102239,1,9
19960,1,0
14644,1,4
7000,7,0
2577,2,7
114,1,4
2896,2,6
1598,1,8
2973,2,3
1156,1,6
453,4,3
989,9,9
2574,2,4
597,5,7
923,9,3
63,6,3
5859,5,9
2572,2,2
962,9,2
4755,4,5
2503,2,3
114,1,4
8,8,8
4433,4,3
382,3,2
5186,5,6
481,4,1
191,1,1
63,6,3
8,8,8
2940,2,0
15000,1,0
9960,9,0
8334086,8,6
4600000,4,0
1133,1,3
136750,1,0
12372404,1,4
89611,8,1
5228,5,8
185151,1,1
26349,2,9
14373,1,3
1500000,1,0
47340,4,0
87943,8,3
60767,6,7
1524143,1,3
974000,9,0
42699219,4,9
420000,4,0
1070504,1,4
117260,1,0
1683051,1,1
2083261,2,1
105000,1,0
2079,2,9
33852,3,2
4935,4,5
1463,1,3
13037,1,7
2745,2,5
55000,5,0
52916,5,6
2386,2,6
576,5,6
4215,4,5
32,3,2
68,6,8
2256,2,6
2065,2,5
148,1,8
1470,1,0
85,8,5
10,1,0
3657,3,7
566,5,6
113,1,3
519,5,9
1630,1,0
1506,1,6
197,1,7
2964,2,4
634,6,4
867,8,7
137,1,7
466,4,6
602,6,2
1749,1,9
2369,2,9
85059,8,9
203364,2,4
63366,6,6
225,2,5
17424,1,4
9599,9,9
9721,9,1
6361,6,1
6361,6,1
5897,5,7
9721,9,1
5897,5,7
176789,1,9
150166,1,6
196129,1,9
27296,2,6
31843,3,3
1851,1,1
1963,1,3
4473,4,3
14683,1,3
1976,1,6
5479,5,9
1620,1,0
3620,3,0
116417,1,7
101261,1,1
70847,7,7
77933,7,3
8371,8,1
6705,6,5
1000,1,0
150000,1,0
41000,4,0
767,7,7
2228,2,8
767,7,7
773,7,3
4455,4,5
1142,1,2
767,7,7
576,5,6
5928,5,8
2456,2,6
658,6,8
2785,2,5
101078,1,8
124293,1,3
101302,1,2
44139,4,9
44139,4,9
44139,4,9
412,4,2
536181,5,1
27294,2,4
16000,1,0
57604,5,4
2768,2,8
26700,2,0
50,5,0
14517,1,7
14690,1,0
476,4,6
68465,6,5
23217,2,7
87354,8,4
6446,6,6
59791,5,1
20033,2,3
49339,4,9
55000,5,0
55000,5,0
55000,5,0
4837,4,7
5051,5,1
4856,4,6
400000,4,5
9597,9,7
6149,6,9
11783,1,3
29802,2,2
7178,7,8
54400,5,0
31323,3,3
4000,4,0
5650,5,0
165461,1,1
451335,4,5
122309,1,9
22,2,2
32771,3,1
100000,1,5
113539,1,9
7000,7,0
6000,6,0
105000,1,0
45000,4,0
5100,5,0
20145,2,5
132,1,2
5572,5,2
162,1,2
56,5,6
4588,4,8
398,3,8
373583,3,3
328977,3,7
305872,3,2
330,3,0
321201,3,1
78522,7,2
18015,1,5
73,7,3
10706,1,6
98,9,8
451666,4,6
56760,5,0
85425,8,5
46545,4,5
54960,5,0
38943,3,3
11213,1,3
86580,8,0
86580,8,0
4661,4,1
2982,2,2
5381,5,1
3359,3,9
8447,8,7
6890,6,0
51897,5,7
55582,5,2
12300,1,0
228,2,8
2176,2,6
45843,4,3
588,5,8
50000,5,0
3634,3,4
50000,5,0
80016,8,6
26654,2,4
12188,1,8
6000,6,0
51142,5,2
39329,3,9
59762,5,2
8500,8,0
7758,7,8
9550,9,0
2673,2,3
14798,1,8
1050,1,0
9090,9,0
350,3,0
9090,9,0
9090,9,0
1050,1,0
50282,5,2
21886,2,6
30282,3,2
7050,7,0
10915,1,5
4128,4,8
1412,1,2
3915,3,5
480,4,0
8378,8,8
947,9,7
46506,4,6
53300,5,0
48046,4,6
8783,8,3
24897,2,7
5376,5,6
12024,1,4
6854,6,4
29600,2,0
3158,3,8
6619,6,9
383,3,3
1034,1,4
3817,3,7
4097,4,7
2988,2,8
3034,3,4
35765,3,5
34711,3,1
3036,3,6
34966,3,6
3029,3,9
13535,1,5
980,9,0
990,9,0
5848,5,8
205000,2,0
2379,2,9
2329,2,9
80,8,0
80,8,0
1217,1,7
80,8,0
3804,3,4
1421,1,1
857,8,7
5139,5,9
2985,2,5
1354,1,4
4971,4,1
486,4,6
7975,7,5
1455,1,5
17311,1,1
5721,5,1
15102,1,2
29266,2,6
2210,2,0
54549,5,9
4826,4,6
1676,1,6
6114,6,4
2910,2,0
8701,8,1
2296,2,6
1173,1,3
1454,1,4
2636,2,6
955,9,5
694,6,4
708,7,8
8106,8,6
55868,5,8
25707,2,7
14418,1,8
19276,1,6
19276,1,6
19276,1,6
770000,7,0
300000,3,5
120000,1,0
300000,3,5
300000,3,5
18486,1,6
98836,9,6
22275,2,5
51706,5,6
4841,4,1
28803,2,3
33953,3,3
7848,7,8
106915,1,5
63714,6,4
39017,3,7
8136,8,6
89414,8,4
6600,6,0
4791,4,1
12626,1,6
7497,7,7
3336,3,6
12526,1,6
4056,4,6
106,1,6
919,9,9
968,9,8
10482,1,2
4049,4,9
3732,3,2
3417,3,7
6494,6,4
3823,3,3
6124,6,4
3751,3,1
75,7,5
10779,1,9
244,2,4
849,8,9
652,6,2
34,3,4
12681,1,1
34,3,4
3513,3,3
40,4,0
41,4,1
34,3,4
14491,1,1
109,1,9
317,3,7
94,9,4
5027,5,7
163,1,3
193,1,3
14671,1,1
10752,1,2
29861,2,1
10250,1,0
21000,2,0
9064,9,4
9000,9,0
3400,3,0
1269,1,9
9154,9,4
9634,9,4
8760,8,0
8198,8,8
32400,3,0
185205,1,5
194153,1,3
29361,2,1
21548,2,8
865,8,5
2312,2,2
6654,6,4
12159,1,9
19000,1,0
10423,1,3
883,8,3
903,9,3
5477,5,7
4380,4,0
3355,3,5
2698,2,8
26679,2,9
3740,3,0
3700,3,0
3600,3,0
90355,9,5
308920,3,0
10597,1,7
2506,2,6
98632,9,2
99296,9,6
97832,9,2
69078,6,8
1613,1,3
7050,7,0
58,5,8
33815,3,5
5347,5,7
14150,1,0
1453,1,3
690,6,0
127,1,7
14148,1,8
2451,2,1
2525,2,5
13072,1,2
139474,1,4
140160,1,0
159297,1,7
35520,3,0
200528,2,8
200528,2,8
200528,2,8
200528,2,8
8835,8,5
4333,4,3
5291,5,1
6106,6,6
8240,8,0
13895,1,5
46110,4,0
28670,2,0
2069,2,9
39961,3,1
34209,3,9
15900,1,0
5900,5,0
2248,2,8
2705,2,5
789,7,9
3522,3,2
938,9,8
165,1,5
89,8,9
876,8,6
1584,1,4
13738,1,8
6423,6,3
35,3,5
4175,4,5
91,9,1
4621,4,1
35,3,5
89,8,9
16301,1,1
1547,1,7
7871,7,1
35,3,5
4360,4,0
3970,3,0
89,8,9
85,8,5
651,6,1
18151,1,1
18,1,8
4015,4,5
20000,2,0
5027,5,7
6972,6,2
20192,2,2
22551,2,1
4361,4,1
96365,9,5
8337,8,7
8808,8,8
44333,4,3
18053,1,3
16171,1,1
44333,4,3
44333,4,3
15992,1,2
5166,5,6
226,2,6
181,1,1
274,2,4
1310,1,0
42,4,2
411,4,1
80,8,0
336,3,6
3427,3,7
1531,1,1
72513,7,3
27309,2,9
10606,1,6
73524,7,4
9075,9,5
6208,6,8
96018,9,8
48300,4,0
498,4,8
7902,7,2
1955,1,5
17591,1,1
4796,4,6
649,6,9
2753,2,3
299,2,9
3342,3,2
2588,2,8
41,4,1
627,6,7
11059,1,9
2368,2,8
9272,9,2
2095,2,5
600,6,0
492,4,2
4270,4,0
1441,1,1
1225,1,5
8498,8,8
4849,4,9
2016,2,6
6118,6,8
6806,6,6
5292,5,2
11026,1,6
1054890,1,0
2245959,2,9
1793,1,3
884,8,4
1972928,1,8
115,1,5
3486,3,6
4431,4,1
679,6,9
1540,1,0
18249,1,9
3456,3,6
3648,3,8
10060,1,0
599,5,9
2473,2,3
4312,4,2
69,6,9
40871,4,1
10653,1,3
1922,1,2
5640,5,0
2724,2,4
6650,6,0
26338,2,8
139771,1,1
29821,2,1
29821,2,1
29821,2,1
483,4,3
492,4,2
1059,1,9
2858,2,8
252,2,2
419,4,9
619,6,9
6182,6,2
3196,3,6
4255,4,5
4823,4,3
1835,1,5
5575,5,5
34875,3,5
18456,1,6
29680,2,0
20000,2,0
1226286,1,6
20495,2,5
64000,6,0
64000,6,0
64000,6,0
12950,1,0
4353,4,3
4702,4,2
4274,4,4
8500,8,0
15000,1,0
3377,3,7
6992,6,2
2660,2,0
5815,5,5
4883,4,3
5805,5,5
6640,6,0
7052,7,2
6992,6,2
6992,6,2
4883,4,3
5893,5,3
2150281,2,1
98264,9,4
8535,8,5
10000,1,0
72645,7,5
11967,1,7
14141,1,1
51,5,1
2076,2,6
13182,1,2
82535,8,5
69970,6,0
7479,7,9
89636,8,6
827974,8,4
2648,2,8
1143314,1,4
54667,5,7
12208,1,8
2150554,2,4
2520,2,0
1540,1,0
840,8,0
1540,1,0
823,8,3
1330,1,0
630,6,0
373077,3,7
15814,1,4
15814,1,4
17639,1,9
11179,1,9
25946,2,6
25000,2,0
326,3,6
71551,7,1
8226,8,6
88626,8,6
205,2,5
13359,1,9
25445,2,5
25445,2,5
25445,2,5
12657,1,7
1388,1,8
12900,1,0
24679,2,9
8384,8,4
516,5,6
12000,1,0
10225,1,5
2463,2,3
8000,8,0
18500,1,0
18500,1,0
7000,7,0
14972,1,2
9842,9,2
1150,1,0
15845,1,5
2645,2,5
28080,2,0
27760,2,0
4400,4,0
4400,4,0
2645,2,5
12000,1,0
4583,4,3
4759,4,9
2431,2,1
374433,3,3
517644,5,4
517644,5,4
581353,5,3
100000,1,5
100000,1,5
1124,1,4
5180,5,0
350,3,0
2560,2,0
2910,2,0
350,3,0
142,1,2
200,2,0
43758,4,8
4932,4,2
63622,6,2
684,6,4
4053,4,3
29778,2,8
3113,3,3
122968,1,8
12800,1,0
12800,1,0
2910098,2,8
9802,9,2
6006,6,6
1760,1,0
11106,1,6
26457,2,7
3350,3,0
9200,9,0
4500,4,0
4600,4,0
4500,4,0
4944,4,4
29428,2,8
27863,2,3
12784,1,4
69200,6,0
69200,6,0
69200,6,0
9830,9,0
25115,2,5
1800,1,0
14535,1,5
5665,5,5
775,7,5
9545,9,5
775,7,5
129915,1,5
129915,1,5
129915,1,5
3610,3,0
4842,4,2
4993,4,3
3638,3,8
54000,5,0
54000,5,0
54000,5,0
6411,6,1
22752,2,2
22752,2,2
22752,2,2
22752,2,2
3518,3,8
3536,3,6
3886,3,6
219141,2,1
269162,2,2
258261,2,1
11295,1,5
28752,2,2
1642,1,2
501,5,1
2029,2,9
1539,1,9
768,7,8
24373,2,3
990,9,0
5564,5,4
280,2,0
84943,8,3
6000,6,0
13011,1,1
137,1,7
86,8,6
3431,3,1
760,7,0
63663,6,3
253406,2,6
1004903,1,3
57,5,7
1293309,1,9
16851,1,1
106832,1,2
68478,6,8
72518,7,8
915,9,5
461,4,1
3167,3,7
255,2,5
730,7,0
1187,1,7
1030,1,0
1208,1,8
964,9,4
876,8,6
202,2,2
233,2,3
75,7,5
720,7,0
75,7,5
103785,1,5
2205,2,5
10000,1,0
10000,1,0
76418,7,8
39190,3,0
21056,2,6
19566,1,6
12507,1,7
32909,3,9
2786,2,6
493,4,3
975,9,5
3677,3,7
4200,4,0
3300,3,0
5000,5,0
5000,5,0
3600,3,0
30588,3,8
7316,7,6
9679,9,9
2025,2,5
1125,1,5
12000,1,0
13750,1,0
46350,4,0
46350,4,0
46350,4,0
172487,1,7
38653,3,3
38653,3,3
38653,3,3
27838,2,8
1190,1,0
11500,1,0
50720,5,0
455058,4,8
226911,2,1
6000,6,0
11020,1,0
35000,3,0
5748,5,8
1784,1,4
2204,2,4
1287,1,7
788,7,8
536262,5,2
6000,6,0
50000,5,0
7500,7,0
2237,2,7
9000,9,0
2400,2,0
3009,3,9
31434,3,4
3818,3,8
2194,2,4
1674,1,4
17350,1,0
6000,6,0
125,1,5
6499,6,9
7844,7,4
11164,1,4
8000,8,0
13600,1,0
14960,1,0
8160,8,0
13600,1,0
5500,5,0
52208,5,8
55121,5,1
40976,4,6
50000,5,0
3240,3,0
23521,2,1
33180,3,0
22884,2,4
64920,6,0
3578,3,8
4990,4,0
5500,5,0
6500,6,0
8500,8,0
10500,1,0
7000,7,0
6500,6,0
6000,6,0
6000,6,0
6000,6,0
38500,3,0
38500,3,0
38500,3,0
5500,5,0
80379,8,9
2621,2,1
1690,1,0
4905,4,5
3440,3,0
19509,1,9
1705,1,5
4796,4,6
11001,1,1
12517,1,7
44021,4,1
7500,7,0
1287,1,7
5205,5,5
2212,2,2
291923,2,3
116041,1,1
13491,1,1
21715,2,5
67795,6,5
6500,6,0
2403,2,3
53,5,3
2458,2,8
689,6,9
94,9,4
666,6,6
229,2,9
741,7,1
101,1,1
664,6,4
1040,1,0
41,4,1
2425,2,5
315,3,5
115500,1,0
20337,2,7
542371,5,1
99581,9,1
539061,5,1
518648,5,8
359577,3,7
222524,2,4
176317,1,7
137668,1,8
97950,9,0
102180,1,0
41569,4,9
105892,1,2
8000,8,0
5900,5,0
6000,6,0
6200,6,0
1371472,1,2
2605,2,5
6132,6,2
254953,2,3
450000,4,0
250000,2,0
2479,2,9
4831,4,1
1555,1,5
869,8,9
1723,1,3
844,8,4
2021,2,1
1969,1,9
1539,1,9
1705,1,5
1789,1,9
1644,1,4
18014,1,4
94,9,4
48,4,8
20273,2,3
48,4,8
58,5,8
10,1,0
21306,2,6
2105,2,5
28880,2,0
1899,1,9
93,9,3
12817,1,7
87,8,7
48,4,8
58,5,8
13368,1,8
23575,2,5
20948,2,8
30335,3,5
9021,9,1
9000,9,0
39406,3,6
4679,4,9
5780,5,0
54564,5,4
10547,1,7
42088,4,8
670,6,0
58531,5,1
1295,1,5
41127,4,7
80,8,0
8500,8,0
26,2,6
18594,1,4
28,2,8
25,2,5
18590,1,0
29,2,9
25,2,5
18668,1,8
27,2,7
29358,2,8
20179,2,9
24094,2,4
28768,2,8
29895,2,5
24002,2,2
4776,4,6
16355,1,5
16307,1,7
3411,3,1
3225,3,5
5588,5,8
72756,7,6
88065,8,5
206452,2,2
2250000,2,0
735000,7,0
427610,4,0
39290,3,0
19390,1,0
791673,7,3
175900,1,0
6000,6,0
1130,1,0
2050,2,0
428,4,8
15460,1,0
6000,6,0
63267,6,7
63054,6,4
63356,6,6
439669,4,9
227078,2,8
247913,2,3
245750,2,0
6425069,6,9
502342,5,2
1068,1,8
23379,2,9
974646,9,6
629,6,9
1800,1,0
1875,1,5
160684,1,4
1756,1,6
11688,1,8
46621,4,1
216008,2,8
2738,2,8
30000,3,0
882,8,2
1277,1,7
2105,2,5
26943,2,3
974646,9,6
216008,2,8
1445,1,5
2158,2,8
8241,8,1
2105,2,5
13357,1,7
947,9,7
200312,2,2
2316,2,6
1486,1,6
14537,1,7
6576,6,6
12691,1,1
974646,9,6
2510,2,0
8000,8,0
216008,2,8
1696,1,6
1766,1,6
216008,2,8
11235,1,5
2488,2,8
6921,6,1
6696,6,6
12000,1,0
8000,8,0
8000,8,0
30818,3,8
17230,1,0
3214,3,4
8291,8,1
4180,4,0
2510,2,0
4520,4,0
4900,4,0
10000,1,0
51082,5,2
34924,3,4
53768,5,8
10944,1,4
19422,1,2
13742,1,2
25909,2,9
30719,3,9
12070,1,0
35928,3,8
53898,5,8
8863,8,3
12819,1,9
12385,1,5
6293,6,3
5991,5,1
1942,1,2
145121,1,1
2049,2,9
128812,1,2
1856,1,6
133999,1,9
136931,1,1
1894,1,4
367702,3,2
2556,2,6
1836,1,6
1294,1,4
2054,2,4
12500,1,0
40667,4,7
40667,4,7
40667,4,7
25000,2,0
30000,3,0
6250,6,0
45816,4,6
40848,4,8
2760,2,0
21252,2,2
20732,2,2
1534174,1,4
37208468,3,8
17000000,1,7
15331996,1,6
5579375,5,5
37703724,3,4
41446,4,6
59150,5,0
23626,2,6
3115041,3,1
48216,4,6
1904243,1,3
46358,4,8
32183,3,3
5000000,5,6
40000000,4,7
9997,9,7
10041,1,1
500000,5,5
10134,1,4
119148,1,8
20000000,2,7
235391,2,1
27519325,2,5
375,3,5
4627,4,7
15000000,1,7
46487,4,7
729889,7,9
15000000,1,7
17100,1,0
10043,1,3
6034095,6,5
10271,1,1
10000000,1,7
49172,4,2
5972025,5,5
25000000,2,7
10414,1,4
44865,4,5
10706,1,6
10653,1,3
10078,1,8
47883,4,3
10350,1,0
22997636,2,6
5000000,5,6
3000000,3,6
10603,1,3
10332,1,2
32500,3,0
6500,6,0
88024,8,4
20945,2,5
62922,6,2
87962,8,2
2224,2,4
14258,1,8
119310,1,0
119017,1,7
16860,1,0
1077,1,7
7222,7,2
10201,1,1
59033,5,3
57127,5,7
325846,3,6
10000,1,0
10000,1,0
10000,1,0
200,2,0
1406,1,6
12658,1,8
390,3,0
2793,2,3
1117,1,7
3234,3,4
1406,1,6
1424,1,4
6633,6,3
2596,2,6
650,6,0
5075,5,5
50000,5,0
258322,2,2
30601,3,1
72030,7,0
11883,1,3
15220,1,0
10220,1,0
5600,5,0
5700,5,0
30315,3,5
30238,3,8
8381,8,1
38433,3,3
14093,1,3
7648,7,8
1950,1,0
14484,1,4
5640,5,0
1400,1,0
38613,3,3
1780,1,0
34511,3,1
1850,1,0
4260,4,0
12391,1,1
10779,1,9
60409,6,9
488,4,8
12969,1,9
23800,2,0
7000,7,0
15182,1,2
19500,1,0
185278,1,8
25000,2,0
25000,2,0
25000,2,0
8579,8,9
4476,4,6
1639,1,9
3433,3,3
1983,1,3
3303,3,3
7217,7,7
7217,7,7
152,1,2
1144,1,4
5303,5,3
2308,2,8
7619,7,9
33,3,3
3534,3,4
5800,5,0
25500,2,0
25500,2,0
25500,2,0
16248,1,8
8138,8,8
1695,1,5
100507,1,7
13645,1,5
96082,9,2
3145,3,5
7542,7,2
185865,1,5
323387,3,7
257554,2,4
5500,5,0
5800,5,0
789,7,9
6183,6,3
15919,1,9
11500,1,0
13920,1,0
5000,5,0
548,5,8
23625,2,5
16530,1,0
5933,5,3
9135,9,5
1600,1,0
238,2,8
61507,6,7
60986,6,6
62279,6,9
67907,6,7
56510,5,0
14849,1,9
5500,5,0
7500,7,0
10324,1,4
7040,7,0
25933,2,3
400052,4,2
151985,1,5
219403,2,3
98451,9,1
142228,1,8
7823,7,3
94088,9,8
10500,1,0
6500,6,0
26272,2,2
70633,7,3
39198,3,8
36318,3,8
36318,3,8
36318,3,8
2046716,2,6
8500,8,0
6000,6,0
6000,6,0
53571,5,1
74931,7,1
48486,4,6
66295,6,5
6000,6,0
5240,5,0
3500,3,0
6500,6,0
6000,6,0
49613,4,3
46391,4,1
46391,4,1
46391,4,1
20000,2,0
268,2,8
137392,1,2
60993698,6,8
5966198,5,8
113438,1,8
422875,4,5
430884,4,4
418253,4,3
3627,3,7
6046,6,6
3627,3,7
2821,2,1
4030,4,0
4030,4,0
29205,2,5
23600,2,0
16884,1,4
13758,1,8
12543,1,3
13390,1,0
499275,4,5
45930,4,0
275916,2,6
1094580,1,0
466965,4,5
826,8,6
4956,4,6
826,8,6
826,8,6
34213,3,3
11704,1,4
18251,1,1
36872,3,2
19256,1,6
12524,1,4
15062,1,2
11664,1,4
69557,6,7
55824,5,4
14569,1,9
46888,4,8
18897,1,7
14034,1,4
167638,1,8
14352,1,2
10407,1,7
48,4,8
3338,3,8
48,4,8
3525,3,5
3281,3,1
15667,1,7
11233,1,3
3255,3,5
76874,7,4
2968,2,8
7346,7,6
5133,5,3
624,6,4
3749,3,9
346,3,6
1202821,1,1
76874,7,4
15000,1,0
1130,1,0
6709,6,9
1510,1,0
2499,2,9
1636,1,6
112462,1,2
1933,1,3
112462,1,2
5000,5,0
17500,1,0
15000,1,0
112462,1,2
76874,7,4
1176,1,6
6288,6,8
1273,1,3
1226,1,6
2113,2,3
1364,1,4
121,1,1
4143,4,3
3168,3,8
810,8,0
24899,2,9
52083,5,3
16957,1,7
52083,5,3
33354,3,4
26605,2,5
52083,5,3
5270,5,0
100000,1,5
100000,1,5
86784,8,4
86784,8,4
86784,8,4
8000,8,0
9317,9,7
37312,3,2
35172,3,2
188109,1,9
200969,2,9
188109,1,9
120446,1,6
209240,2,0
90408,9,8
9750,9,0
6266,6,6
54968,5,8
9829,9,9
22934,2,4
6250,6,0
78601,7,1
6485,6,5
10000,1,0
10000,1,0
20000,2,0
61600,6,0
54950,5,0
57532,5,2
6500,6,0
6250,6,0
45989,4,9
43922,4,2
101176,1,6
10038,1,8
7246,7,6
11011,1,1
65667,6,7
174627,1,7
1820,1,0
73216,7,6
51593,5,3
190439,1,9
48202,4,2
13369,1,9
168891,1,1
884416,8,6
54171,5,1
222541,2,1
24180,2,0
41806,4,6
441511,4,1
144510,1,0
594583,5,3
24081,2,1
185967,1,7
255269,2,9
5500,5,0
5249,5,9
3010,3,0
4379,4,9
4674,4,4
1433,1,3
6594,6,4
20000,2,0
96186,9,6
158913,1,3
60000,6,0
32617,3,7
100000,1,5
165167,1,7
100000,1,5
189114,1,4
19928,1,8
74508,7,8
505628,5,8
323926,3,6
1733,1,3
1360,1,0
3808,3,8
3230,3,0
1360,1,0
1360,1,0
2448,2,8
2851,2,1
12500,1,0
3800,3,0
16632,1,2
5198,5,8
36949,3,9
425000,4,0
35000,3,0
24000,2,0
6000,6,0
5229,5,9
146758,1,8
81856,8,6
48301,4,1
295617,2,7
56225,5,5
1782,1,2
3735,3,5
88561,8,1
126667,1,7
12000,1,0
81455,8,5
43393,4,3
37414,3,4
182910,1,0
7640,7,0
21120,2,0
37805,3,5
14623,1,3
96,9,6
125034,1,4
7915,7,5
7915,7,5
7915,7,5
1398,1,8
66357,6,7
50702,5,2
64236,6,6
59338,5,8
96243,9,3
1649,1,9
45258,4,8
45349,4,9
37623,3,3
40956,4,6
55399,5,9
47773,4,3
38178,3,8
54490,5,0
5090,5,0
7027,7,7
21500,2,0
13222,1,2
7409,7,9
80000,8,0
80000,8,0
80000,8,0
8000,8,0
5500,5,0
5500,5,0
11000,1,0
70892,7,2
500000,5,5
125605,1,5
142891,1,1
7000,7,0
300000,3,5
6000,6,0
5700,5,0
9750,9,0
5163,5,3
32121,3,1
46124,4,4
21973,2,3
8000,8,0
25210,2,0
509134,5,4
2484,2,4
5469,5,9
3560,3,0
49694,4,4
10181,1,1
740,7,0
24382,2,2
5977,5,7
60,6,0
1891,1,1
63750,6,0
1803,1,3
20652,2,2
7789,7,9
42028,4,8
106937,1,7
35,3,5
6800,6,0
182076,1,6
46820,4,0
3839,3,9
82314,8,4
8600,8,0
500000,5,5
192000,1,0
621212,6,2
403000,4,0
139735,1,5
10000,1,0
2023,2,3
7583,7,3
1709,1,9
2019,2,9
2267,2,7
893,8,3
7000,7,0
11000,1,0
30830,3,0
40000,4,0
40000,4,0
40000,4,0
27033,2,3
75000,7,0
10000,1,0
3129,3,9
733,7,3
4040,4,0
680,6,0
808,8,8
2064,2,4
882,8,2
3493,3,3
4216,4,6
1183,1,3
319878,3,8
14796,1,6
121364,1,4
260895,2,5
101577,1,7
19584,1,4
17755,1,5
23363,2,3
18800,1,0
10000,1,0
74375,7,5
26456,2,6
6881,6,1
17571,1,1
143301,1,1
69573,6,3
149488,1,8
30807,3,7
150146,1,6
151820,1,0
151826,1,6
155246,1,6
148130,1,0
73654,7,4
77267,7,7
136141,1,1
123335,1,5
85618,8,8
120883,1,3
120883,1,3
29544,2,4
6355,6,5
6355,6,5
3969,3,9
