agedays,sex,mean,sd,cv,l
515,Female,10.7153,1.1867194749999999,0.11075,0.0281
516,Female,10.7221,1.1876870169999998,0.11077,0.0279
517,Female,10.7289,1.188547542,0.11078,0.0276
518,Female,10.7357,1.189408203,0.11079,0.0274
519,Female,10.7426,1.190387506,0.11081,0.0272
520,Female,10.7494,1.191248508,0.11082,0.027
521,Female,10.7562,1.192109646,0.11083,0.0268
522,Female,10.763,1.1929709199999998,0.11084,0.0266
523,Female,10.7698,1.193940028,0.11086,0.0263
524,Female,10.7766,1.194801642,0.11087,0.0261
525,Female,10.7835,1.19567448,0.11088,0.0259
526,Female,10.7903,1.19664427,0.1109,0.0257
527,Female,10.7971,1.197506361,0.11091,0.0255
528,Female,10.8039,1.1983685880000001,0.11092,0.0253
529,Female,10.8107,1.199339058,0.11094,0.025
530,Female,10.8174,1.2001905299999998,0.11095,0.0248
531,Female,10.8242,1.201053232,0.11096,0.0246
532,Female,10.831,1.20202438,0.11098,0.0244
533,Female,10.8378,1.202887422,0.11099,0.0242
534,Female,10.8446,1.2037506,0.111,0.024
535,Female,10.8514,1.204722428,0.11102,0.0238
536,Female,10.8582,1.205585946,0.11103,0.0236
537,Female,10.8649,1.206438496,0.11104,0.0233
538,Female,10.8717,1.2074110020000002,0.11106,0.0231
539,Female,10.8785,1.208274995,0.11107,0.0229
540,Female,10.8852,1.209128016,0.11108,0.0227
541,Female,10.892,1.2101012,0.1111,0.0225
542,Female,10.8988,1.210965668,0.11111,0.0223
543,Female,10.9055,1.2119282150000001,0.11113,0.0221
544,Female,10.9123,1.212793022,0.11114,0.0219
545,Female,10.9191,1.2136579650000001,0.11115,0.0217
546,Female,10.9258,1.214621186,0.11117,0.0214
547,Female,10.9326,1.2154864680000002,0.11118,0.0212
548,Female,10.9393,1.21645016,0.1112,0.021
549,Female,10.9461,1.217315781,0.11121,0.0208
550,Female,10.9528,1.218170416,0.11122,0.0206
551,Female,10.9596,1.2191459040000001,0.11124,0.0204
552,Female,10.9663,1.220000875,0.11125,0.0202
553,Female,10.973,1.22096571,0.11127,0.02
554,Female,10.9798,1.221832144,0.11128,0.0198
555,Female,10.9865,1.2226875849999999,0.11129,0.0196
556,Female,10.9932,1.223653092,0.11131,0.0194
557,Female,11,1.22452,0.11132,0.0192
558,Female,11.0067,1.225485978,0.11134,0.0189
559,Female,11.0134,1.2263420900000002,0.11135,0.0187
560,Female,11.0202,1.227319674,0.11137,0.0185
561,Female,11.0269,1.228176122,0.11138,0.0183
562,Female,11.0336,1.229032704,0.11139,0.0181
563,Female,11.0403,1.229999823,0.11141,0.0179
564,Female,11.047,1.2308567400000001,0.11142,0.0177
565,Female,11.0537,1.2318243279999999,0.11144,0.0175
566,Female,11.0605,1.232692725,0.11145,0.0173
567,Female,11.0672,1.233660784,0.11147,0.0171
568,Female,11.0739,1.234518372,0.11148,0.0169
569,Female,11.0806,1.2354869000000002,0.1115,0.0167
570,Female,11.0873,1.236344823,0.11151,0.0165
571,Female,11.094,1.23731382,0.11153,0.0163
572,Female,11.1007,1.238172078,0.11154,0.0161
573,Female,11.1074,1.239141544,0.11156,0.0159
574,Female,11.1141,1.240000137,0.11157,0.0157
575,Female,11.1208,1.2409700719999999,0.11159,0.0155
576,Female,11.1275,1.241829,0.1116,0.0153
577,Female,11.1342,1.2427994039999999,0.11162,0.0151
578,Female,11.1409,1.243658667,0.11163,0.0149
579,Female,11.1476,1.24462954,0.11165,0.0147
580,Female,11.1543,1.245489138,0.11166,0.0144
581,Female,11.161,1.2464604799999999,0.11168,0.0142
582,Female,11.1676,1.247309244,0.11169,0.014
583,Female,11.1743,1.2482810530000001,0.11171,0.0138
584,Female,11.181,1.2491413199999999,0.11172,0.0136
585,Female,11.1877,1.250113598,0.11174,0.0134
586,Female,11.1944,1.2509742,0.11175,0.0132
587,Female,11.2011,1.251946947,0.11177,0.013
588,Female,11.2077,1.252796706,0.11178,0.0128
589,Female,11.2144,1.2537699199999999,0.1118,0.0126
590,Female,11.2211,1.2547434020000001,0.11182,0.0124
591,Female,11.2278,1.255604874,0.11183,0.0122
592,Female,11.2345,1.256578825,0.11185,0.012
593,Female,11.2411,1.257429446,0.11186,0.0118
594,Female,11.2478,1.258403864,0.11188,0.0116
595,Female,11.2545,1.259266005,0.11189,0.0114
596,Female,11.2612,1.2602408920000001,0.11191,0.0112
597,Female,11.2678,1.261092176,0.11192,0.0111
598,Female,11.2745,1.26206753,0.11194,0.0109
599,Female,11.2812,1.263043152,0.11196,0.0107
600,Female,11.2878,1.263894966,0.11197,0.0105
601,Female,11.2945,1.264871055,0.11199,0.0103
602,Female,11.3012,1.2657344,0.112,0.0101
603,Female,11.3078,1.266699756,0.11202,0.0099
604,Female,11.3145,1.26767658,0.11204,0.0097
605,Female,11.3212,1.2685404599999999,0.11205,0.0095
606,Female,11.3278,1.2695065460000001,0.11207,0.0093
607,Female,11.3345,1.27037076,0.11208,0.0091
608,Female,11.3412,1.27134852,0.1121,0.0089
609,Female,11.3478,1.272315336,0.11212,0.0087
610,Female,11.3545,1.273180085,0.11213,0.0085
611,Female,11.3612,1.27415858,0.11215,0.0083
612,Female,11.3678,1.275012448,0.11216,0.0081
613,Female,11.3745,1.27599141,0.11218,0.0079
614,Female,11.3811,1.2769594199999998,0.1122,0.0077
615,Female,11.3878,1.277825038,0.11221,0.0075
616,Female,11.3945,1.278804735,0.11223,0.0073
617,Female,11.4011,1.279659464,0.11224,0.0071
618,Female,11.4078,1.280639628,0.11226,0.0069
619,Female,11.4144,1.281608832,0.11228,0.0067
620,Female,11.4211,1.282475319,0.11229,0.0066
621,Female,11.4277,1.283444987,0.11231,0.0064
622,Female,11.4344,1.284426152,0.11233,0.0062
623,Female,11.441,1.28528194,0.11234,0.006
624,Female,11.4477,1.286263572,0.11236,0.0058
625,Female,11.4543,1.2872342339999998,0.11238,0.0056
626,Female,11.461,1.28810179,0.11239,0.0054
627,Female,11.4676,1.2890729159999998,0.11241,0.0052
628,Female,11.4743,1.290055549,0.11243,0.005
629,Female,11.4809,1.290912396,0.11244,0.0048
630,Female,11.4876,1.2918954960000002,0.11246,0.0046
631,Female,11.4942,1.2928676159999999,0.11248,0.0044
632,Female,11.5009,1.293736241,0.11249,0.0043
633,Female,11.5075,1.294708825,0.11251,0.0041
634,Female,11.5142,1.295692926,0.11253,0.0039
635,Female,11.5208,1.2965508319999999,0.11254,0.0037
636,Female,11.5274,1.2975241439999998,0.11256,0.0035
637,Female,11.5341,1.298508978,0.11258,0.0033
638,Female,11.5407,1.299367413,0.11259,0.0031
639,Female,11.5474,1.300352714,0.11261,0.0029
640,Female,11.554,1.30132702,0.11263,0.0027
641,Female,11.5606,1.3023015900000001,0.11265,0.0025
642,Female,11.5673,1.303172018,0.11266,0.0024
643,Female,11.5739,1.304147052,0.11268,0.0022
644,Female,11.5806,1.3051336199999999,0.1127,0.002
645,Female,11.5872,1.305993312,0.11271,0.0018
646,Female,11.5938,1.306969074,0.11273,0.0016
647,Female,11.6005,1.307956375,0.11275,0.0014
648,Female,11.6071,1.308816596,0.11276,0.0012
649,Female,11.6137,1.309793086,0.11278,0.001
650,Female,11.6204,1.31078112,0.1128,8e-4
651,Female,11.627,1.31175814,0.11282,7e-4
652,Female,11.6336,1.312619088,0.11283,5e-4
653,Female,11.6403,1.313607855,0.11285,3e-4
654,Female,11.6469,1.314585603,0.11287,1e-4
655,Female,11.6535,1.315563615,0.11289,-1e-4
656,Female,11.6601,1.31642529,0.1129,-3e-4
657,Female,11.6668,1.3174150560000002,0.11292,-5e-4
658,Female,11.673400000000001,1.318393796,0.11294,-6e-4
659,Female,11.68,1.3193728,0.11296,-8e-4
660,Female,11.6866,1.320235202,0.11297,-0.001
661,Female,11.6933,1.321225967,0.11299,-0.0012
662,Female,11.6999,1.322205699,0.11301,-0.0014
663,Female,11.7065,1.323185695,0.11303,-0.0016
664,Female,11.7131,1.3240488240000001,0.11304,-0.0018
665,Female,11.7198,1.3250405879999998,0.11306,-0.0019
666,Female,11.7264,1.326021312,0.11308,-0.0021
667,Female,11.733,1.3270023000000002,0.1131,-0.0023
668,Female,11.7396,1.327866156,0.11311,-0.0025
669,Female,11.7462,1.3288476059999998,0.11313,-0.0027
670,Female,11.7528,1.32982932,0.11315,-0.0029
671,Female,11.7595,1.330822615,0.11317,-0.003
672,Female,11.7661,1.331687198,0.11318,-0.0032
673,Female,11.7727,1.33266964,0.1132,-0.0034
674,Female,11.7793,1.3336523459999998,0.11322,-0.0036
675,Female,11.7859,1.334635316,0.11324,-0.0038
676,Female,11.7925,1.33561855,0.11326,-0.004
677,Female,11.7991,1.3364840569999998,0.11327,-0.0041
678,Female,11.8057,1.337467753,0.11329,-0.0043
679,Female,11.8124,1.338463044,0.11331,-0.0045
680,Female,11.819,1.3394472700000002,0.11333,-0.0047
681,Female,11.8256,1.34043176,0.11335,-0.0049
682,Female,11.8322,1.341298192,0.11336,-0.0051
683,Female,11.8388,1.342283144,0.11338,-0.0052
684,Female,11.8454,1.34326836,0.1134,-0.0054
685,Female,11.852,1.3442538400000001,0.11342000000000001,-0.0056
686,Female,11.8586,1.345239584,0.11344,-0.0058
687,Female,11.8652,1.3461069399999999,0.11345,-0.006
688,Female,11.8718,1.347093146,0.11347,-0.0061
689,Female,11.8784,1.348079616,0.11349,-0.0063
690,Female,11.885,1.34906635,0.11351,-0.0065
691,Female,11.8916,1.350053348,0.11353,-0.0067
692,Female,11.8982,1.350921628,0.11354,-0.0069
693,Female,11.9048,1.351909088,0.11356,-0.007
694,Female,11.9114,1.352896812,0.11358,-0.0072
695,Female,11.918,1.3538847999999999,0.1136,-0.0074
696,Female,11.9246,1.354873052,0.11362,-0.0076
697,Female,11.9312,1.3558615680000001,0.11364,-0.0078
698,Female,11.9378,1.3567309699999999,0.11365,-0.0079
699,Female,11.9444,1.357719948,0.11367,-0.0081
700,Female,11.951,1.3587091900000001,0.11369,-0.0083
701,Female,11.9576,1.359698696,0.11371,-0.0085
702,Female,11.9642,1.360688466,0.11373,-0.0087
703,Female,11.9707,1.361667125,0.11375,-0.0088
704,Female,11.9773,1.362537648,0.11376,-0.009
705,Female,11.9839,1.363528142,0.11378,-0.0092
706,Female,11.9905,1.3645189,0.1138,-0.0094
707,Female,11.9971,1.365509922,0.11382,-0.0095
708,Female,12.0037,1.366501208,0.11384,-0.0097
709,Female,12.0103,1.367492758,0.11386,-0.0099
710,Female,12.0168,1.368473184,0.11388,-0.0101
711,Female,12.0234,1.3693450260000002,0.11389,-0.0102
712,Female,12.03,1.3703372999999999,0.11391,-0.0104
713,Female,12.0366,1.371329838,0.11393,-0.0106
714,Female,12.0431,1.3723112450000001,0.11395,-0.0108
715,Female,12.0497,1.373304309,0.11397,-0.011
716,Female,12.0563,1.374297637,0.11399,-0.0111
717,Female,12.0629,1.3752912290000001,0.11401,-0.0113
718,Female,12.0694,1.376273682,0.11403,-0.0115
719,Female,12.076,1.37714704,0.11404,-0.0117
720,Female,12.0826,1.3781413559999998,0.11406,-0.0118
721,Female,12.0891,1.379124528,0.11408,-0.012
722,Female,12.0957,1.38011937,0.1141,-0.0122
723,Female,12.1023,1.381114476,0.11412,-0.0124
724,Female,12.1088,1.382098432,0.11414,-0.0125
725,Female,12.1154,1.3830940639999998,0.11416,-0.0127
726,Female,12.122,1.38408996,0.11418,-0.0129
727,Female,12.1285,1.3850747,0.1142,-0.0131
728,Female,12.1351,1.385949771,0.11421,-0.0132
729,Female,12.1416,1.386934968,0.11423,-0.0134
730,Female,12.1482,1.38793185,0.11425,-0.0136
731,Female,12.1548,1.388928996,0.11427,-0.0137
732,Female,12.1613,1.389914977,0.11429,-0.0139
733,Female,12.1679,1.390912649,0.11431,-0.0141
734,Female,12.1744,1.3918991520000001,0.11433,-0.0143
735,Female,12.181,1.39289735,0.11435,-0.0144
736,Female,12.1875,1.393884375,0.11437,-0.0146
737,Female,12.1941,1.394883099,0.11439,-0.0148
738,Female,12.2006,1.3957486399999999,0.1144,-0.015
739,Female,12.2072,1.396747824,0.11442,-0.0151
740,Female,12.2137,1.3977358279999998,0.11444,-0.0153
741,Female,12.2202,1.3987240920000001,0.11446,-0.0155
742,Female,12.2268,1.3997240640000002,0.11448,-0.0156
743,Female,12.2333,1.4007128500000001,0.1145,-0.0158
744,Female,12.2398,1.401701896,0.11452,-0.016
745,Female,12.2464,1.402702656,0.11454,-0.0162
746,Female,12.2529,1.403692224,0.11456,-0.0163
747,Female,12.2594,1.4046820519999998,0.11458,-0.0165
748,Female,12.266,1.4056836,0.1146,-0.0167
749,Female,12.2725,1.40667395,0.11462,-0.0168
750,Female,12.279,1.40766456,0.11464,-0.017
751,Female,12.2855,1.4085325750000002,0.11465,-0.0172
752,Female,12.292,1.40952364,0.11467,-0.0174
753,Female,12.2986,1.410526434,0.11469,-0.0175
754,Female,12.3051,1.411518021,0.11471,-0.0177
755,Female,12.3116,1.4125098680000001,0.11473,-0.0179
756,Female,12.3181,1.413501975,0.11475,-0.018
757,Female,12.3246,1.414494342,0.11477,-0.0182
758,Female,12.3311,1.415486969,0.11479,-0.0184
759,Female,12.3376,1.416479856,0.11481,-0.0185
760,Female,12.3441,1.417473003,0.11483,-0.0187
761,Female,12.3506,1.41846641,0.11485,-0.0189
762,Female,12.3571,1.419460077,0.11487,-0.0191
763,Female,12.3636,1.420454004,0.11489,-0.0192
764,Female,12.3701,1.421448191,0.11491,-0.0194
765,Female,12.3766,1.422442638,0.11493,-0.0196
766,Female,12.383,1.4234258499999999,0.11495,-0.0197
767,Female,12.3895,1.424420815,0.11497,-0.0199
768,Female,12.396,1.4252920800000002,0.11498,-0.0201
769,Female,12.4025,1.4262875000000002,0.115,-0.0202
770,Female,12.409,1.42728318,0.11502,-0.0204
771,Female,12.4154,1.428267616,0.11504,-0.0206
772,Female,12.4219,1.429263814,0.11506,-0.0207
773,Female,12.4284,1.430260272,0.11508,-0.0209
774,Female,12.4348,1.4312454799999998,0.1151,-0.0211
775,Female,12.4413,1.432242456,0.11512,-0.0212
776,Female,12.4477,1.433228178,0.11514,-0.0214
777,Female,12.4542,1.434225672,0.11516,-0.0216
778,Female,12.4606,1.435211908,0.11518,-0.0217
779,Female,12.4671,1.43620992,0.1152,-0.0219
780,Female,12.4735,1.43719667,0.11522,-0.0221
781,Female,12.48,1.4381952,0.11524,-0.0222
782,Female,12.4864,1.439182464,0.11526,-0.0224
783,Female,12.4929,1.4401815119999999,0.11528,-0.0226
784,Female,12.4993,1.44116929,0.1153,-0.0227
785,Female,12.5057,1.442157324,0.11532,-0.0229
786,Female,12.5121,1.443145614,0.11534,-0.0231
787,Female,12.5186,1.4441456959999999,0.11536,-0.0232
788,Female,12.525,1.4451345,0.11538,-0.0234
789,Female,12.5314,1.44612356,0.1154,-0.0236
790,Female,12.5378,1.447112876,0.11542,-0.0237
791,Female,12.5442,1.448102448,0.11544,-0.0239
792,Female,12.5506,1.44896677,0.11545,-0.0241
793,Female,12.557,1.44995679,0.11547,-0.0242
794,Female,12.5634,1.450947066,0.11549,-0.0244
795,Female,12.5698,1.451937598,0.11551,-0.0246
796,Female,12.5762,1.452928386,0.11553,-0.0247
797,Female,12.5826,1.45391943,0.11555,-0.0249
798,Female,12.589,1.4549107300000002,0.11557,-0.025
799,Female,12.5954,1.455902286,0.11559,-0.0252
800,Female,12.6018,1.4568940980000002,0.11561,-0.0254
801,Female,12.6082,1.457886166,0.11563,-0.0255
802,Female,12.6145,1.458866925,0.11565,-0.0257
803,Female,12.6209,1.4598595030000001,0.11567,-0.0259
804,Female,12.6273,1.460852337,0.11569,-0.026
805,Female,12.6336,1.461833856,0.11571,-0.0262
806,Female,12.64,1.4628272,0.11573,-0.0264
807,Female,12.6464,1.4638208000000001,0.11575,-0.0265
808,Female,12.6527,1.464803079,0.11577,-0.0267
809,Female,12.6591,1.4657971890000001,0.11579,-0.0268
810,Female,12.6654,1.466779974,0.11581,-0.027
811,Female,12.6718,1.467774594,0.11583,-0.0272
812,Female,12.6781,1.468757885,0.11585,-0.0273
813,Female,12.6844,1.469741428,0.11587,-0.0275
814,Female,12.6908,1.470736812,0.11589,-0.0277
815,Female,12.6971,1.471720861,0.11591,-0.0278
816,Female,12.7034,1.472705162,0.11593,-0.028
817,Female,12.7098,1.4737013099999998,0.11595,-0.0281
818,Female,12.7161,1.474686117,0.11597,-0.0283
819,Female,12.7224,1.475671176,0.11599,-0.0285
820,Female,12.7287,1.476656487,0.11601,-0.0286
821,Female,12.735,1.4775147,0.11602,-0.0288
822,Female,12.7413,1.4785004520000002,0.11604,-0.0289
823,Female,12.7476,1.479486456,0.11606,-0.0291
824,Female,12.7539,1.480472712,0.11608,-0.0293
825,Female,12.7602,1.4814592199999999,0.1161,-0.0294
826,Female,12.7665,1.48244598,0.11612,-0.0296
827,Female,12.7728,1.483432992,0.11614,-0.0297
828,Female,12.7791,1.484420256,0.11616,-0.0299
829,Female,12.7854,1.485407772,0.11618,-0.0301
830,Female,12.7916,1.48638392,0.1162,-0.0302
831,Female,12.7979,1.4873719380000001,0.11622,-0.0304
832,Female,12.8042,1.488360208,0.11624,-0.0305
833,Female,12.8104,1.489337104,0.11626,-0.0307
834,Female,12.8167,1.490325876,0.11628,-0.0309
835,Female,12.823,1.4913149,0.1163,-0.031
836,Female,12.8292,1.492292544,0.11632,-0.0312
837,Female,12.8355,1.49328207,0.11634,-0.0313
838,Female,12.8417,1.494260212,0.11636,-0.0315
839,Female,12.848,1.49525024,0.11638,-0.0317
840,Female,12.8542,1.49622888,0.1164,-0.0318
841,Female,12.8604,1.497207768,0.11642,-0.032
842,Female,12.8667,1.498198548,0.11644,-0.0321
843,Female,12.8729,1.4991779339999998,0.11646,-0.0323
844,Female,12.8791,1.500028777,0.11647,-0.0324
845,Female,12.8853,1.501008597,0.11649,-0.0326
846,Female,12.8915,1.501988665,0.11651,-0.0328
847,Female,12.8978,1.502980634,0.11653,-0.0329
848,Female,12.904,1.5039612,0.11655,-0.0331
849,Female,12.9102,1.5049420139999998,0.11656999999999999,-0.0332
850,Female,12.9164,1.505923076,0.11659,-0.0334
851,Female,12.9226,1.506904386,0.11661,-0.0336
852,Female,12.9288,1.507885944,0.11663,-0.0337
853,Female,12.935,1.50886775,0.11665,-0.0339
854,Female,12.9411,1.509838137,0.11667,-0.034
855,Female,12.9473,1.510820437,0.11669,-0.0342
856,Female,12.9535,1.5118029849999999,0.11671,-0.0343
857,Female,12.9597,1.512785781,0.11673,-0.0345
858,Female,12.9658,1.51375715,0.11675,-0.0346
859,Female,12.972,1.51474044,0.11677,-0.0348
860,Female,12.9782,1.515723978,0.11679,-0.035
861,Female,12.9843,1.5166960829999998,0.11681,-0.0351
862,Female,12.9905,1.517680115,0.11683,-0.0353
863,Female,12.9966,1.518522744,0.11684,-0.0354
864,Female,13.0028,1.519507208,0.11686,-0.0356
865,Female,13.0089,1.520480232,0.11688,-0.0357
866,Female,13.0151,1.52146519,0.1169,-0.0359
867,Female,13.0212,1.522438704,0.11692,-0.0361
868,Female,13.0273,1.523412462,0.11694,-0.0362
869,Female,13.0334,1.524386464,0.11696,-0.0364
870,Female,13.0396,1.525372408,0.11698,-0.0365
871,Female,13.0457,1.5263469,0.117,-0.0367
872,Female,13.0518,1.527321636,0.11702,-0.0368
873,Female,13.0579,1.528296616,0.11704,-0.037
874,Female,13.064,1.52927184,0.11706,-0.0371
875,Female,13.0701,1.530247308,0.11708,-0.0373
876,Female,13.0762,1.5312230199999999,0.1171,-0.0374
877,Female,13.0823,1.532198976,0.11712,-0.0376
878,Female,13.0884,1.533044292,0.11713,-0.0378
879,Female,13.0945,1.534020675,0.11715,-0.0379
880,Female,13.1006,1.534997302,0.11717,-0.0381
881,Female,13.1067,1.535974173,0.11719,-0.0382
882,Female,13.1127,1.536939567,0.11721,-0.0384
883,Female,13.1188,1.5379169240000001,0.11723,-0.0385
884,Female,13.1249,1.538894525,0.11725,-0.0387
885,Female,13.131,1.53987237,0.11727,-0.0388
886,Female,13.137,1.5408387300000002,0.11729,-0.039
887,Female,13.1431,1.541817061,0.11731,-0.0391
888,Female,13.1491,1.5427839030000001,0.11733,-0.0393
889,Female,13.1552,1.54376272,0.11735,-0.0394
890,Female,13.1612,1.544730044,0.11737,-0.0396
891,Female,13.1673,1.5457093469999998,0.11739,-0.0397
892,Female,13.1733,1.54654542,0.1174,-0.0399
893,Female,13.1793,1.547513406,0.11742,-0.0401
894,Female,13.1854,1.548493376,0.11744,-0.0402
895,Female,13.1914,1.5494618439999999,0.11746,-0.0404
896,Female,13.1974,1.550430552,0.11748,-0.0405
897,Female,13.2034,1.5513995,0.1175,-0.0407
898,Female,13.2095,1.55238044,0.11752,-0.0408
899,Female,13.2155,1.5533498700000001,0.11754,-0.041
0,Male,3.2322,0.45803506200000005,0.14171,0.3809
1,Male,3.1957,0.46586914599999996,0.14578,0.3259
2,Male,3.2104,0.46990624799999997,0.14637,0.3101
3,Male,3.2315,0.47364095500000003,0.14657,0.2986
4,Male,3.2558,0.47723516399999993,0.14658,0.2891
5,Male,3.2821,0.480696366,0.14646,0.281
6,Male,3.3099,0.484105974,0.14626,0.2737
7,Male,3.3388,0.4874648,0.146,0.2671
8,Male,3.3687,0.49078590299999997,0.14569,0.2609
9,Male,3.3995,0.49408333000000004,0.14534,0.2551
10,Male,3.4314,0.497484372,0.14498,0.2497
11,Male,3.4643,0.500903137,0.14459,0.2446
12,Male,3.4983,0.50445486,0.1442,0.2397
13,Male,3.5333,0.50808854,0.1438,0.2349
14,Male,3.5693,0.5118019269999999,0.14339,0.2304
15,Male,3.6063,0.515664837,0.14299,0.226
16,Male,3.6438,0.519533004,0.14258,0.2218
17,Male,3.6818,0.523478324,0.14218,0.2177
18,Male,3.7201,0.527398577,0.14177,0.2137
19,Male,3.7584,0.531362592,0.14138,0.2099
20,Male,3.7968,0.535272864,0.14098,0.2061
21,Male,3.8352,0.53922912,0.1406,0.2024
22,Male,3.8735,0.543103435,0.14021,0.1989
23,Male,3.9116,0.546998144,0.13984,0.1954
24,Male,3.9495,0.550836765,0.13947,0.1919
25,Male,3.9872,0.55461952,0.1391,0.1886
26,Male,4.0247,0.558427125,0.13875,0.1853
27,Male,4.0618,0.56215312,0.1384,0.1821
28,Male,4.0987,0.565825535,0.13805,0.1789
29,Male,4.1353,0.569472163,0.13771,0.1758
30,Male,4.1716,0.573094408,0.13738,0.1727
31,Male,4.2075,0.5766799499999999,0.13706,0.1697
32,Male,4.2431,0.580201494,0.13674,0.1668
33,Male,4.2783,0.5836884689999999,0.13643,0.1638
34,Male,4.3131,0.587142303,0.13613,0.161
35,Male,4.3476,0.5905345080000001,0.13583,0.1582
36,Male,4.3818,0.593909172,0.13554,0.1554
37,Male,4.4155,0.5972405299999999,0.13526,0.1526
38,Male,4.449,0.6005260199999999,0.13498,0.1499
39,Male,4.482,0.6037254,0.1347,0.1473
40,Male,4.5148,0.606969712,0.13444,0.1446
41,Male,4.5472,0.610143296,0.13418,0.142
42,Male,4.5793,0.613259856,0.13392,0.1395
43,Male,4.611,0.61635237,0.13367,0.1369
44,Male,4.6425,0.6194023500000001,0.13342,0.1344
45,Male,4.6736,0.622430048,0.13318,0.132
46,Male,4.7044,0.6254499800000001,0.13295,0.1295
47,Male,4.7349,0.628415928,0.13272,0.1271
48,Male,4.7651,0.6313757500000001,0.1325,0.1247
49,Male,4.795,0.6342826,0.13228,0.1224
50,Male,4.8245,0.63712347,0.13206,0.12
51,Male,4.8538,0.6399735299999999,0.13185,0.1177
52,Male,4.8828,0.6428206199999998,0.13165,0.1154
53,Male,4.9115,0.6456166750000001,0.13145,0.1132
54,Male,4.9399,0.648361875,0.13125,0.1109
55,Male,4.968,0.65110608,0.13106,0.1087
56,Male,4.9959,0.6538134329999999,0.13087,0.1065
57,Male,5.0235,0.65647098,0.13068,0.1044
58,Male,5.0509,0.65914245,0.1305,0.1022
59,Male,5.078,0.6618157400000001,0.13033,0.1001
60,Male,5.1049,0.6644027349999999,0.13015,0.098
61,Male,5.1315,0.66699237,0.12998,0.0959
62,Male,5.158,0.66961156,0.12982,0.0938
63,Male,5.1842,0.672183372,0.12966,0.0918
64,Male,5.2102,0.6747209000000001,0.1295,0.0897
65,Male,5.236,0.67722424,0.12934,0.0877
66,Male,5.2616,0.6797461039999999,0.12919,0.0857
67,Male,5.287,0.68223448,0.12904,0.0838
68,Male,5.3121,0.6846765690000001,0.12889,0.0818
69,Male,5.337,0.68713875,0.12875,0.0798
70,Male,5.3618,0.689581098,0.12861,0.0779
71,Male,5.3863,0.6919779610000001,0.12847,0.076
72,Male,5.4107,0.6944092380000001,0.12834,0.0741
73,Male,5.4348,0.696795708,0.12821,0.0722
74,Male,5.4587,0.699150296,0.12808,0.0704
75,Male,5.4825,0.701485875,0.12795,0.0685
76,Male,5.5061,0.703844763,0.12783,0.0667
77,Male,5.5295,0.70611715,0.1277,0.0648
78,Male,5.5527,0.708413466,0.12758,0.063
79,Male,5.5757,0.7107344790000001,0.12747,0.0612
80,Male,5.5986,0.71298171,0.12735,0.0595
81,Male,5.6213,0.715254212,0.12724,0.0577
82,Male,5.6438,0.7174962939999999,0.12713,0.0559
83,Male,5.6662,0.719720724,0.12702,0.0542
84,Male,5.6883,0.7219021529999999,0.12691,0.0525
85,Male,5.7104,0.724135824,0.12681,0.0508
86,Male,5.7322,0.7263270619999999,0.12671,0.049
87,Male,5.7539,0.7284437399999999,0.1266,0.0474
88,Male,5.7755,0.7306585050000001,0.12651,0.0457
89,Male,5.7969,0.732786129,0.12641,0.044
90,Male,5.8181,0.7348842110000001,0.12631,0.0424
91,Male,5.8393,0.737036446,0.12622,0.0407
92,Male,5.8602,0.7391470259999999,0.12613,0.0391
93,Male,5.881,0.7412412400000001,0.12604,0.0375
94,Male,5.9017,0.743319115,0.12595,0.0358
95,Male,5.9223,0.745380678,0.12586,0.0342
96,Male,5.9427,0.747413379,0.12577,0.0327
97,Male,5.9629,0.749476901,0.12569,0.0311
98,Male,5.9831,0.751537191,0.12561,0.0295
99,Male,6.0031,0.753569143,0.12553,0.0279
100,Male,6.0229,0.755572805,0.12545,0.0264
101,Male,6.0426,0.7575607620000001,0.12537,0.0249
102,Male,6.0622,0.759533038,0.12529,0.0233
103,Male,6.0817,0.761550474,0.12522,0.0218
104,Male,6.101,0.7634791400000001,0.12514,0.0203
105,Male,6.1202,0.7654534139999999,0.12507,0.0188
106,Male,6.1393,0.7674125,0.125,0.0173
107,Male,6.1582,0.769343926,0.12493,0.0158
108,Male,6.1771,0.771272706,0.12486,0.0144
109,Male,6.1958,0.773173882,0.12479,0.0129
110,Male,6.2143,0.775047496,0.12472,0.0114
111,Male,6.2328,0.7769808480000001,0.12466000000000001,0.01
112,Male,6.2511,0.7788245490000001,0.12459,0.0086
113,Male,6.2693,0.7807159290000001,0.12453,0.0071
114,Male,6.2874,0.782592678,0.12447,0.0057
115,Male,6.3054,0.7844548140000001,0.12441,0.0043
116,Male,6.3232,0.78628992,0.12435,0.0029
117,Male,6.341,0.78812289,0.12429,0.0015
118,Male,6.3586,0.789928878,0.12423,1e-4
119,Male,6.3761,0.791720337,0.12417,-0.0013
120,Male,6.3935,0.7935612200000001,0.12412,-0.0026
121,Male,6.4108,0.795323848,0.12406,-0.004
122,Male,6.428,0.7971362799999999,0.12401,-0.0053
123,Male,6.445,0.79885775,0.12395,-0.0067
124,Male,6.462,0.8006418,0.1239,-0.008
125,Male,6.4788,0.80239938,0.12385,-0.0094
126,Male,6.4956,0.8041552799999999,0.1238,-0.0107
127,Male,6.5122,0.80588475,0.12375,-0.012
128,Male,6.5288,0.80761256,0.1237,-0.0133
129,Male,6.5452,0.80931398,0.12365,-0.0146
130,Male,6.5615,0.8110014,0.1236,-0.0159
