agedays,sex,mean,sd,cv,l
576,Female,81.6423,2.9546348370000004,0.03619,1
577,Female,81.6752,2.9558254880000003,0.03619,1
578,Female,81.708,2.9578296,0.0362,1
579,Female,81.7407,2.9598307470000003,0.03621,1
580,Female,81.7735,2.96183617,0.03622,1
581,Female,81.8062,2.9630205640000002,0.03622,1
582,Female,81.8389,2.965023347,0.03623,1
583,Female,81.8715,2.96702316,0.03624,1
584,Female,81.9042,2.968208208,0.03624,1
585,Female,81.9368,2.970209,0.03625,1
586,Female,81.9694,2.972210444,0.03626,1
587,Female,82.0019,2.974208913,0.03627,1
588,Female,82.0345,2.9753913149999995,0.03627,1
589,Female,82.067,2.9773907599999996,0.03628,1
590,Female,82.0994,2.9793872260000005,0.03629,1
591,Female,82.1319,2.98138797,0.0363,1
592,Female,82.1643,2.98256409,0.0363,1
593,Female,82.1967,2.9845621770000004,0.03631,1
594,Female,82.2291,2.986560912,0.03632,1
595,Female,82.2614,2.9885566619999997,0.03633,1
596,Female,82.2938,2.9897337540000004,0.03633,1
597,Female,82.3261,2.9917304739999997,0.03634,1
598,Female,82.3583,2.993724205,0.03635,1
599,Female,82.3906,2.9957222160000003,0.03636,1
600,Female,82.4228,2.9968930080000002,0.03636,1
601,Female,82.455,2.99888835,0.03637,1
602,Female,82.4872,3.0008843360000004,0.03638,1
603,Female,82.5193,3.0028773269999998,0.03639,1
604,Female,82.5514,3.004045446,0.03639,1
605,Female,82.5835,3.0060394,0.0364,1
606,Female,82.6156,3.008033996,0.03641,1
607,Female,82.6476,3.010025592,0.03642,1
608,Female,82.6796,3.0111910319999997,0.03642,1
609,Female,82.7116,3.013183588,0.03643,1
610,Female,82.7436,3.015176784,0.03644,1
611,Female,82.7755,3.017166975,0.03645,1
612,Female,82.8074,3.0183297300000005,0.03645,1
613,Female,82.8393,3.0203208779999997,0.03646,1
614,Female,82.8712,3.022312664,0.03647,1
615,Female,82.903,3.02430144,0.03648,1
616,Female,82.9348,3.025461504,0.03648,1
617,Female,82.9666,3.027451234,0.03649,1
618,Female,82.9984,3.0294415999999997,0.0365,1
619,Female,83.0301,3.03059865,0.0365,1
620,Female,83.0618,3.0325863180000003,0.03651,1
621,Female,83.0935,3.03457462,0.03652,1
622,Female,83.1251,3.036559903,0.03653,1
623,Female,83.1568,3.037717904,0.03653,1
624,Female,83.1884,3.039704136,0.03654,1
625,Female,83.22,3.0416909999999997,0.03655,1
626,Female,83.2515,3.04367484,0.03656,1
627,Female,83.2831,3.0448301360000003,0.03656,1
628,Female,83.3146,3.046814922,0.03657,1
629,Female,83.3461,3.0488003380000004,0.03658,1
630,Female,83.3775,3.050782725,0.03659,1
631,Female,83.4089,3.051931651,0.03659,1
632,Female,83.4403,3.0539149799999996,0.0366,1
633,Female,83.4717,3.055898937,0.03661,1
634,Female,83.5031,3.057883522,0.03662,1
635,Female,83.5344,3.059029728,0.03662,1
636,Female,83.5657,3.0610115910000006,0.03663,1
637,Female,83.597,3.0629940799999997,0.03664,1
638,Female,83.6283,3.064977195,0.03665,1
639,Female,83.6595,3.066120675,0.03665,1
640,Female,83.6907,3.068101062,0.03666,1
641,Female,83.7219,3.0700820730000005,0.03667,1
642,Female,83.753,3.0720600399999998,0.03668,1
643,Female,83.7842,3.0732044559999996,0.03668,1
644,Female,83.8153,3.075183357,0.03669,1
645,Female,83.8464,3.0771628800000004,0.0367,1
646,Female,83.8774,3.0791393539999996,0.03671,1
647,Female,83.9085,3.080281035,0.03671,1
648,Female,83.9395,3.08225844,0.03672,1
649,Female,83.9705,3.084236465,0.03673,1
650,Female,84.0014,3.086211436,0.03674,1
651,Female,84.0324,3.087350376,0.03674,1
652,Female,84.0633,3.089326275,0.03675,1
653,Female,84.0941,3.091299116,0.03676,1
654,Female,84.125,3.0932762499999997,0.03677,1
655,Female,84.1558,3.094408766,0.03677,1
656,Female,84.1867,3.0963868260000003,0.03678,1
657,Female,84.2174,3.0983581460000003,0.03679,1
658,Female,84.2482,3.10033376,0.0368,1
659,Female,84.2789,3.10146352,0.0368,1
660,Female,84.3096,3.1034363760000003,0.03681,1
661,Female,84.3403,3.1054098459999997,0.03682,1
662,Female,84.371,3.10738393,0.03683,1
663,Female,84.4016,3.1085109280000003,0.03683,1
664,Female,84.4323,3.1104859319999996,0.03684,1
665,Female,84.4628,3.1124541800000003,0.03685,1
666,Female,84.4934,3.1144267239999994,0.03686,1
667,Female,84.5239,3.1155509539999997,0.03686,1
668,Female,84.5545,3.117524415,0.03687,1
669,Female,84.585,3.1194948,0.03688,1
670,Female,84.6154,3.1214621059999996,0.03689,1
671,Female,84.6459,3.1225872509999997,0.03689,1
672,Female,84.6763,3.1245554700000002,0.0369,1
673,Female,84.7067,3.1265242969999996,0.03691,1
674,Female,84.737,3.12849004,0.03692,1
675,Female,84.7674,3.129612408,0.03692,1
676,Female,84.7977,3.131579061,0.03693,1
677,Female,84.828,3.13354632,0.03694,1
678,Female,84.8583,3.135514185,0.03695,1
679,Female,84.8885,3.1366300749999994,0.03695,1
680,Female,84.9188,3.138598848,0.03696,1
681,Female,84.949,3.1405645300000002,0.03697,1
682,Female,84.9791,3.142527118,0.03698,1
683,Female,85.0093,3.1436439139999997,0.03698,1
684,Female,85.0394,3.1456074060000003,0.03699,1
685,Female,85.0695,3.1475715,0.037,1
686,Female,85.0996,3.149536196,0.03701,1
687,Female,85.1297,3.150650197,0.03701,1
688,Female,85.1597,3.1526120939999998,0.03702,1
689,Female,85.1897,3.1545745910000003,0.03703,1
690,Female,85.2197,3.156537688,0.03704,1
691,Female,85.2497,3.1576488879999998,0.03704,1
692,Female,85.2796,3.15960918,0.03705,1
693,Female,85.3096,3.1615737760000004,0.03706,1
694,Female,85.3395,3.16268187,0.03706,1
695,Female,85.3693,3.164639951,0.03707,1
696,Female,85.3992,3.166602336,0.03708,1
697,Female,85.429,3.16856161,0.03709,1
698,Female,85.4588,3.1696668919999995,0.03709,1
699,Female,85.4886,3.1716270600000005,0.0371,1
700,Female,85.5184,3.1735878239999997,0.03711,1
701,Female,85.5481,3.175545472,0.03712,1
702,Female,85.5778,3.1766479359999997,0.03712,1
703,Female,85.6075,3.1786064750000005,0.03713,1
704,Female,85.637200000000007,3.180565608,0.03714,1
705,Female,85.6668,3.18252162,0.03715,1
706,Female,85.6964,3.1836212600000002,0.03715,1
707,Female,85.726,3.18557816,0.03716,1
708,Female,85.7556,3.187535652,0.03717,1
709,Female,85.7852,3.1894937359999997,0.03718,1
710,Female,85.8147,3.1905905459999997,0.03718,1
711,Female,85.8442,3.1925457980000003,0.03719,1
712,Female,85.8737,3.19450164,0.0372,1
713,Female,85.9032,3.196458072,0.03721,1
714,Female,85.9326,3.1975520459999998,0.03721,1
715,Female,85.9621,3.1995093620000006,0.03722,1
716,Female,85.9915,3.201463545,0.03723,1
717,Female,86.0208,3.203414592,0.03724,1
718,Female,86.0502,3.2045094480000005,0.03724,1
719,Female,86.0795,3.2064613749999995,0.03725,1
720,Female,86.1089,3.2084176140000005,0.03726,1
721,Female,86.1381,3.2103669869999996,0.03727,1
722,Female,86.1674,3.211458998,0.03727,1
723,Female,86.1967,3.2134129760000003,0.03728,1
724,Female,86.2259,3.2153638109999996,0.03729,1
725,Female,86.2551,3.2164526789999996,0.03729,1
726,Female,86.2843,3.21840439,0.0373,1
727,Female,86.3134,3.2203529540000004,0.03731,1
728,Female,86.3426,3.222305832,0.03732,1
729,Female,86.3717,3.223391844,0.03732,1
730,Female,86.4008,3.2253418640000002,0.03733,1
731,Female,85.7299,3.226873436,0.03764,1
732,Female,85.7589,3.228822585,0.03765,1
733,Female,85.788,3.2307760799999996,0.03766,1
734,Female,85.817,3.23272639,0.03767,1
735,Female,85.846,3.23381882,0.03767,1
736,Female,85.8749,3.2357662319999996,0.03768,1
737,Female,85.9039,3.237717991,0.03769,1
738,Female,85.9328,3.23966656,0.0377,1
739,Female,85.9617,3.2407560899999996,0.0377,1
740,Female,85.9906,3.242705526,0.03771,1
741,Female,86.0194,3.2446517679999998,0.03772,1
742,Female,86.0483,3.2457418759999994,0.03772,1
743,Female,86.0771,3.247688983,0.03773,1
744,Female,86.1059,3.2496366660000002,0.03774,1
745,Female,86.1347,3.2515849249999995,0.03775,1
746,Female,86.1634,3.2526683499999995,0.03775,1
747,Female,86.1921,3.254613696,0.03776,1
748,Female,86.2209,3.256563393,0.03777,1
749,Female,86.2495,3.25850611,0.03778,1
750,Female,86.2782,3.259590396,0.03778,1
751,Female,86.3069,3.2615377509999997,0.03779,1
752,Female,86.3355,3.2634819,0.0378,1
753,Female,86.3641,3.2645629799999996,0.0378,1
754,Female,86.3927,3.2665079870000007,0.03781,1
755,Female,86.4212,3.268449784,0.03782,1
756,Female,86.4498,3.270395934,0.03783,1
757,Female,86.4783,3.2714740890000003,0.03783,1
758,Female,86.5068,3.273417312,0.03784,1
759,Female,86.5353,3.2753611050000004,0.03785,1
760,Female,86.5638,3.2773054679999998,0.03786,1
761,Female,86.5922,3.278380692,0.03786,1
762,Female,86.6206,3.280322122,0.03787,1
763,Female,86.649,3.28226412,0.03788,1
764,Female,86.6774,3.2833399119999997,0.03788,1
765,Female,86.7057,3.2852789729999996,0.03789,1
766,Female,86.7341,3.28722239,0.0379,1
767,Female,86.7624,3.289162584,0.03791,1
768,Female,86.7907,3.2902354369999998,0.03791,1
769,Female,86.819,3.29217648,0.03792,1
770,Female,86.8472,3.294114296,0.03793,1
771,Female,86.8754,3.296052676,0.03794,1
772,Female,86.9037,3.297126378,0.03794,1
773,Female,86.9319,3.2990656049999996,0.03795,1
774,Female,86.96,3.3010015999999998,0.03796,1
775,Female,86.9882,3.302072072,0.03796,1
776,Female,87.0163,3.304008911,0.03797,1
777,Female,87.0444,3.3059463119999997,0.03798,1
778,Female,87.0725,3.3078842750000006,0.03799,1
779,Female,87.1006,3.3089517940000004,0.03799,1
780,Female,87.1286,3.3108868,0.038,1
781,Female,87.1567,3.3128261670000003,0.03801,1
782,Female,87.1847,3.3138904470000003,0.03801,1
783,Female,87.2126,3.315823052,0.03802,1
784,Female,87.2406,3.317760018,0.03803,1
785,Female,87.2686,3.319697544,0.03804,1
786,Female,87.2965,3.3207588599999998,0.03804,1
787,Female,87.3244,3.32269342,0.03805,1
788,Female,87.3523,3.324628538,0.03806,1
789,Female,87.3801,3.3256866059999997,0.03806,1
790,Female,87.408,3.32762256,0.03807,1
791,Female,87.4358,3.329555264,0.03808,1
792,Female,87.4636,3.331488524,0.03809,1
793,Female,87.4914,3.3325474259999996,0.03809,1
794,Female,87.5192,3.33448152,0.0381,1
795,Female,87.5469,3.3364123589999997,0.03811,1
796,Female,87.5746,3.338343752,0.03812,1
797,Female,87.6023,3.339399676,0.03812,1
798,Female,87.63,3.3413318999999997,0.03813,1
799,Female,87.6577,3.343264678,0.03814,1
800,Female,87.6853,3.344317342,0.03814,1
801,Female,87.7129,3.3462471350000005,0.03815,1
802,Female,87.7405,3.34817748,0.03816,1
803,Female,87.7681,3.350108377,0.03817,1
804,Female,87.7956,3.351158052,0.03817,1
805,Female,87.8232,3.353089776,0.03818,1
806,Female,87.8507,3.3550182330000005,0.03819,1
807,Female,87.8782,3.356068458,0.03819,1
808,Female,87.9056,3.35799392,0.0382,1
809,Female,87.9331,3.3599237509999997,0.03821,1
810,Female,87.9605,3.3609707049999997,0.03821,1
811,Female,87.9879,3.3628975379999995,0.03822,1
812,Female,88.0153,3.3648249189999997,0.03823,1
813,Female,88.0427,3.366752848,0.03824,1
814,Female,88.07,3.3677968,0.03824,1
815,Female,88.0974,3.3697255499999996,0.03825,1
816,Female,88.1247,3.3716510220000004,0.03826,1
817,Female,88.1519,3.3726916940000002,0.03826,1
818,Female,88.1792,3.3746179839999995,0.03827,1
819,Female,88.2065,3.3765448200000003,0.03828,1
820,Female,88.2337,3.3784683729999996,0.03829,1
821,Female,88.2609,3.379509861,0.03829,1
822,Female,88.2881,3.38143423,0.0383,1
823,Female,88.3152,3.383355312,0.03831,1
824,Female,88.3423,3.3843935129999996,0.03831,1
825,Female,88.3695,3.38631924,0.03832,1
826,Female,88.3966,3.3882416780000004,0.03833,1
827,Female,88.4236,3.3901608239999996,0.03834,1
828,Female,88.4507,3.391199838,0.03834,1
829,Female,88.4777,3.393119795,0.03835,1
830,Female,88.5047,3.395040292,0.03836,1
831,Female,88.5317,3.396076012,0.03836,1
832,Female,88.5587,3.3979973190000003,0.03837,1
833,Female,88.5856,3.3999153279999996,0.03838,1
834,Female,88.6126,3.400951588,0.03838,1
835,Female,88.6395,3.402870405,0.03839,1
836,Female,88.6664,3.4047897599999994,0.0384,1
837,Female,88.6932,3.4067058120000002,0.03841,1
838,Female,88.7201,3.407739041,0.03841,1
839,Female,88.7469,3.409655898,0.03842,1
840,Female,88.7737,3.4115732910000003,0.03843,1
841,Female,88.8005,3.412603215,0.03843,1
842,Female,88.8273,3.414521412,0.03844,1
843,Female,88.854,3.4164363,0.03845,1
844,Female,88.8807,3.417462915,0.03845,1
845,Female,88.9074,3.419378604,0.03846,1
846,Female,88.9341,3.4212948269999996,0.03847,1
847,Female,88.9608,3.423211584,0.03848,1
848,Female,88.9874,3.4242351519999996,0.03848,1
849,Female,89.014,3.42614886,0.03849,1
850,Female,89.0406,3.4280630999999997,0.0385,1
851,Female,89.0672,3.4290872,0.0385,1
852,Female,89.0938,3.4310022380000005,0.03851,1
853,Female,89.1203,3.4329139559999997,0.03852,1
854,Female,89.1468,3.433934736,0.03852,1
855,Female,89.1733,3.435847249,0.03853,1
856,Female,89.1998,3.4377602919999997,0.03854,1
857,Female,89.2263,3.439673865,0.03855,1
858,Female,89.2527,3.440691585,0.03855,1
859,Female,89.2791,3.442602096,0.03856,1
860,Female,89.3055,3.444513135,0.03857,1
861,Female,89.3319,3.445531383,0.03857,1
862,Female,89.3583,3.447443214,0.03858,1
863,Female,89.3846,3.449351714,0.03859,1
864,Female,89.4109,3.450366631,0.03859,1
865,Female,89.4372,3.4522759200000004,0.0386,1
866,Female,89.4635,3.454185735,0.03861,1
867,Female,89.4898,3.455201178,0.03861,1
868,Female,89.516,3.4571079200000003,0.03862,1
869,Female,89.5422,3.4590151859999994,0.03863,1
870,Female,89.5684,3.460922976,0.03864,1
871,Female,89.5946,3.461935344,0.03864,1
872,Female,89.6208,3.46384392,0.03865,1
873,Female,89.6469,3.465749154,0.03866,1
874,Female,89.673,3.4667581800000002,0.03866,1
875,Female,89.6991,3.4686641970000003,0.03867,1
876,Female,89.7252,3.470570736,0.03868,1
877,Female,89.7513,3.471580284,0.03868,1
878,Female,89.7773,3.473483737,0.03869,1
879,Female,89.8033,3.4753877099999997,0.0387,1
880,Female,89.8293,3.47639391,0.0387,1
881,Female,89.8553,3.478298663,0.03871,1
882,Female,89.8813,3.4802039359999997,0.03872,1
883,Female,89.9072,3.481206784,0.03872,1
884,Female,89.9331,3.483108963,0.03873,1
885,Female,89.9591,3.485015534,0.03874,1
886,Female,89.9849,3.4860150259999996,0.03874,1
887,Female,90.0108,3.4879185,0.03875,1
888,Female,90.0366,3.4898186160000004,0.03876,1
889,Female,90.0625,3.491723125,0.03877,1
890,Female,90.0883,3.492723391,0.03877,1
891,Female,90.1141,3.494624798,0.03878,1
892,Female,90.1398,3.4965228419999996,0.03879,1
893,Female,90.1656,3.497523624,0.03879,1
894,Female,90.1913,3.49942244,0.0388,1
895,Female,90.217,3.5013217699999997,0.03881,1
896,Female,90.2427,3.502319187,0.03881,1
897,Female,90.2684,3.504219288,0.03882,1
898,Female,90.294,3.5061160200000003,0.03883,1
899,Female,90.3197,3.507113951,0.03883,1
0,Male,49.8842,1.8931053899999999,0.03795,1
1,Male,50.0601,1.894774785,0.03785,1
2,Male,50.2359,1.896405225,0.03775,1
3,Male,50.4118,1.8975001519999999,0.03764,1
4,Male,50.5876,1.8990585039999999,0.03754,1
5,Male,50.7635,1.9005854400000002,0.03744,1
6,Male,50.9393,1.902073462,0.03734,1
7,Male,51.1152,1.903018896,0.03723,1
8,Male,51.291,1.90443483,0.03713,1
9,Male,51.4669,1.905819307,0.03703,1
10,Male,51.6427,1.9071649109999997,0.03693,1
11,Male,51.818600000000004,1.907960852,0.03682,1
12,Male,51.9944,1.9092343680000001,0.03672,1
13,Male,52.1702,1.9104727240000001,0.03662,1
14,Male,52.3461,1.911679572,0.03652,1
15,Male,52.4978,1.91354481,0.03645,1
16,Male,52.6488,1.915889832,0.03639,1
17,Male,52.799,1.91818767,0.03633,1
18,Male,52.9483,1.9204348409999998,0.03627,1
19,Male,53.0967,1.922631507,0.03621,1
20,Male,53.2441,1.9247742150000002,0.03615,1
21,Male,53.3905,1.926863145,0.03609,1
22,Male,53.536,1.92890208,0.03603,1
23,Male,53.6805,1.9308875850000002,0.03597,1
24,Male,53.8239,1.9333544880000002,0.03592,1
25,Male,53.9664,1.9352351040000002,0.03586,1
26,Male,54.1079,1.9376038990000002,0.03581,1
27,Male,54.2485,1.9393838749999999,0.03575,1
28,Male,54.3881,1.9416551700000002,0.0357,1
29,Male,54.5268,1.9438804200000002,0.03565,1
30,Male,54.6645,1.9455095549999997,0.03559,1
31,Male,54.8012,1.9476346480000002,0.03554,1
32,Male,54.9368,1.949707032,0.03549,1
33,Male,55.0714,1.9517304159999997,0.03544,1
34,Male,55.2049,1.953701411,0.03539,1
35,Male,55.3374,1.9556237160000003,0.03534,1
36,Male,55.4688,1.957493952,0.03529,1
37,Male,55.5992,1.9593158080000002,0.03524,1
38,Male,55.7285,1.9616432,0.0352,1
39,Male,55.8568,1.9633665200000001,0.03515,1
40,Male,55.9841,1.9650419099999998,0.0351,1
41,Male,56.1104,1.967230624,0.03506,1
42,Male,56.2357,1.968811857,0.03501,1
43,Male,56.3599,1.970342104,0.03496,1
44,Male,56.4833,1.972396836,0.03492,1
45,Male,56.6056,1.9744033280000002,0.03488,1
46,Male,56.7269,1.9757979270000001,0.03483,1
47,Male,56.8472,1.9777140880000001,0.03479,1
48,Male,56.9666,1.9795893500000001,0.03475,1
49,Male,57.0851,1.98085297,0.0347,1
50,Male,57.2026,1.982642116,0.03466,1
51,Male,57.3192,1.984390704,0.03462,1
52,Male,57.4349,1.9860988419999999,0.03458,1
53,Male,57.5497,1.987766638,0.03454,1
54,Male,57.6637,1.9893976500000001,0.0345,1
55,Male,57.7767,1.990985082,0.03446,1
56,Male,57.8889,1.9925359379999998,0.03442,1
57,Male,58.0003,1.994050314,0.03438,1
58,Male,58.1109,1.9955283060000002,0.03434,1
59,Male,58.2207,1.997552217,0.03431,1
60,Male,58.3299,1.9989656730000003,0.03427,1
61,Male,58.4384,2.0003464319999997,0.03423,1
62,Male,58.5463,2.00228346,0.0342,1
63,Male,58.6536,2.003606976,0.03416,1
64,Male,58.7603,2.004901436,0.03412,1
65,Male,58.8664,2.006755576,0.03409,1
66,Male,58.9718,2.00798979,0.03405,1
67,Male,59.0766,2.009785932,0.03402,1
68,Male,59.1808,2.010963584,0.03398,1
69,Male,59.2843,2.012701985,0.03395,1
70,Male,59.3872,2.014413824,0.03392,1
71,Male,59.4894,2.015500872,0.03388,1
72,Male,59.591,2.01715535,0.03385,1
73,Male,59.692,2.01878344,0.03382,1
74,Male,59.7923,2.020381817,0.03379,1
75,Male,59.892,2.0213550000000002,0.03375,1
76,Male,59.991,2.02289652,0.03372,1
77,Male,60.0894,2.0244118859999998,0.03369,1
78,Male,60.1872,2.025901152,0.03366,1
79,Male,60.2843,2.0273610090000003,0.03363,1
80,Male,60.3808,2.02879488,0.0336,1
81,Male,60.4767,2.0302028190000003,0.03357,1
82,Male,60.5719,2.031581526,0.03354,1
83,Male,60.6665,2.0329344149999997,0.03351,1
84,Male,60.7605,2.03426154,0.03348,1
85,Male,60.8539,2.035562955,0.03345,1
86,Male,60.9466,2.0368353719999996,0.03342,1
87,Male,61.0388,2.03869592,0.0334,1
88,Male,61.1303,2.0399181109999995,0.03337,1
89,Male,61.2212,2.041114808,0.03334,1
90,Male,61.3115,2.042286065,0.03331,1
91,Male,61.4013,2.044049277,0.03329,1
92,Male,61.4904,2.045170704,0.03326,1
93,Male,61.579,2.04627017,0.03323,1
94,Male,61.667,2.0479610700000004,0.03321,1
95,Male,61.7543,2.0490076740000003,0.03318,1
96,Male,61.8411,2.050650876,0.03316,1
97,Male,61.9274,2.051654762,0.03313,1
98,Male,62.013,2.05325043,0.03311,1
99,Male,62.0981,2.054205148,0.03308,1
100,Male,62.1826,2.055756756,0.03306,1
101,Male,62.2665,2.056662495,0.03303,1
102,Male,62.3499,2.0581701989999996,0.03301,1
103,Male,62.4327,2.059030446,0.03298,1
104,Male,62.5149,2.060491104,0.03296,1
105,Male,62.5966,2.061932004,0.03294,1
106,Male,62.6778,2.062726398,0.03291,1
107,Male,62.7584,2.064123776,0.03289,1
108,Male,62.8384,2.065498208,0.03287,1
109,Male,62.918,2.06622712,0.03284,1
110,Male,62.9969,2.067558258,0.03282,1
111,Male,63.0754,2.06887312,0.0328,1
112,Male,63.1533,2.070165174,0.03278,1
113,Male,63.2307,2.0714377319999997,0.03276,1
114,Male,63.3076,2.072057748,0.03273,1
115,Male,63.3839,2.073287369,0.03271,1
116,Male,63.4598,2.074500862,0.03269,1
117,Male,63.5351,2.0756917169999998,0.03267,1
118,Male,63.6099,2.076863235,0.03265,1
119,Male,63.6842,2.0780154459999998,0.03263,1
120,Male,63.758,2.07914838,0.03261,1
121,Male,63.8313,2.080262067,0.03259,1
122,Male,63.9041,2.081356537,0.03257,1
123,Male,63.9765,2.0824350750000002,0.03255,1
124,Male,64.0483,2.083491199,0.03253,1
125,Male,64.1197,2.084531447,0.03251,1
126,Male,64.1906,2.085552594,0.03249,1
127,Male,64.261,2.08655467,0.03247,1
128,Male,64.331,2.08754095,0.03245,1
129,Male,64.4006,2.088511458,0.03243,1
130,Male,64.4697,2.089462977,0.03241,1
131,Male,64.5383,2.0903955370000005,0.03239,1
132,Male,64.6066,2.091961708,0.03238,1
133,Male,64.6744,2.0928635840000003,0.03236,1
134,Male,64.7418,2.093749812,0.03234,1
135,Male,64.8088,2.094620416,0.03232,1
136,Male,64.8755,2.0954786500000004,0.0323,1
137,Male,64.9417,2.0969674929999997,0.03229,1
138,Male,65.0075,2.097792025,0.03227,1
139,Male,65.073,2.0986042499999997,0.03225,1
140,Male,65.138,2.09939774,0.03223,1
141,Male,65.2027,2.100830994,0.03222,1
142,Male,65.2671,2.10160062,0.0322,1
143,Male,65.331,2.10235158,0.03218,1
144,Male,65.3946,2.1037442819999996,0.03217,1
145,Male,65.4579,2.104471485,0.03215,1
146,Male,65.5208,2.105838512,0.03214,1
147,Male,65.5834,2.1065388080000003,0.03212,1
148,Male,65.6456,2.1072237599999997,0.0321,1
149,Male,65.7075,2.108553675,0.03209,1
150,Male,65.769,2.1092118300000005,0.03207,1
151,Male,65.8303,2.1105194179999995,0.03206,1
152,Male,65.8912,2.111154048,0.03204,1
153,Male,65.9518,2.1124361540000005,0.03203,1
154,Male,66.0121,2.113047321,0.03201,1
155,Male,66.0721,2.1143072000000003,0.032,1
156,Male,66.1317,2.114891766,0.03198,1
157,Male,66.1911,2.116129467,0.03197,1
158,Male,66.2502,2.1173563920000005,0.03196,1
159,Male,66.3089,2.117906266,0.03194,1
160,Male,66.3674,2.1191110820000003,0.03193,1
161,Male,66.4256,2.119640896,0.03191,1
162,Male,66.4835,2.12082365,0.0319,1
163,Male,66.5412,2.1219988680000004,0.03189,1
164,Male,66.5985,2.1224941950000002,0.03187,1
165,Male,66.6556,2.1236474160000003,0.03186,1
166,Male,66.7125,2.1247931250000005,0.03185,1
167,Male,66.7691,2.1252604529999997,0.03183,1
168,Male,66.8254,2.126384228,0.03182,1
169,Male,66.8815,2.127500515,0.03181,1
170,Male,66.9373,2.12860614,0.0318,1
171,Male,66.993,2.1297074699999996,0.03179,1
172,Male,67.0483,2.130124491,0.03177,1
173,Male,67.1035,2.1312071599999998,0.03176,1
174,Male,67.1584,2.1322792,0.03175,1
175,Male,67.2132,2.1333469679999997,0.03174,1
176,Male,67.2677,2.134404121,0.03173,1
177,Male,67.3219,2.134777449,0.03171,1
178,Male,67.376,2.1358192000000003,0.0317,1
179,Male,67.4299,2.1368535310000003,0.03169,1
180,Male,67.4836,2.1378804479999998,0.03168,1
181,Male,67.5371,2.1388999569999996,0.03167,1
182,Male,67.5904,2.1399120640000002,0.03166,1
183,Male,67.6435,2.140916775,0.03165,1
184,Male,67.6964,2.141914096,0.03164,1
185,Male,67.7491,2.1429040329999998,0.03163,1
186,Male,67.8017,2.143889754,0.03162,1
187,Male,67.8541,2.144868101,0.03161,1
188,Male,67.9062,2.14583592,0.0316,1
189,Male,67.9583,2.146802697,0.03159,1
190,Male,68.0101,2.147758958,0.03158,1
191,Male,68.0618,2.1487110260000004,0.03157,1
192,Male,68.1133,2.149655748,0.03156,1
193,Male,68.1647,2.1505962849999998,0.03155,1
194,Male,68.2158,2.151526332,0.03154,1
195,Male,68.2669,2.1524553570000005,0.03153,1
196,Male,68.3177,2.153373904,0.03152,1
197,Male,68.3685,2.15497512,0.03152,1
198,Male,68.419,2.1558826900000003,0.03151,1
199,Male,68.4695,2.15678925,0.0315,1
200,Male,68.5198,2.157688502,0.03149,1
201,Male,68.5699,2.1585804520000003,0.03148,1
202,Male,68.6199,2.159468253,0.03147,1
203,Male,68.6698,2.1610386059999995,0.03147,1
204,Male,68.7195,2.16191547,0.03146,1
205,Male,68.7691,2.1627881949999996,0.03145,1
206,Male,68.8186,2.1636567840000005,0.03144,1
207,Male,68.8679,2.1652067760000002,0.03144,1
208,Male,68.9171,2.166064453,0.03143,1
209,Male,68.9662,2.166918004,0.03142,1
210,Male,69.0152,2.1677674319999998,0.03141,1
211,Male,69.0641,2.1693033809999998,0.03141,1
212,Male,69.1128,2.1701419199999994,0.0314,1
213,Male,69.1615,2.170979485,0.03139,1
214,Male,69.21,2.1725019,0.03139,1
215,Male,69.2584,2.173328592,0.03138,1
216,Male,69.3067,2.1741511790000003,0.03137,1
217,Male,69.3549,2.175663213,0.03137,1
218,Male,69.4031,2.1764812159999996,0.03136,1
219,Male,69.4511,2.177986496,0.03136,1
220,Male,69.499,2.1787936500000002,0.03135,1
221,Male,69.5468,2.179596712,0.03134,1
222,Male,69.5945,2.18109163,0.03134,1
223,Male,69.6421,2.1818869929999996,0.03133,1
224,Male,69.6896,2.1833751679999995,0.03133,1
225,Male,69.737,2.18416284,0.03132,1
226,Male,69.7844,2.1856474080000003,0.03132,1
227,Male,69.8316,2.1864273959999996,0.03131,1
228,Male,69.8787,2.187902097,0.03131,1
229,Male,69.9258,2.18867754,0.0313,1
230,Male,69.9728,2.1901486400000003,0.0313,1
231,Male,70.0197,2.190916413,0.03129,1
232,Male,70.0665,2.192380785,0.03129,1
233,Male,70.1132,2.1931408960000005,0.03128,1
234,Male,70.1599,2.194601672,0.03128,1
235,Male,70.2064,2.195354128,0.03127,1
236,Male,70.2529,2.196808183,0.03127,1
237,Male,70.2994,2.1975592440000002,0.03126,1
238,Male,70.3457,2.199006582,0.03126,1
239,Male,70.392,2.20045392,0.03126,1
240,Male,70.4382,2.20119375,0.03125,1
241,Male,70.4843,2.202634375,0.03125,1
242,Male,70.5304,2.204075,0.03125,1
243,Male,70.5764,2.204806736,0.03124,1
244,Male,70.6224,2.206243776,0.03124,1
245,Male,70.6683,2.206971009,0.03123,1
246,Male,70.7141,2.2084013430000002,0.03123,1
247,Male,70.7598,2.209828554,0.03123,1
248,Male,70.8055,2.2105477099999997,0.03122,1
249,Male,70.8511,2.211971342,0.03122,1
250,Male,70.8967,2.213394974,0.03122,1
251,Male,70.9422,2.2148154840000003,0.03122,1
252,Male,70.9876,2.2155229960000002,0.03121,1
253,Male,71.033,2.21693993,0.03121,1
